ID,Title,"Tokyo FESTIVALの分類",WEBサイトのアドレス,概要,対象,会場(投稿),会場の所属する自治体,会場の存在する自治体名,主催,協賛,協力,後援,申請自治体,開催年度,"単日/複数日 - 期間",開催時間,開催日数（展覧会・公演）,公演回数／実施回数（講演、ワークショップ等）,人数/参加者数,料金,出演者数／出展アーティスト数／登壇者数等,出演者数／出展アーティスト数／登壇者数等（外国人）,ジャンル,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,多言語対応（例）音声ガイドの多言語化,多言語対応（例）キャプション・字幕の多言語化,多言語対応（例）その他の多言語化,多言語対応（例）その他の多言語化（内容）,バリアフリー対応の有無,バリアフリー対応策（例）,バリアフリー対応策（例）その他,組織委員会の認証の有無,画像等データの有無,画像,動画URL,関連プログラム名,決算額_year,決算額_price,期間_date,期間_date_to,単日/複数日_date,国_country,国_num
337,上映,1,https://www.yebizo.com/2017/jp/program/#screening,"１ フィオナ・タン《歴史の未来》ジャパンプレミア ●
■フィオナ・タン《歴史の未来》2015／95 分／英語（日本語字幕付）

２ 相互接続への夢――
《ドリームズ・リワイヤード》ジャパンプレミア ●
■マヌ・ルクシュ、マルティン・ラインハルト、トーマス・トーデ
《ドリームズ・リワイヤード》
2015／85分／英語（日本語字幕付）
Still: Achtung! Achtung! Ein Film vom Deutschen Rundfunk (Germany
1929)

３ 《スーザン・ソンタグについて》――
マルチプルな私を生きる ジャパンプレミア
■ナンシー・Ｄ・ケイツ《スーザン・ソンタグについて》
2014／100分／英語（日本語字幕付）

４ 「日本零年」vol.1 《イリュミナシオン》
――長谷川億名特集 ●
■長谷川億名《イリュミナシオン》
2014／61分／日本語（英語字幕付）

５ 「日本零年」vol.2 《DUAL CITY》
――長谷川億名特集 ●
■長谷川億名《DUAL CITY》
2015／100分／日本語（英語字幕付）

６ ガレキあるいはSF ●
□バスター・キートン《文化生活一週間》
1920／22分／英語（日本語字幕付）
□エレイン＆ソール・バス《Quest》
1984／30分／英語（日本語字幕付）
■鈴木了二×三宅唱
《物質試行58 A RETURN OF BRUNO TAUT 2016》
2016／20分
協力：金沢21世紀美術館
【プログラマー：降矢聡（映画批評、映像企画）】

７ ヨーロッパからの実験映画：「制作年なし。」 ●
□ガイ・シャーウィン《柵》9分30秒
□エステル・ウルルス《赤い風車》5分
□ヘルガ・ファンダール《少女》2分
□ヘルガ・ファンダール《噴水》3分25秒
□ガイ・シャーウィン《フィルターの層》9分
□インニエル・リーセ・ハンセン《野を進む》9分
□リン・ルー《エンド・ロール2》8分30秒
□サイモン・ペイン《ヴァイスヴェルサ エトセトラ》10分
■バーバラ・ミーター《ストレット》6分
【プログラマー：リン・ルー
（アーティスト、BFIフィルム・コンサヴェーション・スペシャリスト）】

８ ダンスのマルチプルな未来 ●
□メグ・スチュアート、ピエール・クーリブフ《サムウェア・イン・ビトゥイーン》
2005／55分
□クレア・カニングハム、デール・コーレット《似ていること》2014／3分10秒
□ロニ・アズガド、バットシェバ舞踊団《ザ・ホール》2013／1分7秒
□アディ・ハルフィン、バットシェバ・アンサンブルダンサーズ《ホームアローン》
2013／1分43秒
■ミン・ウォン《コンタクトホープ》2010／22分
□ハリル・アルティンドレ《ホームランド》2016／10分
□マリ・ラツェル、アードリアン・キュンツェル《煙に覆われた戦士》
2014／2分53秒
【プログラマー：中島那奈子（ダンス研究者）】

９ DigiCon6 ASIA
――ショートムービーから見えてくるマルチプルなアジア ●
□見里朝希《あたしだけをみて》2016／7分30秒
□テオ・ジァミン・ジェレミー、ファン・ジ、フン・ウィーキアット・デリック
《イート、プレイ、バード》2015／4分28秒
□チョウ・チィン《ザ・ネイバー》2016／6分7秒
□ナイン・モンキーズ・ワークショップ《リセトルメント・メモリー》2016／6分37秒
□岡崎恵理《FEED》2016／7分30秒
□カン・ミンジ《ビフォー・アフター》2016／7分54秒
□コロリー《アドベンチャー・オブ・エッグ・ライム・アンド・チリ》2016／3分15秒
□木下絵李《アンケート》2016／8分58秒
□キム・ソンミン《グリーン・ライト》2016／14分59秒
■姫田真武《ようこそぼくです4～ようこそぼくですってなんですか？～》2016／10分50 秒
【リンク：TBS/DigiCon6 ASIA】

１０ イヴォンヌ・レイナー《特権》［16ミリフィルム上映］
■イヴォンヌ・レイナー《特権》
1990／103分／英語（日本語字幕付）
協力：山形国際ドキュメンタリー映画祭事務局

１１ ロバート・クレーマー《アイス》［16ミリフィルム上映］
■ロバート・クレーマー《アイス》
1969／132分／英語（日本語字幕付）

１２ スペシャル上映
《バンコクナイツ》スペシャル上映＆トーク ●
■富田克也《バンコクナイツ》
2016／182分／日本語、タイ語、イサーン語、英語、ラオス語、タガログ語、
フランス語（日本語字幕付）
―
日時：平成29(2017)年2月11日（土・祝）16:00-
映像制作集団・空族の新作長編映画《バンコクナイツ》の
スペシャル上映後に、トークを行います。
ゲスト：富田克也（監督、脚本）、相澤虎之助（脚本）",,"東京都写真美術館 - 1F ホール",,,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,期間,"a:1:{s:4:""time"";b:0;}",15,35,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:456:""<p>上映<br />
東京都写真美術館 1F ホール／自由席／入場整理番号付／各回定員入替／190名<br />
1回券（日時指定）<br />
￥500（前売） ￥1,000（当日）</p>
<p>スペシャル上映<br />
東京都写真美術館 1F ホール／自由席／入場整理番号付／各回定員入替／190名<br />
《バンコクナイツ》スペシャル上映＆トーク<br />
￥1,800（前売） ￥2,300（当日）</p>
"";}",51,1,映画,有り,英語,,,英語,英語による上映あり,有り,バリアフリー対応施設,,なし,あり・チラシ画像,,,,2016,,20170210,20170226,,"イギリス,オランダ,ドイツ,アメリカ,ノルウェー,シンガポール,フランス,イスラエル,トルコ,スイス,中国,韓国,ベトナム","4,3,3,6,1,5,1,4,1,1,2,2,1"
338,オフサイト展示,1,https://www.yebizo.com/jp/program/detail/07-01,"金氏徹平は、多岐にわたる表現メディアや様々な既製品を用いたコラージュの手法により、現代社会における既存の価値観、既知の情報やイメージを変容・転覆させる作品を発表してきました。コラージュの志向性は、舞台・音楽・文学な
どの表現者との制作法へと展開し、活動領域も拡張しています。そんなマルチタスクの実践者、金氏による初の屋外大型作品《White Discharge（公園）》は、かつて娯楽の主役であった遊園地の遊具たちを再び表舞台に登場させ、アート
とエンタテイメントの相反する価値基準をも軽々と越境させます。
※東京都写真美術館内にも関連作品の展示あり。

&nbsp;",,"恵比寿ガーデンプレイス - センター広場",,,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,期間,"a:1:{s:4:""time"";b:0;}",15,15,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",1,0,街なか（屋外）イベント,有り,英語,,英語,,,無し,バリアフリー対応施設,,なし,あり・チラシ画像,,,,2016,,20170210,20170226,,,
339,豊嶋康子,1,https://www.yebizo.com/jp/program/detail/03-02,"リニューアルした東京都写真美術館の全展示室を使って、総合テーマ「マルチプルな未来」を掘り下げる展示作品が勢ぞろいします。2 Fロビーでは、アーティストやゲストによるカジュアルなトークを実施します。",,"東京都写真美術館 - 2F ロビー",,,東京都写真美術館|アーツカウンシル東京|日本経済新聞社,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,単日/複数日,"a:1:{s:4:""time"";b:0;}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",1,0,その他,有り,英語,,,,,有り,バリアフリー対応施設,,なし,なし,,,"東京都写真美術館 3F, 2F, B1F展示室",2016,,20170210,20170212,20170211,,
340,ロバート・ノース＆アントワネット・デ・ヨング,1,https://www.yebizo.com/jp/program/detail/03-03,"リニューアルした東京都写真美術館の全展示室を使って、総合テーマ「マルチプルな未来」を掘り下げる展示作品が勢ぞろいします。2 Fロビーでは、アーティストやゲストによるカジュアルなトークを実施します。",,"東京都写真美術館 - 2F ロビー",,,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,単日/複数日,"a:1:{s:4:""time"";b:0;}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",2,2,その他,有り,英語,,,,,有り,バリアフリー対応施設,,なし,なし,,,"東京都写真美術館 3F, 2F, B1F展示室",2016,,20170210,20170212,20170212,オランダ,2
341,荒木博志、岡田邦雄、佐々木聖（地域連携プログラム：LIBRAIRIE6）,1,https://www.yebizo.com/jp/program/detail/03-04,"リニューアルした東京都写真美術館の全展示室を使って、総合テーマ「マルチプルな未来」を掘り下げる展示作品が勢ぞろいします。2 Fロビーでは、アーティストやゲストによるカジュアルなトークを実施します。",,"東京都写真美術館 - 2F ロビー",,,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,単日/複数日,"a:1:{s:4:""time"";b:0;}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",3,,その他,有り,英語,,,,,有り,バリアフリー対応施設,,なし,なし,,,"東京都写真美術館 3F, 2F, B1F展示室",2016,,20170210,20170212,20170214,オランダ,2
342,崟利子,1,https://www.yebizo.com/jp/program/detail/03-05,"リニューアルした東京都写真美術館の全展示室を使って、総合テーマ「マルチプルな未来」を掘り下げる展示作品が勢ぞろいします。2 Fロビーでは、アーティストやゲストによるカジュアルなトークを実施します。",,"東京都写真美術館 - 2F ロビー",,,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,単日/複数日,"a:1:{s:4:""time"";b:0;}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",1,,その他,有り,英語,,,,,有り,バリアフリー対応施設,,なし,なし,,,"東京都写真美術館 3F, 2F, B1F展示室",2016,,20170210,20170212,20170219,オランダ,2
344,金氏徹平、木ノ下智恵子,1,https://www.yebizo.com/jp/program/detail/03-06,"リニューアルした東京都写真美術館の全展示室を使って、総合テーマ「マルチプルな未来」を掘り下げる展示作品が勢ぞろいします。2 Fロビーでは、アーティストやゲストによるカジュアルなトークを実施します。",,"東京都写真美術館 - 2F ロビー",,,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,単日/複数日,"a:1:{s:4:""time"";b:0;}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",2,,その他,有り,英語,,,,,有り,バリアフリー対応施設,,なし,なし,,,"東京都写真美術館 3F, 2F, B1F展示室",2016,,20170210,20170212,20170221,オランダ,2
345,澤田知子,1,https://www.yebizo.com/jp/program/detail/03-07,"リニューアルした東京都写真美術館の全展示室を使って、総合テーマ「マルチプルな未来」を掘り下げる展示作品が勢ぞろいします。2 Fロビーでは、アーティストやゲストによるカジュアルなトークを実施します。",,"東京都写真美術館 - 2F ロビー",,,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,単日/複数日,"a:1:{s:4:""time"";b:0;}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",1,,その他,有り,英語,,,,,有り,バリアフリー対応施設,,なし,なし,,,"東京都写真美術館 3F, 2F, B1F展示室",2016,,20170210,20170212,20170224,オランダ,2
346,森村泰昌,1,https://www.yebizo.com/jp/program/detail/03-08,"リニューアルした東京都写真美術館の全展示室を使って、総合テーマ「マルチプルな未来」を掘り下げる展示作品が勢ぞろいします。2 Fロビーでは、アーティストやゲストによるカジュアルなトークを実施します。",,"東京都写真美術館 - 2F ロビー",,,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,単日/複数日,"a:1:{s:4:""time"";b:0;}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",1,,その他,有り,英語,,,,,有り,バリアフリー対応施設,,なし,なし,,,"東京都写真美術館 3F, 2F, B1F展示室",2016,,20170210,20170212,20170225,オランダ,2
347,石川卓磨,1,https://www.yebizo.com/jp/program/detail/03-09,"リニューアルした東京都写真美術館の全展示室を使って、総合テーマ「マルチプルな未来」を掘り下げる展示作品が勢ぞろいします。2 Fロビーでは、アーティストやゲストによるカジュアルなトークを実施します。",,"東京都写真美術館 - 2F ロビー",,,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,単日/複数日,"a:1:{s:4:""time"";b:0;}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",1,,その他,有り,英語,,,,,有り,バリアフリー対応施設,,なし,なし,,,"東京都写真美術館 3F, 2F, B1F展示室",2016,,20170210,20170212,20170226,オランダ,2
