"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Google API Key","Enqueue Google Maps API Script","Enqueue ACF Google Maps Script","Force Shortcodes Processing","Multilingual VC Snippet IDs","Multilingual ACF Field Picker IDs",会場の所属する自治体,会場の存在する自治体名,人数,"Tokyo FESTIVALの分類",WEBサイトのアドレス,概要,対象,会場(投稿),会場,主催,共催,協賛,協力,後援,申請自治体,開催年度,"単日/複数日 - 期間",開催時間,開催日数（展覧会・公演）,公演回数／実施回数（講演、ワークショップ等）,人数/参加者数,料金,出演者数／出展アーティスト数／登壇者数等,出演者数／出展アーティスト数／登壇者数等（外国人）,ジャンル,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,多言語対応（例）音声ガイドの多言語化,多言語対応（例）キャプション・字幕の多言語化,多言語対応（例）その他の多言語化,多言語対応（例）その他の多言語化（内容）,バリアフリー対応の有無,バリアフリー対応策（例）,バリアフリー対応策（例）その他,組織委員会の認証の有無,画像等データの有無,画像,動画URL,関連プログラム名,事業マスター,カテゴリ,"Tokyo FESTIVALの分類",概要,WEBサイトURL,会場の所属する自治体,会場の存在する自治体名,決算額_year,決算額_price,期間_date,期間_date_to,単日/複数日_date,国_country,国_num
,,,,,,,,,,,,,,,,1,https://www.tobikan.jp/exhibition/h28_groupshow.html,"[会期]平成28年11月26日（土）～12月6日（火）
[会場]ギャラリーA
[入場者数]3,372名
[グループ名]月火水木金土日
[出品作家 ＊代表者]
泉さやか、小田伊織、大木夏子、桂川美帆、加藤富喜、小島秀子＊、狐塚崇子、佐藤典克、鈴木祥太、蔦嶋薫、土屋直人、長谷川大祐、濱野佑樹、前沢幸恵、森田麻里、雪ノ浦裕一
[展示構成]SHIMAART&DESIGNSTUDIO
[写真]花田竜一
[音楽・照明]垂見幸哉

様々な技法・世代の工芸作家からなるグループ。都美セレクショングループ展では4回目の展覧会で初のギャラリー
Aでの開催となり、素材から工芸に対する想いに着目する展示により、これからの工芸のあり方を提案した。
",,"東京都美術館 – B3F ギャラリーA",,東京都美術館|月火水木金土日,,,,,,2016,2016,,期間,,20161126,20161206,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:24:""金曜日は9:30～20:00"";}}}",10,10,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""3372"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:26:""<p>観覧料は無料</p>
"";}",,,展覧会（美術、歴史、写真、建築、文芸等）,有り,英語|中国語簡体字|中国語繁体字|韓国語,,,,,有り,バリアフリー対応施設,,,あり・チラシ画像,,,,"【連携展】第5回 都美セレクション グループ展",,1,"[会期]平成28年11月26日（土）～12月6日（火）
[会場]ギャラリーA
[入場者数]3,372名
[グループ名]月火水木金土日
[出品作家 ＊代表者]
泉さやか、小田伊織、大木夏子、桂川美帆、加藤富喜、小島秀子＊、狐塚崇子、佐藤典克、鈴木祥太、蔦嶋薫、土屋直人、長谷川大祐、濱野佑樹、前沢幸恵、森田麻里、雪ノ浦裕一
[展示構成]SHIMAART&DESIGNSTUDIO
[写真]花田竜一
[音楽・照明]垂見幸哉

様々な技法・世代の工芸作家からなるグループ。都美セレクショングループ展では4回目の展覧会で初のギャラリー
Aでの開催となり、素材から工芸に対する想いに着目する展示により、これからの工芸のあり方を提案した。
",,,,,
,,,,,,,,,,,,,,,,1,https://www.tobikan.jp/exhibition/h28_groupshow.html,"[会期]平成28年11月26日（土）～12月6日（火）
[会場]ギャラリーB
[入場者数]3,481名
[グループ名]キョウノドウキ展実行委員会
[出品作家]
糸山志泉、小名木美緒、重政啓治、神彌佐子、高木直美、高橋希和、中村あや子、東俊行、星晃、和田雄一＊
[招待作家]
海老洋、長沢明

武蔵野美術大学通信教育課程日本画コースの講師陣・スタッフ・卒業生が集まり、日本画の新たな表現を追求しているグループ。創作活動の源泉となる動機を見つめ直し、平面に限定されない多様な日本画の可能性を提示した。",,"東京都美術館 – B3F ギャラリーB",,東京都美術館|キョウノドウキ展実行委員会,,,,,,2016,2016,,期間,,20161126,20161206,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:24:""金曜日は9:30～20:00"";}}}",10,10,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""3481"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:26:""<p>観覧料は無料</p>
"";}",,,展覧会（美術、歴史、写真、建築、文芸等）,有り,英語|中国語簡体字|中国語繁体字|韓国語,,,,,有り,バリアフリー対応施設,,,あり・チラシ画像,,,,"【連携展】第5回 都美セレクション グループ展",,1,"[会期]平成28年11月26日（土）～12月6日（火）
[会場]ギャラリーB
[入場者数]3,481名
[グループ名]キョウノドウキ展実行委員会
[出品作家]
糸山志泉、小名木美緒、重政啓治、神彌佐子、高木直美、高橋希和、中村あや子、東俊行、星晃、和田雄一＊
[招待作家]
海老洋、長沢明

武蔵野美術大学通信教育課程日本画コースの講師陣・スタッフ・卒業生が集まり、日本画の新たな表現を追求しているグループ。創作活動の源泉となる動機を見つめ直し、平面に限定されない多様な日本画の可能性を提示した。",,,,,
,,,,,,,,,,,,,,,,1,https://www.tobikan.jp/exhibition/h28_groupshow.html,"[会期]平成28年12月6日（火）－12月18日（日）
[会場]ギャラリーC
[入場者数]8,442名
[グループ名]現在日本画研究会
[出品作家]
青木秀明、荒木亨子、岩田壮平、上野高、梶岡百江、能島浜江、伴戸玲伊子、廣瀬貴洋、丸山勉、吉田幸紘、米田実＊

主に2つの地域（東京・京都）の日本画の作家が、3つの公募団体（日本美術院、日展、創画会）の枠を超えて集まった。伝統を参照しつつ未来へと繋がる大作を制作し、日本画の現在を示す展覧会となった。",,"東京都美術館 – B2F ギャラリーC",,東京都美術館|現在日本画研究会,,,,,,2016,2016,,期間,,20161206,20161218,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:24:""金曜日は9:30～20:00"";}}}",13,13,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""8442"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:26:""<p>観覧料は無料</p>
"";}",,,展覧会（美術、歴史、写真、建築、文芸等）,有り,英語|中国語簡体字|中国語繁体字|韓国語,,,,,有り,バリアフリー対応施設,,,あり・チラシ画像,,,,"【連携展】第5回 都美セレクション グループ展",,1,"[会期]平成28年12月6日（火）－12月18日（日）
[会場]ギャラリーC
[入場者数]8,442名
[グループ名]現在日本画研究会
[出品作家]
青木秀明、荒木亨子、岩田壮平、上野高、梶岡百江、能島浜江、伴戸玲伊子、廣瀬貴洋、丸山勉、吉田幸紘、米田実＊

主に2つの地域（東京・京都）の日本画の作家が、3つの公募団体（日本美術院、日展、創画会）の枠を超えて集まった。伝統を参照しつつ未来へと繋がる大作を制作し、日本画の現在を示す展覧会となった。",,,,,
,,,,,,,,,,,,,,,,1,https://www.tobikan.jp/exhibition/h28_groupshow.html,"[会期]平成28年12月9日（金）－12月18日（日）
[会場]ギャラリーA
[入場者数]7,506名
[グループ名]MITSUMATA
[出品作家]
足立篤史、伊藤咲穂＊、鶴田美香子

紙を素材にして個別に活動していた3人が、紙に触れる機会が少なくなった現代にその価値を見直そうと集まった。多神教的な日本人の宗教観を反映した3人のインスタレーションが共鳴し、神秘的な空間を創出した。",,"東京都美術館 – B3F ギャラリーA",,東京都美術館|MITSUMATA,,,,,,2016,2016,,期間,,20161209,20161218,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:24:""金曜日は9:30～20:00"";}}}",13,13,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""7506"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:26:""<p>観覧料は無料</p>
"";}",,,展覧会（美術、歴史、写真、建築、文芸等）,有り,英語|中国語簡体字|中国語繁体字|韓国語,,,,,有り,バリアフリー対応施設,,,あり・チラシ画像,,,,"【連携展】第5回 都美セレクション グループ展",,1,"[会期]平成28年12月9日（金）－12月18日（日）
[会場]ギャラリーA
[入場者数]7,506名
[グループ名]MITSUMATA
[出品作家]
足立篤史、伊藤咲穂＊、鶴田美香子

紙を素材にして個別に活動していた3人が、紙に触れる機会が少なくなった現代にその価値を見直そうと集まった。多神教的な日本人の宗教観を反映した3人のインスタレーションが共鳴し、神秘的な空間を創出した。",,,,,
,,,,,,,,,,,,,,,,1,https://www.tobikan.jp/exhibition/h28_groupshow.html,"[会期]平成28年12月9日（金）－12月18日（日）
[会場]ギャラリーＢ
[入場者数]5,616名
[グループ名]∞3（インフィニティー スリー）
[出品作家]
若岱、張義明＊、曽霆羽
[助成]
台北駐日經濟文化代表處、財團法人國家文化藝術基金會（National Cultureand Arts Foundation）、台北市政府文化局（TAIPEI CITY GOVERMENTDEPARTMENT OF CULTURAL AFFAIRS）

「生態・能源・永続」をテーマにした、台湾出身の3人からなるグループ。張（陶のインスタレーション）、若（水墨画）、曽（ドローイングなど）と異なるジャンルの作品からなる展示空間で、どのように自然と共存すべきかという問いを投げかけた。",,"東京都美術館 – B3F ギャラリーB",,"東京都美術館|∞3（インフィニティー スリー）",,,,,,2016,2016,,期間,,20161209,20161218,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:24:""金曜日は9:30～20:00"";}}}",10,10,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""5616"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:26:""<p>観覧料は無料</p>
"";}",,,展覧会（美術、歴史、写真、建築、文芸等）,有り,英語|中国語簡体字|中国語繁体字|韓国語,,,,,有り,バリアフリー対応施設,,,あり・チラシ画像,,,,"【連携展】第5回 都美セレクション グループ展",,1,"[会期]平成28年12月9日（金）－12月18日（日）
[会場]ギャラリーＢ
[入場者数]5,616名
[グループ名]∞3（インフィニティー スリー）
[出品作家]
若岱、張義明＊、曽霆羽
[助成]
台北駐日經濟文化代表處、財團法人國家文化藝術基金會（National Cultureand Arts Foundation）、台北市政府文化局（TAIPEI CITY GOVERMENTDEPARTMENT OF CULTURAL AFFAIRS）

「生態・能源・永続」をテーマにした、台湾出身の3人からなるグループ。張（陶のインスタレーション）、若（水墨画）、曽（ドローイングなど）と異なるジャンルの作品からなる展示空間で、どのように自然と共存すべきかという問いを投げかけた。",,,,,
,,,,,,,,,,,,,,,,1,http://www.edo-tokyo-museum.or.jp/p-exhibition/,"5・6階の常設展示室(8,934m²)において、定期的な展示替えを計24回行ない、常時約2,500点の資料を展示するとともに、学芸員の研究成果を反映させた企画展や常設展示各コーナーで開催する特集展示を実施した。また、常設展の賑わい・楽しさを演出した「えどはく寄席」、テーマ性を持って展示解説をする「ミュージアムトーク」を定期的に開催した。外部機関と協力した企画展として、「発掘された日本列島2016」展(文化庁と共催)、「徳川将軍家の婚礼」展(公益財団法人德川記念財団と共催)を開催した。",,"東京都江戸東京博物館 - 5F 常設展示室|東京都江戸東京博物館 - 6F 常設展示室",,東京都江戸東京博物館,,,,,,2016,2016,,期間,,20160401,20170331,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""19:30:00"";s:10:""time_bikou"";s:9:""土曜日"";}}}",164,164,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:6:""535852"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:966:""<p>【一般】<br />
個人：600円<br />
団体(20名以上)：480円<br />
【大学生・専門学校生】<br />
個人：480円<br />
団体(20名以上)：380円<br />
【高校生・中学生（都外）・65歳以上】<br />
個人：300円<br />
団体(20名以上)：240円<br />
【中学生（都内在学または在住）・小学生・未就学児童】<br />
個人：無料<br />
団体(20名以上)：無料</p>
<p>※中・高・大学・専門学校生の方は学生証を、65歳以上の方は年齢を証明するもの（健康保険証・運転免許証など）のご提示をお願いいたします。<br />
※すみだ北斎美術館のチケットで、江戸東京博物館常設展が2割引でご覧いただけます。（1枚につき1名まで1回限り）<br />
※江戸東京博物館のチケットで、すみだ北斎美術館常設展が2割引でご覧いただけます。（1枚につき1名まで1回限り）</p>
"";}",,,展覧会（美術、歴史、写真、建築、文芸等）,有り,英語|中国語簡体字|中国語繁体字|韓国語,英語|中国語簡体字|中国語繁体字|韓国語|その他,,,,有り,バリアフリー対応施設|触察展示等、五感を活用した展示|点字ガイド・手話通訳・字幕ガイド等,,なし,なし,,,,,,1,"5・6階の常設展示室(8,934m²)において、定期的な展示替えを計24回行ない、常時約2,500点の資料を展示するとともに、学芸員の研究成果を反映させた企画展や常設展示各コーナーで開催する特集展示を実施した。また、常設展の賑わい・楽しさを演出した「えどはく寄席」、テーマ性を持って展示解説をする「ミュージアムトーク」を定期的に開催した。外部機関と協力した企画展として、「発掘された日本列島2016」展(文化庁と共催)、「徳川将軍家の婚礼」展(公益財団法人德川記念財団と共催)を開催した。",,,,,
,,,,,,,,,,,,,,,,1,http://www.t-bunka.jp/old/sponsership/spo_160929_1.html,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　9 月29日㈭

時間
1 ）14：00～14：30
2 ）16：00～16：30

会場
国立西洋美術館本館1階ロビー

出演
弦楽四重奏ヴィオラ：鈴村大樹　他

入場者数（人）
1 ）277
2 ）160",,"国立西洋美術館 - 本館１階ロビー",,東京都|東京文化会館|アーツカウンシル東京,国立西洋美術館,,,,,2016,2016,,単日/複数日,20160929,,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""14:30:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""16:00:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:0:"""";}}}",1,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""437"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",4,,クラシック音楽（オペラ等を含む）,無し,,,,,,無し,バリアフリー対応施設,,なし,なし,,,,,,1,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　9 月29日㈭

時間
1 ）14：00～14：30
2 ）16：00～16：30

会場
国立西洋美術館本館1階ロビー

出演
弦楽四重奏ヴィオラ：鈴村大樹　他

入場者数（人）
1 ）277
2 ）160",,,,,
,,,,,,,,,,,,,,,,1,http://www.t-bunka.jp/old/sponsership/spo_161008_1.html,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　10月8 日㈯

時間
1 ）10：30～11：00
2 ）11：30～12：00

会場
東京文化会館キャノピー

出演
フルート四重奏
フルート：多久和怜子　他

入場者数（人）
1 ）366
2 ）328",,"東京文化会館 - キャノピー広場スペース",,東京都|東京文化会館|アーツカウンシル東京,,,,,,2016,2016,,単日/複数日,20161008,,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""11:00:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""11:30:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""694"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",4,,クラシック音楽（オペラ等を含む）,無し,,,,,,有り,バリアフリー対応施設,,なし,なし,,,,,,1,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　10月8 日㈯

時間
1 ）10：30～11：00
2 ）11：30～12：00

会場
東京文化会館キャノピー

出演
フルート四重奏
フルート：多久和怜子　他

入場者数（人）
1 ）366
2 ）328",,,,,
,,,,,,,,,,,,,,,,1,http://www.t-bunka.jp/old/sponsership/spo_161009_1.html,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　10月9日｛日｝

時間
1 ）10：30～11：00
2 ）11：30～12：00

会場
東京文化会館キャノピー

出演
金管五重奏
トランペット：野呂紀之　他

入場者数（人）
1 ）335
2 ）386",,"東京文化会館 - キャノピー広場スペース",,東京都|東京文化会館|アーツカウンシル東京,,,,,,2016,2016,,単日/複数日,20161009,,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""11:00:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""11:30:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""721"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",5,,クラシック音楽（オペラ等を含む）,無し,,,,,,有り,バリアフリー対応施設,,なし,なし,,,,,,1,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　10月9日｛日｝

時間
1 ）10：30～11：00
2 ）11：30～12：00

会場
東京文化会館キャノピー

出演
金管五重奏
トランペット：野呂紀之　他

入場者数（人）
1 ）335
2 ）386",,,,,
,,,,,,,,,,,,,,,,1,http://www.t-bunka.jp/old/sponsership/spo_161015_1.html,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　　10月15日｛土｝

時間
1 ）14：00～14：30
2 ）15：00～15：30

会場
東京都美術館　佐藤慶太郎記念アートラウンジ

出演
声楽アンサンブル
ソプラノ・ピアノ（キーボード）：上田純子　他

入場者数（人）
1 ）86
2 ）88",,"東京都美術館 - 佐藤慶太郎記念アートラウンジ",,東京都|東京文化会館|アーツカウンシル東京,,,,,,2016,2016,,単日/複数日,20161015,,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""14:30:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",1,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""174"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",2,,クラシック音楽（オペラ等を含む）,無し,,,,,,有り,バリアフリー対応施設,,なし,なし,,,,,,1,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　　10月15日｛土｝

時間
1 ）14：00～14：30
2 ）15：00～15：30

会場
東京都美術館　佐藤慶太郎記念アートラウンジ

出演
声楽アンサンブル
ソプラノ・ピアノ（キーボード）：上田純子　他

入場者数（人）
1 ）86
2 ）88",,,,,
,,,,,,,,,,,,,,,,1,http://www.t-bunka.jp/old/sponsership/spo_161016_2.html,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　　10月16日｛日｝

時間
1 ）14：00～14：30
2 ）15：00～15：30

会場
東京都美術館　佐藤慶太郎記念アートラウンジ

出演
木管五重奏
ファゴット：柿沼麻美　他

入場者数（人）
1 ）164
2 ）125",,"東京都美術館 - 佐藤慶太郎記念アートラウンジ",,東京都|東京文化会館|アーツカウンシル東京,,,,,,2016,2016,,単日/複数日,20161016,,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""14:30:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",1,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""289"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",5,,クラシック音楽（オペラ等を含む）,無し,,,,,,有り,バリアフリー対応施設,,なし,なし,,,,,,1,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　　10月16日｛日｝

時間
1 ）14：00～14：30
2 ）15：00～15：30

会場
東京都美術館　佐藤慶太郎記念アートラウンジ

出演
木管五重奏
ファゴット：柿沼麻美　他

入場者数（人）
1 ）164
2 ）125",,,,,
,,,,,,,,,,,,,,,,1,http://www.t-bunka.jp/old/sponsership/spo_161016_1.html,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　　10月16日㈰

時間
1 ）13：00～13：30
2 ）15：00～15：30

会場
国立国会図書館　国際子ども図書館
レンガ棟　3 階ホール

出演
弦楽四重奏
ヴァイオリン：小川響子　他

入場者数（人）
1 ）203
2 ）183",,"国立国会図書館 ‐ 国際子ども図書館 レンガ棟 3 階ホール",,東京都|東京文化会館|アーツカウンシル東京,,,,,,2016,2016,,単日/複数日,20161016,,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""13:40:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""15:40:00"";s:10:""time_bikou"";s:0:"""";}}}",1,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""386"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",4,,クラシック音楽（オペラ等を含む）,無し,,,,,,無し,,,なし,なし,,,,,,1,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　　10月16日㈰

時間
1 ）13：00～13：30
2 ）15：00～15：30

会場
国立国会図書館　国際子ども図書館
レンガ棟　3 階ホール

出演
弦楽四重奏
ヴァイオリン：小川響子　他

入場者数（人）
1 ）203
2 ）183",,,,,
,,,,,,,,,,,,,,,,1,http://www.t-bunka.jp/old/sponsership/spo_161022_1.html,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　　10月22日㈯

時間
1 ）13：00～13：30
2 ）15：00～15：30

会場　　恩賜上野動物園西園 動物園ステージ

出演　木管五重奏　フルート：押部朋子　他

入場者数（人）
1 ）324
2 ）264",,"東京都恩賜上野動物園 - 西園 動物園ステージ",,東京都|東京文化会館|アーツカウンシル東京,,,,,,2016,2016,,単日/複数日,20161022,,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""13:30:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",1,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""588"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",5,,クラシック音楽（オペラ等を含む）,無し,,,,,,無し,,,なし,なし,,,,,,1,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　　10月22日㈯

時間
1 ）13：00～13：30
2 ）15：00～15：30

会場　　恩賜上野動物園西園 動物園ステージ

出演　木管五重奏　フルート：押部朋子　他

入場者数（人）
1 ）324
2 ）264",,,,,
,,,,,,,,,,,,,,,,1,http://www.t-bunka.jp/old/sponsership/spo_161023_1.html,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　10月23日㈰

時間
1 ）13：00～13：30
2 ）15：30～16：00

会場
旧岩崎邸庭園　洋館内

出演
声楽アンサンブル
バリトン：清水勇磨　他

入場者数（人）
1 ）96
2 ）98",,"旧岩崎邸庭園 ‐ 洋館内",,東京都|東京文化会館|アーツカウンシル東京,公益財団法人東京都公園協会,,,,,2016,2016,,単日/複数日,20161023,,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""13:30:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""15:30:00"";s:7:""time_to"";s:8:""16:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""194"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",3,,クラシック音楽（オペラ等を含む）,無し,,,,,,無し,,,なし,なし,,,,,,1,"まちなかコンサート
都内の文化施設等と連携して芸術や音楽に親しみがもてる環境作りを目指す、地域に根ざしたコンサートシリーズ。

開催月日　10月23日㈰

時間
1 ）13：00～13：30
2 ）15：30～16：00

会場
旧岩崎邸庭園　洋館内

出演
声楽アンサンブル
バリトン：清水勇磨　他

入場者数（人）
1 ）96
2 ）98",,,,,
