"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Google API Key","Enqueue Google Maps API Script","Enqueue ACF Google Maps Script","Force Shortcodes Processing","Multilingual VC Snippet IDs","Multilingual ACF Field Picker IDs",会場の所属する自治体,会場の存在する自治体名,人数,"Tokyo FESTIVALの分類",WEBサイトのアドレス,概要,対象,会場(投稿),会場,主催,共催,協賛,協力,後援,申請自治体,開催年度,"単日/複数日 - 期間",開催時間,開催日数（展覧会・公演）,公演回数／実施回数（講演、ワークショップ等）,人数/参加者数,料金,出演者数／出展アーティスト数／登壇者数等,出演者数／出展アーティスト数／登壇者数等（外国人）,ジャンル,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,多言語対応（例）音声ガイドの多言語化,多言語対応（例）キャプション・字幕の多言語化,多言語対応（例）その他の多言語化,多言語対応（例）その他の多言語化（内容）,バリアフリー対応の有無,バリアフリー対応策（例）,バリアフリー対応策（例）その他,組織委員会の認証の有無,画像等データの有無,画像,動画URL,関連プログラム名,事業マスター,カテゴリ,"Tokyo FESTIVALの分類",概要,WEBサイトURL,会場の所属する自治体,会場の存在する自治体名,決算額_year,決算額_price,期間_date,期間_date_to,単日/複数日_date,国_country,国_num
,,,,,,,,,,,,,,,,1,http://topmuseum.jp/contents/exhibition/index-2568.html,"[展覧会名・事業名] 総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13
[テーマ] 作家とゲストによる対談
[開催日] 平成28年11月26日（土）
[講師・出演等] 元田敬三×石川竜一（写真家）
[参加人数] 64
",,"東京都写真美術館 - 2F ロビー",,東京都写真美術館|東京新聞,,凸版印刷株式会社|東京都写真美術館支援会員,株式会社カシマ|金丸真株式会社|キヤノンマーケティングジャパン株式会社|有限会社東京カラー工芸社|株式会社西村カメラ,,,2016,2016,,単日/複数日,20161126,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:2:""64"";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:82:""<p>※当日10時より１階総合受付にて整理券を配布します。</p>
"";}",2,,講演会・シンポジウム,有り,英語|中国語繁体字|韓国語,,,,,有り,バリアフリー対応施設,,,なし,,,総合開館20周年記念事業　東京・TOKYO　日本の新進作家vol.13,,,1,"[展覧会名・事業名] 総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13
[テーマ] 作家とゲストによる対談
[開催日] 平成28年11月26日（土）
[講師・出演等] 元田敬三×石川竜一（写真家）
[参加人数] 64
",,,,,,,
,,,,,,,,,,,,,,,,1,http://topmuseum.jp/contents/exhibition/index-2610.html,"[展覧会名・事業名] 写真新世紀東京展2016
[テーマ]
映像レクチャー テーマ：「映像表現の可能性、さわ ひらきの仕事」
[開催日] 平成28年11月13日（日）
[講師・出演等] 講師：さわ ひらき
[参加人数] 30",,"東京都写真美術館 - 1F スタジオ",,キヤノン株式会社,東京都写真美術館,,,,,2016,2016,,単日/複数日,20161113,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:30:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:2:""30"";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:26:""<p>参加費：無料</p>
"";}",1,,展覧会（美術、歴史、写真、建築、文芸等）|講演会・シンポジウム,有り,英語|中国語繁体字|韓国語,,,,,有り,バリアフリー対応施設,,,なし,,,,,,1,"[展覧会名・事業名] 写真新世紀東京展2016
[テーマ]
映像レクチャー テーマ：「映像表現の可能性、さわ ひらきの仕事」
[開催日] 平成28年11月13日（日）
[講師・出演等] 講師：さわ ひらき
[参加人数] 30",,,,,,,
,,,,,,,,,,,,,,,,1,http://topmuseum.jp/contents/exhibition/index-2610.html,"[展覧会名・事業名] 写真新世紀東京展2016
[テーマ]
写真レクチャー テーマ：「ヨーロッパ写真の現在、フォトグラファーズギャラリーのビジョン」
[開催日] 平成28年11月13日（日）
[講師・出演等] 講師：アンナ・ダネマン
[参加人数] 50",,"東京都写真美術館 - 1F スタジオ",,キヤノン株式会社,東京都写真美術館,,,,,2016,2016,,単日/複数日,20161113,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:30:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:2:""50"";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:26:""<p>参加費：無料</p>
"";}",1,1,展覧会（美術、歴史、写真、建築、文芸等）|講演会・シンポジウム,有り,英語|中国語繁体字|韓国語,,,,,有り,バリアフリー対応施設,,,なし,,,,,,1,"[展覧会名・事業名] 写真新世紀東京展2016
[テーマ]
写真レクチャー テーマ：「ヨーロッパ写真の現在、フォトグラファーズギャラリーのビジョン」
[開催日] 平成28年11月13日（日）
[講師・出演等] 講師：アンナ・ダネマン
[参加人数] 50",,,,,,イギリス,1
,,,,,,,,,,,,,,,,1,http://topmuseum.jp/contents/exhibition/index-2610.html,"[展覧会名・事業名] 写真新世紀東京展2016
[テーマ] ポートフォリオレビュー
[開催日] 平成28年11月12日（土）
[[講師・出演等]
レビュアー 写真新世紀2016審査員：アンナ・ダネマン、オサム・ジェームス・中川、澤田 知子、清水 穣 、石田 哲朗（担当学芸員）、三井 圭司（担当学芸員）
[参加人数] 30",,"東京都写真美術館 - 1F スタジオ",,キヤノン株式会社,東京都写真美術館,,,,,2016,2016,,単日/複数日,20161112,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:0:"""";}}}",１,１,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:2:""30"";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:26:""<p>参加費：無料</p>
"";}",6,2,展覧会（美術、歴史、写真、建築、文芸等）|講演会・シンポジウム,有り,英語|中国語繁体字|韓国語,,,,,有り,バリアフリー対応施設,,,なし,,,,,,1,"[展覧会名・事業名] 写真新世紀東京展2016
[テーマ] ポートフォリオレビュー
[開催日] 平成28年11月12日（土）
[[講師・出演等]
レビュアー 写真新世紀2016審査員：アンナ・ダネマン、オサム・ジェームス・中川、澤田 知子、清水 穣 、石田 哲朗（担当学芸員）、三井 圭司（担当学芸員）
[参加人数] 30",,,,,,"イギリス,アメリカ","1,1"
,,,,,,,,,,,,,,,,1,http://topmuseum.jp/contents/exhibition/index-2610.html,"[展覧会名・事業名] 写真新世紀東京展2016
[テーマ] グランプリ選出公開審査会、表彰式
[開催日] 平成28年11月11日（金）
[講師・出演等]
審査員：アンナ・ダネマン（英フォトグラファーズギャラリーキュレーター）、エリン・オトゥール（サンフランシスコMOMAキュレータ）、オサム・ジェームス・中川（写真家）、さわ ひらき（美術家）、澤田 知子（アーティスト）、柴田 敏雄（写真家）、清水 穣（写真評論家）
[参加人数] 123",,"東京都写真美術館 - 1F ホール",,キヤノン株式会社,東京都写真美術館,,,,,2016,2016,,単日/複数日,20161111,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:3:""123"";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:41:""<p>無料（要事前申し込み）</p>
"";}",7,3,展覧会（美術、歴史、写真、建築、文芸等）|講演会・シンポジウム,有り,英語|中国語繁体字|韓国語,,,,,有り,バリアフリー対応施設,,,なし,,,,,,1,"[展覧会名・事業名] 写真新世紀東京展2016
[テーマ] グランプリ選出公開審査会、表彰式
[開催日] 平成28年11月11日（金）
[講師・出演等]
審査員：アンナ・ダネマン（英フォトグラファーズギャラリーキュレーター）、エリン・オトゥール（サンフランシスコMOMAキュレータ）、オサム・ジェームス・中川（写真家）、さわ ひらき（美術家）、澤田 知子（アーティスト）、柴田 敏雄（写真家）、清水 穣（写真評論家）
[参加人数] 123",,,,,,"イギリス,アメリカ","1,2"
,,,,,,,,,,,,,,,,1,http://topmuseum.jp/contents/exhibition/index-2576.html,"[展覧会名・事業名] 夜明けまえ 知られざる日本写真開拓史総集編
[テーマ] 初期写真　国際シンポジウム「幕末
[開催日] 平成29年3月26日（日）
[講師・出演等]
登壇者：高橋則英（日本大学藝術学部教授）、[フランス]クリスチャン・ポラック（明治大学政治経済学部客員教授）、[イギリス]セバスティアン・ドブソン（初期写真研究家）、[イギリス]ルーク・ガートラン（セント・アンドリューズ大学准教授）、[台湾]范如菀（国立台南大学動画媒体設計研究所助理教授）、[スイス]フィリップ・ダレス（チューリッヒ大学研究員）
[参加人数] 190",,"東京都写真美術館 - 1F ホール",,東京都写真美術館,,,日本大学藝術学部,,,2016,2016,,単日/複数日,20170326,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:3:""190"";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:93:""<p>無料（当日10:00より1階ホール受付にて入場整理券を配布します)</p>
"";}",6,5,展覧会（美術、歴史、写真、建築、文芸等）|講演会・シンポジウム,有り,英語|中国語繁体字|韓国語,,,,,有り,バリアフリー対応施設,,なし,なし,,,,,,1,"[展覧会名・事業名] 夜明けまえ 知られざる日本写真開拓史総集編
[テーマ] 初期写真　国際シンポジウム「幕末
[開催日] 平成29年3月26日（日）
[講師・出演等]
登壇者：高橋則英（日本大学藝術学部教授）、[フランス]クリスチャン・ポラック（明治大学政治経済学部客員教授）、[イギリス]セバスティアン・ドブソン（初期写真研究家）、[イギリス]ルーク・ガートラン（セント・アンドリューズ大学准教授）、[台湾]范如菀（国立台南大学動画媒体設計研究所助理教授）、[スイス]フィリップ・ダレス（チューリッヒ大学研究員）
[参加人数] 190",,,,,,"フランス,イギリス,台湾,スイス","1,2,1,1"
,,,,,,,,,,,,,,,,1,http://topmuseum.jp/contents/exhibition/index-2574.html,"[展覧会名・事業名] 山崎博　計画と偶然
[テーマ] 対談「山崎博をめぐって」
[開催日] 平成29年3月25日（土）
[講師・出演等] 北野謙（写真家）× 石田哲朗（担当学芸員）
[参加人数] 30",,"東京都写真美術館 - 1F スタジオ",,東京都|東京都写真美術館|読売新聞社|美術館連絡協議会,,ライオン株式会社|大日本印刷株式会社|損保ジャパン日本興亜|日本テレビ放送網株式会社,,,,2016,2016,,単日/複数日,20170325,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:2:""30"";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:86:""<p>※当日午前10時より1階総合受付にて整理券を配布します。</p>
"";}",2,,展覧会（美術、歴史、写真、建築、文芸等）|講演会・シンポジウム,有り,英語|中国語繁体字|韓国語,,,,,有り,バリアフリー対応施設,,なし,なし,,,,,,1,"[展覧会名・事業名] 山崎博　計画と偶然
[テーマ] 対談「山崎博をめぐって」
[開催日] 平成29年3月25日（土）
[講師・出演等] 北野謙（写真家）× 石田哲朗（担当学芸員）
[参加人数] 30",,,,,,,
,,,,,,,,,,,,,,,,1,http://topmuseum.jp/contents/exhibition/index-2572.html,"[展覧会名・事業名]
総合開館20周年記念事業／収蔵映像展 アピチャッポン・ウィーラセタクン亡霊たち
[テーマ] 映画『アピチャッポン本人が選ぶ短編集』上映
[開催日]
平成28年12月13日（火）～平成29年1月5日（木）
※12月19日（月）、12月26日（月）、12月29日（ 木）～2017年1月1日（日･祝）は休館日
[講師・出演等] 主催：東京都、東京都写真美術館、産経新聞社
[参加人数] 822",,"東京都写真美術館 - 1F ホール",,東京都写真美術館|東京都|産経新聞社,,"株式会社資生堂|Angie Naoko",,タイ王国大使館,,2016,2016,,期間,20161015,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:98:""ただし、2017年1月2日(月･振休)、1月3日(火)は13:00からの上映となります。"";}}}",18,18,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:3:""822"";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:355:""<p>当日券（1プログラムにつき）一般1,500円／学生1,200円／中高生1,000円／65歳以上1,000円／障がい者手帳をお持ちの方とその介護者1,000円／<br />
リピーター割1,000円（本プログラム当日券または「アピチャッポン・ウィーラセタクン 亡霊たち」展のチケット提示）</p>
"";}",,,展覧会（美術、歴史、写真、建築、文芸等）|映画,有り,英語|中国語繁体字|韓国語,,英語|その他,,タイ語,有り,バリアフリー対応施設,,なし,なし,,,,,,1,"[展覧会名・事業名]
総合開館20周年記念事業／収蔵映像展 アピチャッポン・ウィーラセタクン亡霊たち
[テーマ] 映画『アピチャッポン本人が選ぶ短編集』上映
[開催日]
平成28年12月13日（火）～平成29年1月5日（木）
※12月19日（月）、12月26日（月）、12月29日（ 木）～2017年1月1日（日･祝）は休館日
[講師・出演等] 主催：東京都、東京都写真美術館、産経新聞社
[参加人数] 822",,,,20161213,20170105,,
,,,,,,,,,,,,,,,,1,http://topmuseum.jp/contents/exhibition/index-2568.html,"期間：平成28年11月22日（火）～ 平成29年1月29日（日）　57日間
会場：2階展示室
主催：公益財団法人東京都歴史文化財団 東京都写真美術館／東京新聞
助成：芸術文化振興基金
協賛：凸版印刷株式会社　東京都写真美術館支援会員
協力：株式会社カシマ　金丸真株式会社　キヤノンマーケティングジャパ
ン株式会社　有限会社東京カラー工芸社　株式会社西村カメラ

本展は人口が1000万人を超え、世界有数の都市として知られている「東京」をテーマとし、6人の新進作家を取り上げた。東京のイメージは、メディアによって画一化されている側面も否めないが、19世紀に写真技術が輸入されてから、多くの写真師､写真家によって記録、表現されてきた。実際には人々が生活し、変化し続ける多様な場でもある東京を、現代の写真家たちはいかに描くのか。本展は6人の新進作家による「今」の東京を提示した。

出品作家：小島康敬　佐藤信太郎　田代一倫　中藤毅彦　野村恵子
元田敬三

出品点数：203点
入場者数：21,142人
企画：藤村里美

展覧会図録
『東京・TOKYO　日本の新進作家vol.13』
Tokyo･Tokyo and TOKYO:
Contemporary Japanese Photography vol.13
執筆者：藤村里美、小島康敬、佐藤信太郎、田代一倫、中藤毅彦、
野村恵子、元田敬三
編集：東京都写真美術館、中島佑介、中村水絵（HeHe）
発行：Case Publishing",,"東京都写真美術館 - 2F 展示室",,東京都写真美術館|公益財団法人東京都歴史文化財団|東京新聞,,凸版印刷株式会社|東京都写真美術館支援会員,株式会社カシマ|金丸真株式会社|キヤノンマーケティングジャパン株式会社|有限会社東京カラー工芸社|株式会社西村カメラ,,,2016,2016,,期間,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",57,57,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""21142"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:375:""<p>一般 700（560）円／学生 600（480）円／中高生・65歳以上 500（400）円<br />
※ （　）は20名以上団体、当館の映画鑑賞券ご提示者、各種カード会員割引（ご利用案内をご参照ください）／ 小学生以下および障害者手帳をお持ちの方とその介護者は無料／第3水曜日は65歳以上無料</p>
"";}",,,展覧会（美術、歴史、写真、建築、文芸等）,有り,英語|中国語簡体字|韓国語,,,,,有り,バリアフリー対応施設,,なし,あり・チラシ画像,,,"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（元田敬三×石川竜一）|総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13　ギャラリートーク|総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（中藤毅彦×田原桂一）|総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（佐藤信太郎×大西みつぐ）|総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（小島康敬×小林美香）|総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（田代一倫×倉石信乃）|総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（野村恵子×石川直樹）",,,1,"期間：平成28年11月22日（火）～ 平成29年1月29日（日）　57日間
会場：2階展示室
主催：公益財団法人東京都歴史文化財団 東京都写真美術館／東京新聞
助成：芸術文化振興基金
協賛：凸版印刷株式会社　東京都写真美術館支援会員
協力：株式会社カシマ　金丸真株式会社　キヤノンマーケティングジャパ
ン株式会社　有限会社東京カラー工芸社　株式会社西村カメラ

本展は人口が1000万人を超え、世界有数の都市として知られている「東京」をテーマとし、6人の新進作家を取り上げた。東京のイメージは、メディアによって画一化されている側面も否めないが、19世紀に写真技術が輸入されてから、多くの写真師､写真家によって記録、表現されてきた。実際には人々が生活し、変化し続ける多様な場でもある東京を、現代の写真家たちはいかに描くのか。本展は6人の新進作家による「今」の東京を提示した。

出品作家：小島康敬　佐藤信太郎　田代一倫　中藤毅彦　野村恵子
元田敬三

出品点数：203点
入場者数：21,142人
企画：藤村里美

展覧会図録
『東京・TOKYO　日本の新進作家vol.13』
Tokyo･Tokyo and TOKYO:
Contemporary Japanese Photography vol.13
執筆者：藤村里美、小島康敬、佐藤信太郎、田代一倫、中藤毅彦、
野村恵子、元田敬三
編集：東京都写真美術館、中島佑介、中村水絵（HeHe）
発行：Case Publishing",,,,20161122,20170129,,
,,,,,,,,,,,,,,,,1,http://www.mot-art-museum.jp/edu/katsudou/2017/02/go-west.html,"休館中のアウトリーチ・プログラムとして「GO WEST 西へ!!“多摩地区限定”アーティストの一日学校訪問」も実施した。

講師：内海聖史

実施日：11月8日（火）
訪問先：東京都立久留米特別支援学校
学年：中学部2年生
参加者数：4人

実施日：12月13日（火）
訪問先：調布市立第一小学校
学年：5年生
参加者数：95人

実施日：12月13日（火）
訪問先：調布市立第一小学校
学年：特別支援学級
参加者数：6人

実施日：1月12日（木）
訪問先：桐朋学園小学校
学年：6年生
参加者数：71人

実施日：1月27日（金）
訪問先：東星学園小学校
学年：3年生
参加者数：30人

実施日：2月9日（木）
訪問先：八王子市立第五小学校
学年：5年生
参加者数：84人",子供向け,東京都立久留米特別支援学校|調布市立第一小学校|桐朋学園小学校|東星学園小学校|八王子市立第五小学校,,東京都現代美術館,,,,,,2016,2016,,単日/複数日,"20161108,20161213,20170112,20170127,20170209","a:1:{s:4:""time"";a:5:{i:0;a:3:{s:9:""time_from"";s:8:""09:50:00"";s:7:""time_to"";s:8:""11:40:00"";s:10:""time_bikou"";s:4:""11/8"";}i:1;a:3:{s:9:""time_from"";s:8:""08:40:00"";s:7:""time_to"";s:8:""14:20:00"";s:10:""time_bikou"";s:5:""12/13"";}i:2;a:3:{s:9:""time_from"";s:8:""09:40:00"";s:7:""time_to"";s:8:""12:10:00"";s:10:""time_bikou"";s:4:""1/12"";}i:3;a:3:{s:9:""time_from"";s:8:""10:35:00"";s:7:""time_to"";s:8:""14:30:00"";s:10:""time_bikou"";s:4:""1/27"";}i:4;a:3:{s:9:""time_from"";s:8:""10:40:00"";s:7:""time_to"";s:8:""15:05:00"";s:10:""time_bikou"";s:3:""2/9"";}}}",6,6,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""290"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",1,,芸術文化の体験型イベント（外国人向け・子供向け含む）|芸術文化の力を活用して、教育、福祉や医療、地域振興等の領域における課題を解決する事業,無し,,,,,,無し,,,なし,なし,,,,,,1,"休館中のアウトリーチ・プログラムとして「GO WEST 西へ!!“多摩地区限定”アーティストの一日学校訪問」も実施した。

講師：内海聖史

実施日：11月8日（火）
訪問先：東京都立久留米特別支援学校
学年：中学部2年生
参加者数：4人

実施日：12月13日（火）
訪問先：調布市立第一小学校
学年：5年生
参加者数：95人

実施日：12月13日（火）
訪問先：調布市立第一小学校
学年：特別支援学級
参加者数：6人

実施日：1月12日（木）
訪問先：桐朋学園小学校
学年：6年生
参加者数：71人

実施日：1月27日（金）
訪問先：東星学園小学校
学年：3年生
参加者数：30人

実施日：2月9日（木）
訪問先：八王子市立第五小学校
学年：5年生
参加者数：84人",,,,,,,
,,,,,,,,,,,,,,,,1,http://topmuseum.jp/contents/exhibition/index-2572.html,"期間：平成28年12月13日（火）～ 平成29年1月29日（日）39日間
会場：地下1階展示室
主催：東京都 東京都写真美術館／産経新聞社
助成：公益信託タカシマヤ文化基金
協賛：株式会社資生堂／Angie Naoko
後援：タイ王国大使館

総合開館20周年記念／収蔵映像展として開催。アピチャッポン・ウィーラセタクンは、国際的に活躍する、タイ出身の映像作家・映画監督であり、タイの東北地方を舞台に、伝説や民話、個人的な森の記憶や夢などの題材から、静謐かつ叙情的な映像作品を制作し続けてきた。アピチャッポンは、写真やフィルム、ヴィデオ、インスタレーション、長編映画など多岐にわたる方法で、淡々とした日常のなかから人間の深淵を浮かび上がらせていく一方で、タイの現代社会に関わる移民や格差、政治などの社会問題にも密接に関わった作品を発表してきた。本展覧会では、アピチャッポン作品の重要な要素でもある、目に見えない亡霊＝Ghostをキーワードに、社会的、政治的側面にも焦点をあてながら、東京都写真美術館所蔵の映像コレクションの初期作品から日本初公開となる最新作にいたるまで、幅広い時代の作品を展示した。また1階ホールでは、期間限定［平成28年12月13日（火）~平成29年1月5日（木）］で「アピチャッポン本人が選ぶ短編集」として、短編25作品4プログラムの上映会を開催し、これまで発表される機会の少ない短編作品を紹介し、展覧会と相互に補完しあう貴重な機会となった。

出品点数：20点（他、資料等多数）
入場者数：14,192人
企画：田坂博子

展覧会図録
『アピチャッポン・ウィーラセタクン　亡霊たち』
Apichatpong Weerasethakul Ghosts in the Darkness
執筆者： アピチャッポン・ウィーラセタクン、四方田犬彦、佐々木敦、
コーン・リッディ、リクリット・ティラヴァーニャ、田坂博子
編集：東京都写真美術館
発行：河出書房新社",,"東京都写真美術館 - B1F 展示室",,東京都写真美術館|東京都|産経新聞社,,"株式会社資生堂|Angie Naoko",,タイ王国大使館,,2016,2016,,期間,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",39,39,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""14192"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:375:""<p>一般 600（480）円／学生 500（400）円／中高生・65歳以上 400（320）円<br />
※ （　）は20名以上団体、当館の映画鑑賞券ご提示者、各種カード会員割引（ご利用案内をご参照ください）／ 小学生以下および障害者手帳をお持ちの方とその介護者は無料／第3水曜日は65歳以上無料</p>
"";}",1,1,展覧会（美術、歴史、写真、建築、文芸等）,有り,英語|中国語簡体字|韓国語,,,,,有り,バリアフリー対応施設,,なし,あり・チラシ画像,,,"総合開館20周年記念事業 ／収蔵映像展  アピチャッポン・ウィーラセタクン 亡霊たち シンポジウム「映像の不可視性をめぐって」|総合開館20周年記念事業／収蔵映像展 アピチャッポン・ウィーラセタクン 亡霊たち 映画『アピチャッポン本人が選ぶ短編集』上映|総合開館20周年記念事業／収蔵映像展 アピチャッポン・ウィ―ラセタクン 亡霊たち　ギャラリートーク",,,1,"期間：平成28年12月13日（火）～ 平成29年1月29日（日）39日間
会場：地下1階展示室
主催：東京都 東京都写真美術館／産経新聞社
助成：公益信託タカシマヤ文化基金
協賛：株式会社資生堂／Angie Naoko
後援：タイ王国大使館

総合開館20周年記念／収蔵映像展として開催。アピチャッポン・ウィーラセタクンは、国際的に活躍する、タイ出身の映像作家・映画監督であり、タイの東北地方を舞台に、伝説や民話、個人的な森の記憶や夢などの題材から、静謐かつ叙情的な映像作品を制作し続けてきた。アピチャッポンは、写真やフィルム、ヴィデオ、インスタレーション、長編映画など多岐にわたる方法で、淡々とした日常のなかから人間の深淵を浮かび上がらせていく一方で、タイの現代社会に関わる移民や格差、政治などの社会問題にも密接に関わった作品を発表してきた。本展覧会では、アピチャッポン作品の重要な要素でもある、目に見えない亡霊＝Ghostをキーワードに、社会的、政治的側面にも焦点をあてながら、東京都写真美術館所蔵の映像コレクションの初期作品から日本初公開となる最新作にいたるまで、幅広い時代の作品を展示した。また1階ホールでは、期間限定［平成28年12月13日（火）~平成29年1月5日（木）］で「アピチャッポン本人が選ぶ短編集」として、短編25作品4プログラムの上映会を開催し、これまで発表される機会の少ない短編作品を紹介し、展覧会と相互に補完しあう貴重な機会となった。

出品点数：20点（他、資料等多数）
入場者数：14,192人
企画：田坂博子

展覧会図録
『アピチャッポン・ウィーラセタクン　亡霊たち』
Apichatpong Weerasethakul Ghosts in the Darkness
執筆者： アピチャッポン・ウィーラセタクン、四方田犬彦、佐々木敦、
コーン・リッディ、リクリット・ティラヴァーニャ、田坂博子
編集：東京都写真美術館
発行：河出書房新社",,,,20161213,20170129,タイ,1
