"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Google API Key","Enqueue Google Maps API Script","Enqueue ACF Google Maps Script","Force Shortcodes Processing","Multilingual VC Snippet IDs","Multilingual ACF Field Picker IDs","Tokyo FESTIVALの分類","Tokyo FESTIVALの分類",WEBサイトのアドレス,WEBサイトURL,概要,概要,会場(投稿),会場の存在する自治体名,会場の所属する自治体,申請自治体,会場,主催,共催,協賛,協力,後援,開催年度,"単日/複数日 - 期間",開催時間,対象,開催日数（展覧会・公演）,公演回数／実施回数（講演、ワークショップ等）,人数/参加者数,人数,料金,出演者数／出展アーティスト数／登壇者数等,出演者数／出展アーティスト数／登壇者数等（外国人）,ジャンル,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,多言語対応（例）音声ガイドの多言語化,多言語対応（例）キャプション・字幕の多言語化,多言語対応（例）その他の多言語化,多言語対応（例）その他の多言語化（内容）,バリアフリー対応の有無,バリアフリー対応策（例）,バリアフリー対応策（例）その他,組織委員会の認証の有無,画像等データの有無,画像,動画URL,関連プログラム名,事業マスター,カテゴリ,会場の所属する自治体,会場の存在する自治体名,決算額_year,決算額_price,期間_date,期間_date_to,単日/複数日_date,国_country,国_num
,,,,,,,,,,,,,1,1,https://www.artscouncil-tokyo.jp/ja/events/19142/,,"江戸っ子の気質―短気、意地っ張りで喧嘩っ早く、涙もろく正義感あふれ義理堅い―や江戸下町の生活風俗を色濃く感じることができる古典落語「文七元結」を、380年の歴史ある「江戸糸あやつり人形」（東京都無形文化財／国記録選択無形民俗文化財）で上演します。
ロビーでは、芝居に出てくる「文七元結」の現物や、江戸糸あやつり人形の史料・人形の展示を行い、終演後には、人形に実際に触れていただける体験も実施します。
年末の風物詩「文七元結」を、物語ゆかりの土地・両国で年末に観る、江戸の風俗・文化を感じていただける体験・鑑賞プログラムです。","江戸っ子の気質―短気、意地っ張りで喧嘩っ早く、涙もろく正義感あふれ義理堅い―や江戸下町の生活風俗を色濃く感じることができる古典落語「文七元結」を、380年の歴史ある「江戸糸あやつり人形」（東京都無形文化財／国記録選択無形民俗文化財）で上演します。
ロビーでは、芝居に出てくる「文七元結」の現物や、江戸糸あやつり人形の史料・人形の展示を行い、終演後には、人形に実際に触れていただける体験も実施します。
年末の風物詩「文七元結」を、物語ゆかりの土地・両国で年末に観る、江戸の風俗・文化を感じていただける体験・鑑賞プログラムです。",KFCホール（国際ファッションセンター　両国）,,,,,アーツカウンシル東京,,,東京都,,2017,,,単日/複数日,20171220,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",外国人向け,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""322"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:73:""<p>料金（円）全席指定</p>
<p>一般2,800</p>
<p>学生1,200</p>
"";}",1,,演芸（落語・漫才等）|芸術文化の体験型イベント（外国人向け・子供向け含む）,有り,英語,,,,,無し,,,なし,あり・チラシ画像|あり・その他画像,,,,,,,,,,,
,,,,,,,,,,,,,1,1,https://www.artscouncil-tokyo.jp/ja/events/19128/,,"外国人の方々に、能楽を通して、神々の存在が日常に根ざした日本文化の源に触れていただける公演です。ただの演劇とも儀式とも異なる、能楽特有の文化が内包されている「翁」の演目を本来の式楽形式に基づいて上演するとともに、日本の神々が題材である「絵馬 女体」の演目をご覧いただきます。また、普段客席からは見ることのできない祭壇での神事の体験や、終演後のバックステージツアーなども実施します。","外国人の方々に、能楽を通して、神々の存在が日常に根ざした日本文化の源に触れていただける公演です。ただの演劇とも儀式とも異なる、能楽特有の文化が内包されている「翁」の演目を本来の式楽形式に基づいて上演するとともに、日本の神々が題材である「絵馬 女体」の演目をご覧いただきます。また、普段客席からは見ることのできない祭壇での神事の体験や、終演後のバックステージツアーなども実施します。",十四世喜多六平太記念能楽堂（喜多能楽堂）,,,,,アーツカウンシル東京,,,東京都,,2017,,,単日/複数日,20180127,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",外国人向け,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""298"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:73:""<p>料金（円）全席指定</p>
<p>一般3,000</p>
<p>学生1,500</p>
"";}",2,,伝統芸能（歌舞伎・能等）|芸術文化の体験型イベント（外国人向け・子供向け含む）,有り,英語,,,,,無し,,,なし,あり・チラシ画像|あり・その他画像,,,,,,,,,,,
,,,,,,,,,,,,,1,1,https://www.artscouncil-tokyo.jp/ja/events/15046/,,"開催日：10/29

プログラム名：<span style=""font-size: 1rem;"">キッズプログラム vol.4「自然素材でか わいいクッキーを作 ろう!」</span>

内容：<span style=""font-size: 1rem;"">クッキーを親子で手作りし、自然 素材の飾りや色で絵を描く。自由 な発想で色と形を楽しむととも に、自然素材への親しみを深める ことを目標に取り組んだ。講師か ら素材についてのレクチャーもあ り、親子で楽しみながら学ぶ内容 となった。</span>

会場：<span style=""font-size: 1rem;"">コミュニティスペー ス「kichi」</span>

講師：<span style=""font-size: 1rem;"">石井織絵(パティ シエ)</span>

料金：<span style=""font-size: 1rem;"">1,200</span>

参加者：17
<div class=""page"" title=""Page 129""></div>","開催日：10/29

プログラム名：<span style=""font-size: 1rem;"">キッズプログラム vol.4「自然素材でか わいいクッキーを作 ろう!」</span>

内容：<span style=""font-size: 1rem;"">クッキーを親子で手作りし、自然 素材の飾りや色で絵を描く。自由 な発想で色と形を楽しむととも に、自然素材への親しみを深める ことを目標に取り組んだ。講師か ら素材についてのレクチャーもあ り、親子で楽しみながら学ぶ内容 となった。</span>

会場：<span style=""font-size: 1rem;"">コミュニティスペー ス「kichi」</span>

講師：<span style=""font-size: 1rem;"">石井織絵(パティ シエ)</span>

料金：<span style=""font-size: 1rem;"">1,200</span>

参加者：17
<div class=""page"" title=""Page 129""></div>","コミュニティスペース kichi",,,,,"東京都|アーツカウンシル東京|NPO 法人 kichi",,,,,2016,2016,,単日/複数日,20161029,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:30:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:18:""（13：15 開場)"";}}}",子供向け,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""17"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:190:""<p>1,200円（1組につき）<br />
※事前申込制、申込先着6組まで<br />
※お子様2人以上参加の場合、1人につき材料費500円追加で参加できます。</p>
"";}",1,,芸術文化の体験型イベント（外国人向け・子供向け含む）,無し,,,,,,無し,,,なし,なし,,,,,,,,,,,
,,,,,,,,,,,,,1,1,,,"[会場]東京芸術劇場コンサートホール（定員1,999人）
[日時]平成29年11月18日（土）午後3時開演
[主催]
音楽大学オーケストラ・フェスティバル実行委員会
公益財団法人東京都歴史文化財団 東京芸術劇場
川崎市文化財団グループ ミューザ川崎シンフォニーホール
[内容]
指揮：ラースロー・ティハニ管弦楽：東京藝術大学
ストラヴィンスキー／バレエ音楽『ペトルーシュカ』(1947年版）
指揮：中田延亮管弦楽：桐朋学園大学
プロコフィエフ／バレエ音楽『ロミオとジュリエット』より抜粋","[会場]東京芸術劇場コンサートホール（定員1,999人）
[日時]平成29年11月18日（土）午後3時開演
[主催]
音楽大学オーケストラ・フェスティバル実行委員会
公益財団法人東京都歴史文化財団 東京芸術劇場
川崎市文化財団グループ ミューザ川崎シンフォニーホール
[内容]
指揮：ラースロー・ティハニ管弦楽：東京藝術大学
ストラヴィンスキー／バレエ音楽『ペトルーシュカ』(1947年版）
指揮：中田延亮管弦楽：桐朋学園大学
プロコフィエフ／バレエ音楽『ロミオとジュリエット』より抜粋","東京芸術劇場 - コンサートホール",,,,,音楽大学オーケストラ・フェスティバル実行委員会|ミューザ川崎シンフォニーホール|川崎市文化財団グループ|公益財団法人東京都歴史文化財団|東京芸術劇場,,,,,2017,2017,,単日/複数日,20171118,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1580"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:41:""<p>1回券1,000円 通し券3,000円</p>
"";}",,,クラシック音楽（オペラ等を含む）,無し,,,,,,無し,,,,なし,,,,,,,,,,,
,,,,,,,,,,,,,1,1,https://www.artscouncil-tokyo.jp/ja/events/17008/,,"開催日：2/5

プログラム名：<span style=""font-size: 1rem;"">キッズプログラム vol.5「 ド リ ー ム キャッチャーを作ろ う!」</span>

内容：<span style=""font-size: 1rem;"">大島にある自然素材(貝、蔦、石 など)を使い制作した。自然への</span><span style=""font-size: 1rem;"">親しみ・共存の意識を深めながら、</span><span style=""font-size: 1rem;"">親子での制作を楽しむことを目標に開催した。</span>

会場：<span style=""font-size: 1rem;"">コミュニティスペー ス「kichi」</span>

講師：<span style=""font-size: 1rem;"">浅葉和子</span>

料金：<span style=""font-size: 1rem;"">1,500</span>

参加者：19","開催日：2/5

プログラム名：<span style=""font-size: 1rem;"">キッズプログラム vol.5「 ド リ ー ム キャッチャーを作ろ う!」</span>

内容：<span style=""font-size: 1rem;"">大島にある自然素材(貝、蔦、石 など)を使い制作した。自然への</span><span style=""font-size: 1rem;"">親しみ・共存の意識を深めながら、</span><span style=""font-size: 1rem;"">親子での制作を楽しむことを目標に開催した。</span>

会場：<span style=""font-size: 1rem;"">コミュニティスペー ス「kichi」</span>

講師：<span style=""font-size: 1rem;"">浅葉和子</span>

料金：<span style=""font-size: 1rem;"">1,500</span>

参加者：19","コミュニティスペース kichi",,,,,"東京都|アーツカウンシル東京|NPO 法人 kichi",,,,,2016,2016,,単日/複数日,20170205,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:19:""（開場14：45）"";}}}",子供向け,"1 ",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""19"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:145:""<p>1,500円（1組につき）<br />
※事前申込制、申込先着10組まで<br />
※子供2人参加の場合は材料費500円追加</p>
"";}",1,,芸術文化の体験型イベント（外国人向け・子供向け含む）,無し,,,,,,無し,,,なし,なし,,,,,,,,,,,
,,,,,,,,,,,,,1,1,,,"[会場]東京芸術劇場コンサートホール（定員1,999人）
[日時]平成29年11月19日（日）午後3時開演
[主催]
音楽大学オーケストラ・フェスティバル実行委員会
公益財団法人東京都歴史文化財団 東京芸術劇場
川崎市文化財団グループ ミューザ川崎シンフォニーホール
[内容]
指揮：時任康文 管弦楽：武蔵野音楽大学
ラフマニノフ／交響的舞曲 作品45
指揮：川瀬賢太郎 管弦楽：東京音楽大学
ベルリオーズ／幻想交響曲 作品14","[会場]東京芸術劇場コンサートホール（定員1,999人）
[日時]平成29年11月19日（日）午後3時開演
[主催]
音楽大学オーケストラ・フェスティバル実行委員会
公益財団法人東京都歴史文化財団 東京芸術劇場
川崎市文化財団グループ ミューザ川崎シンフォニーホール
[内容]
指揮：時任康文 管弦楽：武蔵野音楽大学
ラフマニノフ／交響的舞曲 作品45
指揮：川瀬賢太郎 管弦楽：東京音楽大学
ベルリオーズ／幻想交響曲 作品14","東京芸術劇場 - コンサートホール",,,,,音楽大学オーケストラ・フェスティバル実行委員会|ミューザ川崎シンフォニーホール|川崎市文化財団グループ|公益財団法人東京都歴史文化財団|東京芸術劇場,,,,,2017,2017,,単日/複数日,20171119,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1288"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:41:""<p>1回券1,000円 通し券3,000円</p>
"";}",,,クラシック音楽（オペラ等を含む）,無し,,,,,,無し,,,,なし,,,,,,,,,,,
,,,,,,,,,,,,,1,1,,,"[会場]ミューザ川崎シンフォニーホール
[日時]平成29年11月25日（土）午後3時開演
[主催]
音楽大学オーケストラ・フェスティバル実行委員会
公益財団法人東京都歴史文化財団 東京芸術劇場
川崎市文化財団グループ ミューザ川崎シンフォニーホール
[内容]
指揮：清水醍輝 管弦楽：上野学園大学
ビゼー／『アルルの女』第1·2組曲より抜粋
コダーイ／管弦楽のための協奏曲
指揮：海老原光 管弦楽：昭和音楽大学
マーラー／交饗曲第1番二長調「巨人」（花の章付き）","[会場]ミューザ川崎シンフォニーホール
[日時]平成29年11月25日（土）午後3時開演
[主催]
音楽大学オーケストラ・フェスティバル実行委員会
公益財団法人東京都歴史文化財団 東京芸術劇場
川崎市文化財団グループ ミューザ川崎シンフォニーホール
[内容]
指揮：清水醍輝 管弦楽：上野学園大学
ビゼー／『アルルの女』第1·2組曲より抜粋
コダーイ／管弦楽のための協奏曲
指揮：海老原光 管弦楽：昭和音楽大学
マーラー／交饗曲第1番二長調「巨人」（花の章付き）",ミューザ川崎シンフォニーホール,,,,,音楽大学オーケストラ・フェスティバル実行委員会|ミューザ川崎シンフォニーホール|川崎市文化財団グループ|公益財団法人東京都歴史文化財団|東京芸術劇場,,,,,2017,2017,,単日/複数日,20171125,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""936"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:41:""<p>1回券1,000円 通し券3,000円</p>
"";}",,,クラシック音楽（オペラ等を含む）,無し,,,,,,無し,,,,なし,,,,,,,,,,,
,,,,,,,,,,,,,1,1,,,"[会場]ミューザ川崎シンフォニーホール
[日時]平成29年12月2日（土）午後3時開演
[主催]
音楽大学オーケストラ・フェスティバル実行委員会
公益財団法人東京都歴史文化財団 東京芸術劇場
川崎市文化財団グループ ミューザ川崎シンフォニーホール
[内容]
指揮：梅田俊明 管弦楽：東邦音楽大学
ドヴォルザーク／交響曲第8番 卜長調 作品88
指揮：尾高忠明 管弦楽：国立音楽大学
ブラームス／交響曲第2番 二長調 作品73
指揮：秋山和慶 管弦楽：洗足学園音楽大学
マーラー／交響曲第1番 二長調「巨人」","[会場]ミューザ川崎シンフォニーホール
[日時]平成29年12月2日（土）午後3時開演
[主催]
音楽大学オーケストラ・フェスティバル実行委員会
公益財団法人東京都歴史文化財団 東京芸術劇場
川崎市文化財団グループ ミューザ川崎シンフォニーホール
[内容]
指揮：梅田俊明 管弦楽：東邦音楽大学
ドヴォルザーク／交響曲第8番 卜長調 作品88
指揮：尾高忠明 管弦楽：国立音楽大学
ブラームス／交響曲第2番 二長調 作品73
指揮：秋山和慶 管弦楽：洗足学園音楽大学
マーラー／交響曲第1番 二長調「巨人」",ミューザ川崎シンフォニーホール,,,,,音楽大学オーケストラ・フェスティバル実行委員会|ミューザ川崎シンフォニーホール|川崎市文化財団グループ|公益財団法人東京都歴史文化財団|東京芸術劇場,,,,,2017,2017,,単日/複数日,20171202,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1694"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:41:""<p>1回券1,000円 通し券3,000円</p>
"";}",,,クラシック音楽（オペラ等を含む）,無し,,,,,,無し,,,,なし,,,,,,,,,,,
,,,,,,,,,,,,,1,1,,,"[会場]東京芸術劇場コンサートホール（定員1,999人）
[日時]平成30年3月24日（土）午後3時開演
[主催]音楽大学オーケストラ・フェスティバル実行委員会
公益財団法人東京都歴史文化財団 東京芸術劇場
川崎市文化財団グループ ミューザ川崎シンフォニーホール
[助成]平成29年度文化庁劇場・音楽堂等活性化事業
[出演]
指揮：準・メルクル
管弦楽：音楽大学フェスティバル・オーケストラ（首都園9音楽大学＋愛知2音楽大学選抜オーケストラ）
[曲目]
ドビュッシー／交響組曲『春』
シューマン／交響曲第1番「春」
ストラヴィンスキー／バレエ音楽『春の祭典』","[会場]東京芸術劇場コンサートホール（定員1,999人）
[日時]平成30年3月24日（土）午後3時開演
[主催]音楽大学オーケストラ・フェスティバル実行委員会
公益財団法人東京都歴史文化財団 東京芸術劇場
川崎市文化財団グループ ミューザ川崎シンフォニーホール
[助成]平成29年度文化庁劇場・音楽堂等活性化事業
[出演]
指揮：準・メルクル
管弦楽：音楽大学フェスティバル・オーケストラ（首都園9音楽大学＋愛知2音楽大学選抜オーケストラ）
[曲目]
ドビュッシー／交響組曲『春』
シューマン／交響曲第1番「春」
ストラヴィンスキー／バレエ音楽『春の祭典』","東京芸術劇場 - コンサートホール",,,,,音楽大学オーケストラ・フェスティバル実行委員会|ミューザ川崎シンフォニーホール|川崎市文化財団グループ|公益財団法人東京都歴史文化財団|東京芸術劇場,,,,,2017,2017,,単日/複数日,20180324,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1624"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:33:""<p>S席2,000円 A席l,500円</p>
"";}",,,クラシック音楽（オペラ等を含む）,無し,,,,,,無し,,,,なし,,,,,,,,,,,
,,,,,,,,,,,,,1,1,,,"[会場]ミューザ川崎シンフォニーホール
[日時]平成30年3月25日（日）午後3時開演
[主催]音楽大学オーケストラ・フェスティバル実行委員会
公益財団法人東京都歴史文化財団 東京芸術劇場
川崎市文化財団グループ ミューザ川崎シンフォニーホール
[助成]平成29年度文化庁劇場・音楽堂等活性化事業
[出演]
指揮：準・メルクル
管弦楽：音楽大学フェスティバル・オーケストラ（首都園9音楽大学＋愛知2音楽大学選抜オーケストラ）
[曲目]
ドビュッシー／交響組曲『春』
シューマン／交響曲第1番「春」
ストラヴィンスキー／バレエ音楽『春の祭典』","[会場]ミューザ川崎シンフォニーホール
[日時]平成30年3月25日（日）午後3時開演
[主催]音楽大学オーケストラ・フェスティバル実行委員会
公益財団法人東京都歴史文化財団 東京芸術劇場
川崎市文化財団グループ ミューザ川崎シンフォニーホール
[助成]平成29年度文化庁劇場・音楽堂等活性化事業
[出演]
指揮：準・メルクル
管弦楽：音楽大学フェスティバル・オーケストラ（首都園9音楽大学＋愛知2音楽大学選抜オーケストラ）
[曲目]
ドビュッシー／交響組曲『春』
シューマン／交響曲第1番「春」
ストラヴィンスキー／バレエ音楽『春の祭典』",ミューザ川崎シンフォニーホール,,,,,音楽大学オーケストラ・フェスティバル実行委員会|ミューザ川崎シンフォニーホール|川崎市文化財団グループ|公益財団法人東京都歴史文化財団|東京芸術劇場,,,,,2017,2017,,単日/複数日,20180325,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1356"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:33:""<p>S席2,000円 A席l,500円</p>
"";}",,,クラシック音楽（オペラ等を含む）,無し,,,,,,無し,,,,なし,,,,,,,,,,,
,,,,,,,,,,,,,1,1,,,"<div class=""page"" title=""Page 129"">
<div class=""layoutArea"">
<div class=""column"">

島内での取材をメインに、地域間ネットワークの形成「三原色〔ミハライロ〕」の活動周知のためのフリーペーパー『12class』を発行した。周知・告知以外に、「三原色〔ミハライロ〕」の活動への参加者を募ることも目的とした(年 2回発行)。公式ウェブサイトでは、「三原色〔ミハライロ〕」の紹介、イベントの告知やレポートなど、フリーペーパー『12class』の web 版として誌面内容と連動したコンテンツを公開した。
<div class=""page"" title=""Page 129"">
<div class=""layoutArea"">
<div class=""column"">

発行回数 2回(特集:島キャンプ、島の食卓)

仕 様 A5サイズ、16ページ冊子、フルカラー

発行部数 各5,000部

配布場所 都内各店舗(飲食店、雑貨屋など)、島内各店舗等

</div>
</div>
</div>
</div>
</div>
</div>","<div class=""page"" title=""Page 129"">
<div class=""layoutArea"">
<div class=""column"">

島内での取材をメインに、地域間ネットワークの形成「三原色〔ミハライロ〕」の活動周知のためのフリーペーパー『12class』を発行した。周知・告知以外に、「三原色〔ミハライロ〕」の活動への参加者を募ることも目的とした(年 2回発行)。公式ウェブサイトでは、「三原色〔ミハライロ〕」の紹介、イベントの告知やレポートなど、フリーペーパー『12class』の web 版として誌面内容と連動したコンテンツを公開した。
<div class=""page"" title=""Page 129"">
<div class=""layoutArea"">
<div class=""column"">

発行回数 2回(特集:島キャンプ、島の食卓)

仕 様 A5サイズ、16ページ冊子、フルカラー

発行部数 各5,000部

配布場所 都内各店舗(飲食店、雑貨屋など)、島内各店舗等

</div>
</div>
</div>
</div>
</div>
</div>",東京都内各所|大島各所,,,,,"東京都|アーツカウンシル東京|NPO 法人 kichi",,,,,2016,2016,,期間,,"a:1:{s:4:""time"";b:0;}",,365,365,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",,,芸術文化の力を活用して、教育、福祉や医療、地域振興等の領域における課題を解決する事業|その他,無し,,,,,,無し,,,なし,なし,,,,,,,,20160401,20170331,,
,,,,,,,,,,,,,1,1,,,"[会場]東京芸術劇場アトリウム1階
[日時]
平成29年9月6日（水）、9月20日（水）、10月3日（火）、10月18日（水）、11月15日（水）、12月6日（水）、12月20日（水）
平成30年1月17日（水）、2月6日（水）
各回12時15分開演(9月6日は12時開演、12月6日は11時30分開演）
[主催]公益財団法人東京都歴史文化財団 東京芸術劇場
[協力]東京佼成ウインドオーケストラ、上野学園大学
[助成]平成29年度文化庁劇場・音楽堂等活性化事業
[出演]
芸劇ウインド・オーケストラ・アカデミーアカデミー生
東京佼成ウインドオーケストラ楽団員","[会場]東京芸術劇場アトリウム1階
[日時]
平成29年9月6日（水）、9月20日（水）、10月3日（火）、10月18日（水）、11月15日（水）、12月6日（水）、12月20日（水）
平成30年1月17日（水）、2月6日（水）
各回12時15分開演(9月6日は12時開演、12月6日は11時30分開演）
[主催]公益財団法人東京都歴史文化財団 東京芸術劇場
[協力]東京佼成ウインドオーケストラ、上野学園大学
[助成]平成29年度文化庁劇場・音楽堂等活性化事業
[出演]
芸劇ウインド・オーケストラ・アカデミーアカデミー生
東京佼成ウインドオーケストラ楽団員","東京芸術劇場 - アトリウム",,,,,公益財団法人東京都歴史文化財団|東京芸術劇場,,,東京佼成ウインドオーケストラ|上野学園大学,,2017,2017,,単日/複数日,"20170906,20170920,20171003,20171018,20171115,20171206,20171220,20180117,20180206","a:1:{s:4:""time"";a:3:{i:0;a:3:{s:9:""time_from"";s:8:""12:15:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""12:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:28:""平成29年9月6日（水）"";}i:2;a:3:{s:9:""time_from"";s:8:""12:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:29:""平成29年12月6日（水）"";}}}",,9,9,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""900"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",,,クラシック音楽（オペラ等を含む）|人材育成事業,無し,,,,,,無し,,,,なし,,,,,,,,,,,
