id,Title,開催年度,主催,開催時間,期間_date,期間_date_to,単日/複数日_date
20,プログラムテストデータ,,,,,,
68,プログラムテストデータ２,,,,,,
208,サブプログラム,,,,,,
273,TOPコレクション東京・TOKYO,2018,,"a:1:{s:4:""time"";b:0;}",20181213,20190129,
274,ワークショップ★該当事業不明削除対象,2018,,"a:1:{s:4:""time"";b:0;}",20181213,20190129,
281,"プログラム 1",2015,,"a:1:{s:4:""time"";b:0;}",,,
282,"プログラム 2",2015,,"a:1:{s:4:""time"";b:0;}",,,
283,"プログラム 3",2015,,"a:1:{s:4:""time"";b:0;}",,,
323,オフサイト展示・ガイドツアー,2016,東京都|東京都写真美術館|アーツカウンシル東京|日本経済新聞社,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20170210,20170226,"20170211,20170225"
334,日仏会館ギャラリー,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:20:""最終日18:00まで"";}}}",20170210,20170226,
335,レイ・レイ,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";b:0;}",20170210,20170212,20170210
336,ガブリエラ・マンガノ＆シルヴァーナ・マンガノ《そこはそこにない》,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:30:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",20170210,20170212,
337,上映,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";b:0;}",20170210,20170226,
338,オフサイト展示,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";b:0;}",20170210,20170226,
339,豊嶋康子,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社,"a:1:{s:4:""time"";b:0;}",20170210,20170212,20170211
340,ロバート・ノース＆アントワネット・デ・ヨング,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";b:0;}",20170210,20170212,20170212
341,荒木博志、岡田邦雄、佐々木聖（地域連携プログラム：LIBRAIRIE6）,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";b:0;}",20170210,20170212,20170214
342,崟利子,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";b:0;}",20170210,20170212,20170219
344,金氏徹平、木ノ下智恵子,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";b:0;}",20170210,20170212,20170221
345,澤田知子,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";b:0;}",20170210,20170212,20170224
346,森村泰昌,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";b:0;}",20170210,20170212,20170225
347,石川卓磨,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";b:0;}",20170210,20170212,20170226
349,"Ⅰ.YEBIZOナイツ | Side A：マルチプル／アナログ",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:8:""20:30:00"";s:10:""time_bikou"";s:0:"""";}}}",20170210,20170226,20170224
350,"Ⅱ. YEBIZOナイツ｜ Side B：マルチプル／キカイ",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:8:""20:30:00"";s:10:""time_bikou"";s:0:"""";}}}",20170210,20170226,20170225
351,"【総合開館20周年記念事業 第９回恵比寿映像祭】笹本晃《デリケート・サイクル》",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社,"a:1:{s:4:""time"";b:0;}",20170210,20170212,
352,"シンポジウム ［日仏会館 共催企画］ シネマトグラフ日本伝来 ――稲畑勝太郎とリュミ エール",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:8:""20:30:00"";s:10:""time_bikou"";s:0:"""";}}}",20170210,20170226,20170217
353,"A.「マルチプルな未来」へ Part 1：芸術とスペキュラティヴ・コモンズ",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:0:"""";}}}",20170210,20170226,20170218
354,"B.「マルチプルな未来」へ Part 2：マージナルな映像アーカイヴィングの可能性",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:8:""20:30:00"";s:10:""time_bikou"";s:0:"""";}}}",20170210,20170226,20170218
355,"C.イヴォンヌ・レイナーをめぐって ――ポストモダンダンスと映像の間",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:0:"""";}}}",20170210,20170226,20170219
356,"D.スーザン・ソンタグ ――その思考と生き方に学ぶ",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:0:"""";}}}",20170210,20170226,20170226
357,地域連携プログラム,2016,,"a:1:{s:4:""time"";b:0;}",20170210,20170226,20170211
358,"「YEBIZO MEETS」Ⅱ 地域発信トーク：伊東建築塾",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:30:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:0:"""";}}}",20170210,20170226,20170211
359,"「YEBIZO MEETS」Ⅲ リンクセッション：オーストリア大使館・オーストリア文化フォーラム",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",20170210,20170226,20170222
360,"「YEBIZO MEETS」Ⅳ 地域連携発信 特別イヴェント 「ダンス保育園！！」",2016,"ダンス保育園 ! ! 実行委員会","a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""14:30:00"";s:10:""time_bikou"";s:52:""ダンスパフォーマンス&ワークショップ"";}i:1;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""16:00:00"";s:10:""time_bikou"";s:27:""工作ワークショップ"";}}}",20170210,20170226,20170225
361,地域連携プログラム※削除,2016,,"a:1:{s:4:""time"";b:0;}",20170210,20170226,
368,【建物公開展「アール・デコの花弁　旧朝香宮邸の室内空間」】アール・デコの花弁　旧朝香宮邸の室内空間sample,2016,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""06:00:00"";s:10:""time_bikou"";s:103:""＊ただし11月25日（金）、26日（土） 、27日（日）は夜間開館のため20：00まで"";}}}",20160922,20161225,
370,【建物公開展「アール・デコの花弁　旧朝香宮邸の室内空間」】ギャラリートークsample,2016,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:29:""11月25日（金）18：00～"";}}}",20160922,20161225,"20161003,20161017,20161107,20161125"
372,【建物公開展「アール・デコの花弁　旧朝香宮邸の室内空間」】トークイベント「昭和の美術タイルと旧朝香宮邸」sample,2016,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20160922,20161225,20161112
373,【建物公開展「アール・デコの花弁　旧朝香宮邸の室内空間」】トークイベント「ディテールのアール・デコ　旧朝香宮邸の室内空間」sample,2016,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20160922,20161225,20161103
375,尺八（9月24日）,2016,東京都江戸東京博物館,"a:1:{s:4:""time"";b:0;}",,,20160924
376,奇術・落語（9月25日）,2016,東京都江戸東京博物館,"a:1:{s:4:""time"";b:0;}",,,20160925
377,筝・尺八（10月1日）,2016,東京都江戸東京博物館,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:0:"""";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,,20161001
378,太神楽・落語（10月2日）,2016,東京都江戸東京博物館,"a:1:{s:4:""time"";b:0;}",,,20161002
379,尺八・津軽三味線（10月8日）,2016,東京都江戸東京博物館,"a:1:{s:4:""time"";b:0;}",,,20161008
380,紙切り・落語（10月9日）,2016,東京都江戸東京博物館,"a:1:{s:4:""time"";b:0;}",,,20161009
381,津軽三味線（10月10日）,2016,東京都江戸東京博物館,"a:1:{s:4:""time"";b:0;}",,,20161010
382,津軽三味線（10月15日）,2016,東京都江戸東京博物館,"a:1:{s:4:""time"";b:0;}",,,20161015
383,奇術・落語（10月16日）,2016,東京都江戸東京博物館,"a:1:{s:4:""time"";b:0;}",,,20161016
384,津軽三味線（10月22日）,2016,東京都江戸東京博物館,"a:1:{s:4:""time"";b:0;}",,,20161022
386,綱島家年中行事,2016,江戸東京たてもの園,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:48:""10月～3月：午前9時30分～午後4時30分"";}}}",20160919,20170331,
387,武蔵野の歴史と考古学－江戸東京たてもの園収蔵品展－,2016,江戸東京たてもの園,20160524,20170122,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:0:"""";}}}",
388,川崎平右衛門－武蔵野新田開発の立役者,2016,江戸東京たてもの園|東京都,20170207,20170331,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:24:""3月17日（金）まで"";}i:1;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:25:"" 3月18日（土）から"";}}}",
389,体験！発見！職人さん,2016,江戸東京たてもの園,20161008,20161009,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""16:00:00"";s:10:""time_bikou"";s:0:"""";}}}",
390,紅葉とたてもののライトアップ,2016,江戸東京たてもの園,20161125,20161127,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""16:30:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",
392,正月飾りづくり,2016,江戸東京たてもの園,20161217,20161218,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}","20161217,20161218"
394,たてもの園フェスティバル,2016,江戸東京たてもの園,20170107,20170108,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:0:"""";}}}",20170320
395,伝統工芸の実演,2016,江戸東京たてもの園,20170107,20170108,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:11:""4月～9月"";}i:1;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:12:""10月～3月"";}}}","20161112,20161113,20161210,20161211,20170114,20170115,20170211,20170212,20170311,20170312,20160910,20160911,20161008,20161009,20160813,20160814,20160709,20160710,20160611,20160612,20160514,20160515,20160409,20160410"
397,パブリック・ミーティング,2016,東京都現代美術館|アーツカウンシル東京|東京都,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",20161109
401,旧駄菓子屋,2016,東京都現代美術館|アーツカウンシル東京|東京都,20170211,20170320,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",20161109
402,グランチェスター・ハウス,2016,東京都現代美術館|アーツカウンシル東京,20170211,20170320,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",20161109
403,赤い庇の旧印刷所,2016,東京都現代美術館|アーツカウンシル東京|東京都,20170211,20170320,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",20161109
404,Ｆ邸,2016,東京都現代美術館|アーツカウンシル東京|東京都,20170211,20170320,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",20161109
405,深川資料館通り商店街協同組合事務所,2016,東京都現代美術館|アーツカウンシル東京|東京都,20170211,20170320,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",20161109
408,【特別展】ゴッホとゴーギャン展,2016,東京都美術館|東京新聞|ＴＢＳ,20161008,20161218,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:89:""金曜日、10月22日(土)、11月2日(水)、3日(木・祝)、5日(土)は9:30～20:00"";}}}",
409,"オペラ「眠れる美女～House of theSleeping Beauties～」",2016,東京文化会館,20161210,20161211,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（14:20開場）"";}}}",
410,映画「眠れる美女」特別上映会,2016,東京文化会館,20161210,20161211,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（18:00開場）"";}}}",20161104
411,日本･ベルギー交流150年の歴史,2016,東京文化会館,20161210,20161211,"a:1:{s:4:""time"";b:0;}",20161112
414,"東京芸術劇場パイプオルガンコンサート vol.21 エドガー・クラップ　オルガン・リサイタル",2016,東京芸術劇場|豊島区,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20161025
415,東京芸術劇場ランチタイム・パイプオルガンコンサート　Vol.118,2016,東京芸術劇場,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:15:00"";s:7:""time_to"";s:8:""12:45:00"";s:10:""time_bikou"";s:17:""（11:15開場）"";}}}",20161117
416,東京芸術劇場ランチタイム・パイプオルガンコンサート　Vol.119,2016,東京芸術劇場,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:15:00"";s:7:""time_to"";s:8:""12:45:00"";s:10:""time_bikou"";s:17:""（11:15開場）"";}}}",20170316
417,東京芸術劇場ナイトタイム・パイプオルガンコンサートVol.16,2016,東京芸術劇場|豊島区,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:27:""（ロビー開場18:30） "";}}}",20170209
418,"第66回 ～音のレシピのひみつ～　第2回　ヴェルサイユのオルガニストたち",2016,東京芸術劇場,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20170126
443,民家の間取りと格式,2016,江戸東京たてもの園,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}","20160923,20160924"
445,鉄道の歴史と都電,2016,江戸東京たてもの園,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20161022
446,川野商店,2016,江戸東京たてもの園,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20161126
447,大川邸とクリスマス,2016,江戸東京たてもの園,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20161224
448,子宝湯と東京の銭湯,2016,江戸東京たてもの園,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20170128
449,特別展「川崎平右衛門」みどころ,2016,江戸東京たてもの園,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20170225
450,万世橋交番,2016,江戸東京たてもの園,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20170328
451,享保の改革と川崎平右衛門,2016,江戸東京たてもの園,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20170320
452,建築博物館を楽しもう！①「国立近現代建築資料館―その役割と楽しみ方―」,2016,江戸東京たてもの園,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",20161007
453,建築博物館を楽しもう！②「海外の事例に学ぶ―イギリス、アメリカの建築博物館事情―」,2016,江戸東京たてもの園,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",20161021
454,建築博物館を楽しもう！③「明治村からたてもの園へ―ライバルへのメッセージ―」,2016,江戸東京たてもの園,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",20161104
455,スクールプログラム,2016,江戸東京たてもの園,20160401,20170331,"a:1:{s:4:""time"";b:0;}",
457,博物館ボランティア,2016,江戸東京たてもの園,20160401,20170331,"a:1:{s:4:""time"";b:0;}",
459,江戸東京でおもてなし,2016,江戸東京たてもの園,20161125,20161204,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:0:"""";}}}",
460,東京くらしの木檜と杉展,2016,江戸東京たてもの園,20161206,20170115,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:0:"""";}}}",
463,江戸の正月を楽しもう,2016,江戸東京たてもの園,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:0:"""";}}}","20160102,20160103"
464,正月の昔あそび,2016,江戸東京たてもの園,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:0:"""";}}}","20160107,20160108"
468,"東京キャラバンin 六本木",2016,,,,"a:1:{s:4:""time"";a:3:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:14:""10/21（金）"";}i:1;a:3:{s:9:""time_from"";s:8:""16:00:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:14:""10/22（土）"";}i:2;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:14:""10/22（土）"";}}}","20161021,20161022"
470,大江戸寄席と花街おどり,2016,アーツカウンシル東京,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:19:""（14：30開場）"";}}}",20160919
471,第17回　多摩川流域郷土芸能フェスティバル,2016,アーツカウンシル東京|多摩川流域郷土芸能フェスティバル実行委員会,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20161204
472,「FORM」,2016,株式会社東京国際フォーラム,,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""12:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""16:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}","20170102,20170103"
473,伝統芸能普及公演　ケルティック能「鷹姫」,2016,アーツカウンシル東京,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:19:""（18：00開場）"";}}}",20170216
481,公益財団法人港区スポーツふれあい文化健康財団,2016,公益財団法人東京都歴史文化財団,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20160922
488,"江戸川区総合文化センター指定 管理者　サントリーパブリシティサービス株式会社",2016,公益財団法人東京都歴史文化財団,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20161010
489,公益財団法人新宿未来創造財団,2016,東京文化会館,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20161002
490,"足立区西新井文化ホール指定管 理者構成企業　株式会社JTB コミュニケーションデザイン",2016,公益財団法人東京都歴史文化財団,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20161106
491,羽村市,2016,公益財団法人東京都歴史文化財団,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20161120
492,公益財団法人大田区文化振興協会,2016,公益財団法人東京都歴史文化財団,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",20170305
493,公益財団法人板橋区文化・国際交流財団,2016,公益財団法人東京都歴史文化財団,20161211,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
494,公益財団法人調布市文化・コミュニティ振興財団,2016,公益財団法人東京都歴史文化財団,20161210,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
495,昭島市,2016,公益財団法人東京都歴史文化財団,20161210,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
496,公益財団法人品川文化振興事業団,2016,公益財団法人東京都歴史文化財団,20161119,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
497,公益財団法人府中文化振興財団,2016,公益財団法人東京都歴史文化財団,20161120,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
498,公益財団法人江東区文化コミュニティ財団,2016,公益財団法人東京都歴史文化財団,20170212,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
499,公益財団法人目黒区芸術文化振興財団,2016,公益財団法人東京都歴史文化財団,20170211,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
500,公益財団法人武蔵野文化事業団,2016,公益財団法人東京都歴史文化財団,20170127,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
501,武蔵村山市民会館（指定管理者株式会社ケイミックス）,2016,公益財団法人東京都歴史文化財団,20170115,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
