id,Title,開催年度,主催,開催時間,期間_date,期間_date_to,単日/複数日_date
4663,[2017]障害のある方のための特別鑑賞会,2017,東京都美術館,"20170427,20170529,20170727,20170828,20171106,20171211,20180125,20180227","a:1:{s:4:""time"";b:0;}",,
4664,"ワークショップ inしょうぶまつり",2017,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区,20170603,"a:1:{s:4:""time"";b:0;}",,
4666,[2017]教員向け研修プログラムの実施,2017,東京都美術館,"20170725,20170422,20170423,20170425,20170426,20170427,20170428,20170429,20170430,20170722,20170723,20170725,20170726,20170727,20170728,20170729,20170730,20171028,20171029,20171031,20171101,20171102,20171103,20171104,20171105,20180127,20180128,20180130,20180131,20180201,20180202,20180203,20180204,20170731,20170805,20170810,20170823,20170903,20170905,20170906,20170907,20170908","a:1:{s:4:""time"";b:0;}",,
4667,東京バレエ団＜ウィンター・ガラ＞,2016,東京都|公益財団法人東京都歴史文化財団|公益財団法人日本舞台芸術振興会,20170303,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:81:""※開場は開演の40分前、予定上映時間2時間（途中休憩あり）"";}}}",20170222,20170223
4668,[2017]学校団体来館の対応（免除申請・電話相談・当日対応）,2017,東京都美術館,,"a:1:{s:4:""time"";b:0;}","20170713,20170918,20170418,20170720,20170725,20171024,20180123",",,20170702,20171009,20171009,20180108,20180401"
4669,東京ニコス体験会,2017,東京都|アーツカウンシル東京|特定非営利活動法人トッピングイースト,20170603,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""16:00:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""19:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4670,"Maker Faire Tokyo 2017 出展",2017,東京都|アーツカウンシル東京|特定非営利活動法人トッピングイースト,"20170805,20170806","a:1:{s:4:""time"";b:0;}",,
4672,"東京Orchest-Lab 活動日",2017,東京都|アーツカウンシル東京|特定非営利活動法人トッピングイースト,"20170402,20170503,20170520,20170618,20170722,20170723,20170729,20170730,20170819,20170903,20170909,20170910,20170917,20171001,20171009,20171015,20171209,20180120,20180310","a:1:{s:4:""time"";b:0;}",,
4675,[2017]とびラーなど学び合いの環境整備,2017,東京都美術館,,"a:1:{s:4:""time"";b:0;}",20170401,20180331
4676,"Relight Days",2017,東京都|アーツカウンシル東京|NPO法人インビジブル,,"a:1:{s:4:""time"";b:0;}",20180311,20180313
4677,"Relight Committee",2017,東京都|アーツカウンシル東京|NPO法人インビジブル,"20170729,20170826,20170916,20171014,20171118,20171216,20180121,20180218,20180317","a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""12:30:00"";s:10:""time_bikou"";s:19:""11月18日（土）"";}}}",,
4678,"[2017]東京都リーディングプロジェクト TURN FES",2017,"東京都|アーツカウンシル東京|東京都美術館|公益財団法人東京都歴史文化財団|特定非営利活動法人Art’s Embrace",,"a:1:{s:4:""time"";b:0;}",20170818,20170820
4680,教材開発,2017,東京都|アーツカウンシル東京|NPO法人インビジブル,,"a:1:{s:4:""time"";b:0;}",20170401,20180331
4681,PR,2017,東京都|アーツカウンシル東京|NPO法人インビジブル,,"a:1:{s:4:""time"";b:0;}",20170401,20180331
4682,"Relight Symposium",2017,東京都|アーツカウンシル東京|NPO法人インビジブル,20171217,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:11:""開場12:30"";}}}",,
4684,東京都立八王子特別支援学校（2016年9月23日）,2016,東京都|東京文化会館|アーツカウンシル東京,20160923,"a:1:{s:4:""time"";a:4:{i:0;a:3:{s:9:""time_from"";s:8:""09:20:00"";s:7:""time_to"";s:8:""09:55:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""10:10:00"";s:7:""time_to"";s:8:""10:45:00"";s:10:""time_bikou"";s:0:"""";}i:2;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""11:35:00"";s:10:""time_bikou"";s:0:"""";}i:3;a:3:{s:9:""time_from"";s:8:""11:50:00"";s:7:""time_to"";s:8:""12:25:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4687,[2017]あいうえのファミリー（こどもと家族のプログラム）,2017,東京都美術館,"20170810,20170903,20171029,20170810,20171103,20171217,20180322,20170819,20170820,20171118,20171119,20180317,20180318,20170727,20170729,20170817,20170824,20171021,20180325","a:1:{s:4:""time"";b:0;}",,
4688,"R.I.P.TOKYO はじまる",2017,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,20170517,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4692,"R.I.P.TOKYO はなまる",2017,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,20170619,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4695,"R.I.P.TOKYO みとれる",2017,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,20170717,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4697,"R.I.P.TOKYO はぐれる",2017,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,20170727,"a:1:{s:4:""time"";b:0;}",,
4699,"R.I.P.TOKYO きこえる",2017,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,20170811,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""20:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4700,"R.I.P.TOKYO くすぐる",2017,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,20171014,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""14:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4703,"R.I.P.TOKYO みつける",2017,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,20171117,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""20:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4705,"「Rest In Peace, TOKYO」戯曲　作成",2017,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,,"a:1:{s:4:""time"";b:0;}",,
4706,記録集と映像記録を作成,2017,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,,"a:1:{s:4:""time"";b:0;}",,
4707,"[2017]あいうえの学校 （学校向けプログラム）  スペシャルマンデーコース",2017,東京都美術館,"20170911,20170925,20171113,20180213","a:1:{s:4:""time"";b:0;}",,
4710,"さよなら汐入タワー ～いままでありが塔～",2017,東京都|荒川区|アーツカウンシル東京|一般社団法人CIAN,20170801,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""16:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4711,"[2017]あいうえの学校 (学校向けプログラム)  平日開館コース",2017,東京都美術館,"20170801,20170802,20171211,20171219,20180130,20180131,20180201,20180306","a:1:{s:4:""time"";b:0;}",,
4714,[2017]あいうえのメンバー向けプログラム,2017,東京都美術館,"20170805,20171008,20171210,20180328","a:1:{s:4:""time"";b:0;}",,
4715,シェアリング・セッション,2017,東京都|アーツカウンシル東京|一般社団法人kuriya,"20170630,20170715,20170818,20171117,20171222,20180125,20180303","a:1:{s:4:""time"";b:0;}",,
4716,"""シェアリング・セッション Stories behind “How do we meet? How can we meet?”多文化な若者たちの居 場所づくり それぞれの現場から見えてきたいま""",2017,東京都|アーツカウンシル東京|一般社団法人kuriya,20180303,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:11:""12:30開場"";}}}",,
4717,[2017]学びあいカフェ,2017,東京都美術館,"20170805,20171008,20171210,20180328","a:1:{s:4:""time"";b:0;}","20170701,20170701","20180331,20171231"
4718,エンゲージメント・プログラム,2017,東京都|アーツカウンシル東京|一般社団法人kuriya,,"a:1:{s:4:""time"";b:0;}",,
4719,地域連携プログラム,2017,,,"a:1:{s:4:""time"";b:0;}",20180116,20180325
4720,定時制高校でのプログラム,2017,東京都|アーツカウンシル東京|一般社団法人kuriya,,"a:1:{s:4:""time"";b:0;}",20170401,20180331
4722,"【ボイマンス美術館所蔵 ブリューゲル「バベルの塔」展】記念講演会",2017,東京都美術館,"20170418,20170527,20170617,20170602,20170623","a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:60:""4月18日（火）、5月27日（土）、6月17日（土）"";}i:1;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:8:""19:00:00"";s:10:""time_bikou"";s:38:""6月2日（金）、6月23日（金）"";}}}",,
4723,学校外でのプログラム,2017,東京都|アーツカウンシル東京|一般社団法人kuriya,,"a:1:{s:4:""time"";b:0;}",20171101,20180228
4724,【ボストン美術館の至宝展】,2017,東京都美術館,"20170720,20170820,20170909,20170804,20170818","a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:48:""7月20日(木)、8月20日(日)、9月9日(土) "";}i:1;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:8:""19:00:00"";s:10:""time_bikou"";s:30:""8月4日(金)、8月18日(金)"";}}}",,
4725,人材育成プログラム,2017,東京都|アーツカウンシル東京|一般社団法人kuriya,,"a:1:{s:4:""time"";b:0;}",20170401,20180331
4726,"【杉戸洋展 とんぼ と のりしろ】",2017,東京都美術館,"20170924,20170804,20170818,20170825","a:1:{s:4:""time"";a:4:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:18:""9月24日（日）"";}i:1;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:8:""19:40:00"";s:10:""time_bikou"";s:17:""8月4日（金）"";}i:2;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:8:""19:35:00"";s:10:""time_bikou"";s:18:""8月18日（金）"";}i:3;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:8:""19:30:00"";s:10:""time_bikou"";s:18:""8月25日（金）"";}}}",,
4727,"【ゴッホ展 巡りゆく日本の夢】",2017,東京都美術館,"20171118,20171024,20171103,20171201","a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:19:""10月24日（火）"";}i:1;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:8:""19:00:00"";s:10:""time_bikou"";s:31:""11月3日(金)、12月1日(金)"";}}}",,
4728,【ブリューゲル展】,2017,東京都美術館,"20180123,20180317,20180202,20180223","a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:38:""2018年1月23日(火)、3月17日(土)"";}i:1;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:8:""19:00:00"";s:10:""time_bikou"";s:37:""2018年2月2日(金)、2月23日(金)"";}}}",,
4729,"【上野アーティストプロジェクト 現代の写実】",2017,東京都美術館,"20171209,20171125,20171202,20171216,20171124,20171222","a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:81:""12月9日(土）、11月25日（土）、12月2日（土）、12月16日（土）"";}i:1;a:3:{s:9:""time_from"";s:8:""18:00:00"";s:7:""time_to"";s:8:""18:45:00"";s:10:""time_bikou"";s:33:""11月24日(金)、12月22日(金)"";}}}",,
4735,【誘致展】フォトジャーナリスト長倉洋海の眼　地を這い、未来へ駆ける,2017,株式会社クレヴィス,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:12:""木・金曜"";}}}",20170325,20170514
4737,"【誘致展】第42回 2017 JPS展 日本写真家協会",2017,公益社団法人日本写真家協会,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:12:""木・金曜"";}}}",20170520,20170604
4739,フィールドワークする身体性,2017,東京都|アーツカウンシル東京|NPO法人場所と物語,20170609,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""19:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4742,東京民俗学,2017,東京都|アーツカウンシル東京|NPO法人場所と物語,20170822,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""19:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4743,"【誘致展】世界報道写真展2017 WORLD PRESS PHOTO 2017",2017,世界報道写真財団|朝日新聞社,,"a:1:{s:4:""time"";a:3:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:12:""木・金曜"";}i:2;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""21:00:00"";s:10:""time_bikou"";s:39:""7月20・21・27・28日、8月3・4日"";}}}",20170610,20170806
4745,"ピルグリム（ 巡礼）とは何か",2017,東京都|アーツカウンシル東京|NPO法人場所と物語,20171129,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""19:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4747,「ピルグリム（巡礼）」フィールドワーク,2017,東京都|アーツカウンシル東京|NPO法人場所と物語,"20171223,20171226,20180108","a:1:{s:4:""time"";b:0;}",,
4750,【誘致展】写真新世紀東京展2017,2017,キヤノン株式会社,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:12:""木・金曜"";}}}",20171021,20171119
4753,合宿,2017,東京都|アーツカウンシル東京|NPO法人場所と物語,"20171028,20171029","a:1:{s:4:""time"";b:0;}",,
4756,実験イベント本番,2017,東京都|アーツカウンシル東京|NPO法人場所と物語,"20180203,20180204","a:1:{s:4:""time"";b:0;}",,
4757,実験イベント報告会,2017,東京都|アーツカウンシル東京|NPO法人場所と物語,20180225,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4758,【誘致展】生誕100年　ユージン・スミス写真展,2017,株式会社クレヴィス,,"a:1:{s:4:""time"";a:3:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:12:""木・金曜"";}i:2;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:15:""1月2日・3日"";}}}",20171125,20180128
4760,"【誘致展】APAアワード2018 第46回 公益社団法人日本広告写真家協会公募展",2017,公益社団法人日本広告写真家協会（APA）,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:12:""木・金曜"";}}}",20180303,20180318
4762,"【誘致展】清里フォトアートミュージアム収蔵作品展 原点を、永遠に。̶２０１８̶",2017,清里フォトアートミュージアム,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:12:""木・金曜"";}}}",20180324,20180513
4764,"“アーカイブ” を知る・考える",2017,東京都|アーツカウンシル東京|社会福祉法人東香会,20180128,"a:1:{s:4:""time"";b:0;}",,
4766,"YATO の棚卸し",2017,東京都|アーツカウンシル東京|社会福祉法人東香会,20180217,"a:1:{s:4:""time"";b:0;}",,
4768,"YATO のお披露目",2017,東京都|アーツカウンシル東京|社会福祉法人東香会,20180317,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""19:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4770,事業の基本方針および運営基盤構築のためのリサーチプログラム,2017,東京都|アーツカウンシル東京|特定非営利活動法人神津島盛り上げ隊,,"a:1:{s:4:""time"";b:0;}",20180101,20180331
4772,"「HAPPY TURN」勉強会",2017,東京都|アーツカウンシル東京|特定非営利活動法人神津島盛り上げ隊,,"a:1:{s:4:""time"";b:0;}",20180101,20180331
4774,"Artpoint Meeting ＃03 ―まちで企む―",2017,東京都|アーツカウンシル東京,20170702,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:11:""13:30開場"";}}}",,
4775,"Artpoint Meeting ＃04 ―日常に還す―",2017,東京都|アーツカウンシル東京,20180127,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:11:""13:30開場"";}}}",,
4776,"Artpoint Meeting ＃05 ―公開報告会―",2017,東京都|アーツカウンシル東京,20180325,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:11:""13:30開場"";}}}",,
4779,図書室等の運営,2017,東京都写真美術館,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",20170401,20180331
4781,ぐるぐるの会①「ぐるぐるミックスについての説明・平成29年度の活動に関する説明」,2017,東京都|アーツカウンシル東京|特定非営利活動法人いわて連携復興センター,20170516,"a:1:{s:4:""time"";b:0;}",,
4783,ぐるぐるミックス①「帯がみあそび」,2017,東京都|アーツカウンシル東京|特定非営利活動法人いわて連携復興センター,20170711,"a:1:{s:4:""time"";b:0;}",,
4785,ぐるぐるの会②,2017,東京都|アーツカウンシル東京|特定非営利活動法人いわて連携復興センター,20170912,"a:1:{s:4:""time"";b:0;}",,
4786,ぐるぐるミックス②－１「ミルボーづくり」,2017,東京都|アーツカウンシル東京|特定非営利活動法人いわて連携復興センター,20171002,"a:1:{s:4:""time"";b:0;}",,
4787,"東京工芸大学芸術学部 写真学科(2017年4月12日)",2017,東京都写真美術館,20170412,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4788,ぐるぐるミックス②－２「ミルボーの探検」,2017,東京都|アーツカウンシル東京|特定非営利活動法人いわて連携復興センター,20171003,"a:1:{s:4:""time"";b:0;}",,
4789,ぐるぐるの会③「盆栽あそび」に向けて,2017,東京都|アーツカウンシル東京|特定非営利活動法人いわて連携復興センター,20171213,"a:1:{s:4:""time"";b:0;}",,
4790,ぐるぐるミックス③「盆栽あそび」,2017,東京都|アーツカウンシル東京|特定非営利活動法人いわて連携復興センター,20180130,"a:1:{s:4:""time"";b:0;}",,
4791,"NHK文化センター 練馬光ヶ丘教室(2017年4月20日)",2017,東京都写真美術館,20170420,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:0:"""";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
4792,学習院大学(2017年4月27日),2017,東京都写真美術館,20170427,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4793,東京造形大学(2017年5月9日),2017,東京都写真美術館,20170509,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4794,山口県立大学(2017年5月19日),2017,東京都写真美術館,20170519,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4795,"東邦大学 看護学部(2017年6月16日)",2017,東京都写真美術館,20170616,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""16:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4796,ぐるぐるの会④「活動の振返り・今後に向けて」,2017,東京都|アーツカウンシル東京|特定非営利活動法人いわて連携復興センター,20180213,"a:1:{s:4:""time"";b:0;}",,
4800,[2017]東京フィルハーモニー交響楽団,2017,公益社団法人日本演奏連盟,20180119,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:11:""18:00開場"";}}}",,
4801,[2017]NHK交響楽団,2017,公益社団法人日本演奏連盟,20180131,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:11:""18:00開場"";}}}",,
4802,[2017]東京シティ・フィルハーモニック管弦楽団,2017,公益社団法人日本演奏連盟,20180208,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:11:""18:00開場"";}}}",,
4803,[2017]東京交響楽団,2017,公益社団法人日本演奏連盟,20180220,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:11:""18:00開場"";}}}",,
4804,[2017]新日本フィルハーモニー交響楽団,2017,公益社団法人日本演奏連盟,20180228,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:11:""18:00開場"";}}}",,
4805,[2017]読売日本交響楽団,2017,公益社団法人日本演奏連盟,20180305,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:11:""18:00開場"";}}}",,
4806,[2017]日本フィルハーモニー交響楽団,2017,公益社団法人日本演奏連盟,20180313,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:11:""18:00開場"";}}}",,
4807,[2017]東京都交響楽団,2017,公益社団法人日本演奏連盟,20180315,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:11:""18:00開場"";}}}",,
4810,東京都立八王子特別支援学校（2016年10月3日）,2016,東京都|東京文化会館|アーツカウンシル東京,20161003,"a:1:{s:4:""time"";a:3:{i:0;a:3:{s:9:""time_from"";s:8:""09:20:00"";s:7:""time_to"";s:8:""10:05:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""10:20:00"";s:7:""time_to"";s:8:""11:10:00"";s:10:""time_bikou"";s:0:"""";}i:2;a:3:{s:9:""time_from"";s:8:""11:25:00"";s:7:""time_to"";s:8:""12:15:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4811,東京都立久我山青光学園（2018年1月19日）,2016,東京都|東京文化会館|アーツカウンシル東京,20170119,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""11:15:00"";s:10:""time_bikou"";s:0:"""";}}}",,
4812,"[2017]藤原歌劇団公演 オペラ『ナヴァラの娘』（日本初演）『道化師』",2017,公益財団法人日本オペラ振興会|公益社団法人日本演奏連盟,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:153:""※開場は開演の60分前 ※各回開演の45分前から客席で作品解説を実施 ※予定上演時間約2時間30分（途中休憩あり）"";}}}",20180127,20180128
4814,[2017]東京二期会オペラ劇場『ローエングリン』全3幕,2017,公益財団法人東京二期会|公益社団法人日本演奏連盟,"20180221,20180222,20180224,20180225","a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""18:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:109:""2月21日（水）※開場は開演の60分前 ※予定上演時間約4時間20分（休憩2回を含む）"";}i:1;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:91:""※開場は開演の60分前 ※予定上演時間約4時間20分（休憩2回を含む）"";}}}",20180127,20180128
4815,"[2017]日本オペラ協会公演 オペラ『夕鶴』1幕",2017,公益財団法人日本オペラ振興会|公益社団法人日本演奏連盟,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:155:""※開場は開演の60分前  ※各回開演の45分前から客席で作品解説を実施  ※予定上演時間約2時間15分（途中休憩あり）"";}}}",20180217,20180218
