Title,id,会場(投稿),開催年度,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,バリアフリー対応の有無,バリアフリー対応策（例）,組織委員会の認証の有無,画像等データの有無,決算額_year,決算額_price
筝（10月29日）,1651,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
太神楽・落語（10月30日）,1652,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
尺八・津軽三味線（11月3日）,1653,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
津軽三味線（11月5日）,1654,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
奇術・落語（11月6日）,1655,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
津軽三味線（11月8日）,1656,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
三味線・筝・尺八（11月9日）,1657,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
尺八（11月10日）,1658,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
三味線・筝・尺八（11月11日）,1659,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸芸かっぽれ（11月12日）,1660,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
落語（11月15日）,1661,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
落語（11月16日）,1662,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
落語（11月17日）,1663,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
落語（11月18日）,1664,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸芸かっぽれ（12月10日）,1665,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
からくり実演（1月2日）,1666,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
からくり実演（1月3日）,1667,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
からくり実演（1月4日）,1668,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
からくり実演（1月5日）,1669,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
落語・太神楽（1月7日）,1670,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
落語・紙切り（1月8日）,1671,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
落語・奇術（1月9日）,1672,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸芸かっぽれ（1月14日）,1673,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸芸かっぽれ（2月11日）,1674,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸芸かっぽれ（3月11日）,1675,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
津軽三味線（3月18日）,1676,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
尺八・筝（3月19日）,1677,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
津軽三味線（3月20日）,1678,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
曲独楽・太神楽（3月25日）,1679,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
和妻・太神楽（3月26日）,1680,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
太神楽・紙切り（3月28日）,1681,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
万華鏡で遊ぼう（2016年9月24日）,1683,"東京都江戸東京博物館 - 5F 常設展示室 ミュージアム・ラボ",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸名所図会で「八百屋お七」の足跡を歩く（駒込～春日）（2016年9月24日）,1684,東京都江戸東京博物館,2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
８枚羽根のかざぐるまを作ろう（2016年9月25日）,1685,東京都江戸東京博物館,2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
「季節のない街」2017年版,1697,世田谷パブリックシアター,2016,2016,,有り,英語,無し,,,なし
"ダンスがみたい！ 18　エリック・サティを踊る",1699,d-倉庫,2016,2016,,有り,英語,無し,,,なし
"BONUS　第4回連結クリエイション　テクノロジー×ダンス× X 編",1701,"東京工業大学 - 西9号館ディジタル多目的ホール",2016,2016,,有り,英語,無し,,,なし
セッションハウス若手ダンサー支援プロジェクト,1703,セッションハウス（新宿区）,2016,2016,,有り,英語,無し,,,なし
"Integrated Dance Company 響-Kyo 第4回公演　二作品上演『パワポル』『les gens de Tokyo』",1705,"東京芸術センター - ホワイトスタジオ",2016,2016,,有り,英語,無し,,,なし
「大野一雄について」欧州ツアー,1707,"Dynastiegebouw|アスクナ・セントロア|Palco da Sala Principal★場所不明",2016,2016,,有り,英語,無し,,,なし
国立奥多摩映画館　美術でもない映画でもない映像,1709,国立奥多摩美術館,2016,2016,,有り,英語,無し,,,なし
ボリス・グロイス日本招聘プロジェクト,1711,東京大学|森美術館,2016,2016,,有り,英語,無し,,,なし
視覚障害者とつくる美術鑑賞ワークショップ,1715,東京都美術館|森美術館|東京都庭園美術館|東京ステーションギャラリー,2016,2016,,有り,英語,有り,障害者も参加可能なワークショップ,,なし
"全天周映像上映会「After Cherenkov」",1717,"ギャラクシティ - まるちたいけんドーム",2016,2016,,有り,英語,無し,,,なし
"蓮沼執太展 （仮）",1719,"スパイラル（港区） - スパイラルガーデン",2016,2016,,有り,英語,無し,,,なし
"αＭプロジェクト2016「トランス／リアル ― 非実体的美術の可能性」",1722,ギャラリーαＭ,2016,2016,,有り,英語,無し,,,なし
ルーマニア・ブカレストにおける個展,1724,"ハート・ギャラリー（H’art Gallery）",2016,2016,,有り,英語,無し,,,なし
"Fremantle Arts Centre レジデンスプログラムへの参加及び展覧会の開催",1732,"フリーマントル・アーツ・センター（Fremantle Arts Centre）",2016,2016,,有り,英語,無し,,,なし
欧米における活動写真文化の普及事業,1734,ライン・フリードリヒ・ヴィルヘルム大学ボン,2016,2016,,有り,英語,無し,,,なし
"Artist in Residence Program in Hong Kong 2016",1736,"C&G アートパートメント（香港）|フローティングプロジェクツ（香港）",2016,2016,,有り,英語,無し,,,なし
"まちなかJapan ニッポン音楽隊がやってきた！",1739,"新宿駅西口広場 ‐ イベントコーナー",2016,2016,,有り,英語,無し,,,なし
"瀧 健太郎",1745,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
"大和田 俊",1746,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
"持田 敦子",1747,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
フェラン・プラ,1753,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
アンドレア・カネパ,1754,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
"丸山 美紀",1755,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
シリン・サバヒ,1756,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
チャン・カイチュン,1757,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
クレマンス・ショケ＆ミカエル・ガミオ,1758,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
リギョン,1759,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
チョウ・ユンジュ,1760,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
鈴木直江,1761,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
トビアス・ツィローニィ,1762,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
マーセ・ロドリゴ・ガルシア,1763,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
グリッサゴーン・ティンタップタイ,1764,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
シャルル・ケヴィヨン,1765,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
シグネ・ハーマン,1766,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
カルル・マズロ,1767,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
ヴァレリオ・サニカンドロ,1768,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
エヴァン・ジャコビー,1769,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
エリザベス・ベリヴォ,1770,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
ドミニック・キュナン,1771,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
ヘレナ・ウェスターリンド,1772,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
クリス・ロメロ,1773,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
ルイス・グラネ,1774,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
ウンベルト・ヂューク,1775,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
アンネ・ビュッシャー,1776,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
アリツィア・ドブルツカ＆オリヴィエ・リション,1777,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
フィオナ・アムンゼン,1779,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
ジョバンニ・インネッラ,1780,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
コンラッド・ユーシチンスキ,1781,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
イルワン・アーメット＆ティタ・サリナ,1782,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
ジュスティーヌ・エマー,1785,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
エマニュエル・ギヨー,1786,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
カロリーナ・ブレグーワ,1787,トーキョーアーツアンドスペースレジデンシー,2016,2016,,有り,英語,無し,,なし,なし
"時空を越える虚無僧尺八の世界 ～虚無僧尺八の最大の寺・越後明暗寺所縁の虚無僧を迎えて～ ― 中村明一尺八リサイタル ―",1788,よみうり大手町ホール,2016,2016,,有り,英語,無し,,,なし
創邦21　第14回作品演奏会,1791,"紀尾井ホール - 紀尾井小ホール",2016,2016,,有り,英語,無し,,,なし
金曜コンサート,1793,"日比谷公園 - 小音楽堂",2016,2016,,無し,,無し,,,なし
祝傘寿　川瀬順輔の会,1797,"国立能楽堂 ‐ 能舞台",2016,2016,,有り,英語,無し,,,なし
"邦楽聖会公演 No19",1799,"東京オペラシティ - リサイタルホール",2016,2016,,有り,英語,無し,,,なし
水曜コンサート,1800,"日比谷公園 - 小音楽堂",2016,2016,,無し,,無し,,,なし
"第30回 現代邦楽作曲家連盟作品演奏会",1801,"紀尾井ホール - 紀尾井小ホール",2016,2016,,有り,英語,無し,,,なし
"第13回 ユネスコ記念能",1802,国立能楽堂,2016,2016,,有り,英語,無し,,,なし
さくらこまち和楽団・イタリア公演2016,1804,"ミラノ大学 - 音楽ホール アウラ マナ|メディチ・リッカルディ宮殿 - 中庭|バシリカ サン ジョヴァンニ教会 - ホール|ボローニャ音楽博物館 - ホール|ベルガマッシ教会 - ホール",2016,2016,,有り,英語,無し,,,なし
"邦楽展28　koto Collection Today",1805,霞が関ナレッジスクエアー,2016,2016,,有り,英語,無し,,,なし
代々木果迢会別会「一之輔落語×竹灯籠能『菊慈童』」,1807,"妙壽寺 - 本堂",2016,2016,,有り,英語,無し,,,なし
"OSMOSIS Fest",1809,"Cultural and Creative district of Taiwan Power Company|Waley Art space|Thinkers’Theatre|The Pier-2 Art Center|Live warehouse|89 PIER-2 CINEMA|Kaohsiung experimental theatre",2016,2016,,有り,英語,無し,,,なし
舞台芸術制作者オープンネットワーク（ON-PAM）による創造環境整備事業,1817,"豊島区舞台芸術交流センター（あうるすぽっと） - 会議室|芸能花伝舎",2016,2016,,有り,英語,無し,,,なし
スロームーブメント豊洲公演,1820,新豊洲ブリリア・ランニングスタジアム,2016,2016,,有り,英語,無し,,,なし
"河崎 純　音楽詩劇公演プロジェクト",1822,"HIGH FEST International Performing Arts Festival, Hamazgayin State Theatre|国立現代美術センター★場所不明|Long Arms Festival, DOM Cultural Center",2016,2016,,有り,英語,無し,,,なし
サウンド・ライブ・トーキョー,1829,スーパー・デラックス（港区）,2016,2016,,有り,英語,無し,,,なし
"伶楽舎 第十三回雅楽演奏会 ～武満徹「秋庭歌一具」",1835,"東京オペラシティ - コンサートホール",2016,2016,,有り,英語,無し,,,なし
《障害の家》プロジェクト,1836,3331アーツ千代田,2016,2016,,有り,英語,無し,バリアフリー対応施設,,なし
"10月1日 臨時開催",1856,国立西洋美術館,2016,2016,,無し,,無し,バリアフリー対応施設,なし,なし
11月20日「あいうえの特別企画」にて実施,1858,"東京都美術館 - 交流棟 2F アートスタディルーム",2016,2016,,無し,,無し,バリアフリー対応施設,なし,なし
あいうえの　temp,1859,"国立国会図書館 - 国際子ども図書館|東京都恩賜上野動物園|東京都美術館|国立科学博物館|東京藝術大学|東京文化会館|国立西洋美術館|上野の森美術館",2016,2016,,無し,,無し,バリアフリー対応施設,なし,なし
"カルチュラル・タイフーン 2016「それを感じられるか？」Can You Feel It ？ ― グローバル化する都市への文化的介入",1860,"東京芸術大学 - 上野キャンパス",2016,2016,,有り,英語,無し,,,あり・チラシ画像
10月15日,1861,"東京都美術館 - 交流棟 2F アートスタディルーム",2016,2016,,無し,,無し,バリアフリー対応施設,なし,なし
"10月15日 臨時開催",1862,国立西洋美術館,2016,2016,,無し,,無し,バリアフリー対応施設,なし,なし
"11月19日 臨時開催",1864,国立西洋美術館,2016,2016,,無し,,無し,バリアフリー対応施設,なし,なし
11月19日「あいうえの特別企画」にて実施,1865,"東京都美術館 - 講堂",2016,2016,,無し,,無し,バリアフリー対応施設,なし,なし
2月18日,1866,"東京都美術館 - 交流棟 2F アートスタディルーム",2016,2016,,無し,,無し,バリアフリー対応施設,なし,なし
建築模型を語る――日本の建築家10人が考える建築模型のこれから,1868,"Terratoria|T-Art Gallery",2016,2016,,有り,英語,無し,,,
ようこそ！お囃子の世界へ　三ッ目囃,1870,"中町公園（八王子市） - 屋外ステージ",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
“桐”と“竹”音色七色,1872,"中町公園（八王子市） - 屋外ステージ",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
八王子芸妓衆の華と粋,1873,"中町公園（八王子市） - 屋外ステージ",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,あり・その他画像
地芝居を楽しむ！秋川歌舞伎,1874,"横山町公園（八王子市） - 屋外ステージ",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
ちょっと小粋にまちめぐり！人力車・昭和レトロ探し,1876,横山町公園（八王子市）|駅前銀座通り（八王子市）|西放射線ユーロード|ゆき乃恵（八王子市）|すず香（八王子市）,2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,無し,,公認プログラム,なし
"Worldwide：Japan Project",1877,"テアトル・ドゥ・ラ・メール（Théâtre de la Mer）|LIQUIDROOM",2016,2016,,有り,英語,無し,,,なし
北とぴあ国際音楽祭2016参加公演「リゲティのホルン・トリオをめぐって」,1882,"北とぴあ - つつじホール",2016,2016,,有り,英語,無し,,,あり・チラシ画像
ミュージック・フロム・ジャパン2017年音楽祭,1884,"スカンジナビアハウス - ヴィクター・ボージ ホール|国際交流基金ニューヨーク日本文化センター|コロンビア大学 - ドッジホール",2016,2016,,有り,英語,無し,,,なし
"栗コーダー＆フレンズ　アジア６カ国 ミュージック＆アート　共同制作プロジェクト",1888,"ラオプラザホテル|国立音楽舞踊学校★場所不明|キティサック・インターナショナル校|サトリハウス★場所不明|東京国立博物館 - 国立舞踊劇場|ソフィテル★場所不明|スターパインズカフェ|パトラワディシアター",2016,2016,,有り,英語,無し,,,なし
"inc. ‒ artist incubation project 2017",1897,"くにたち市民芸術 - 小ホール",2016,2016,,有り,英語,無し,,,なし
"Tokyo Cantat 2017",1899,"すみだトリフォニーホール - 大ホール|森下文化センター|豊洲文化センター|江東区文化センター",2017,2017,,有り,英語,無し,,,なし
"Attack On Dance WorldTour 2016",1905,CCSP（CentroCulturalSãoPaulo／サンパウロ市文化センター）,2016,2016,,有り,英語,無し,,,なし
マクベス（仮）,1907,本多劇場,2016,2016,,有り,英語,無し,,,なし
"あやめ十八番 第七回公演「霓裳羽衣」",1909,"東京芸術劇場 - シアターウエスト",2016,2016,,無し,,無し,,,なし
シティⅢ,1910,"音楽実験室 - 新世界",2017,2017,,有り,英語,無し,,,なし
現代カナダ演劇・最新作連続公演「エレファント・ソング」,1912,下北沢「劇」小劇場,2016,2016,,無し,,無し,,,なし
「CATFISH」,1914,CLASKA（クラスカ）（目黒区）,2016,2016,,有り,英語,無し,,,なし
「アトレウス」（仮題）,1916,吉祥寺シアター,2016,2016,,有り,英語,無し,,,なし
花園プロジェクト「花園RED／花園BLUE」,1917,すみだパークスタジオ倉,2016,2016,,有り,英語,無し,,,なし
国際共同制作　第１弾　日本xマレーシア　『ファミリー』,1919,"森下スタジオ（江東区） - 本館 C",2016,2016,,有り,英語,無し,,,なし
結城座×鄭義信「ドールズタウン」,1921,下北沢ザ・スズナリ,2016,2016,,有り,英語,無し,,,なし
"Ｃｏ . 山田うん　エストニア公演ツアー",1923,"エストニア国立博物館|Vaba Lava",2016,2016,,有り,英語,無し,,,なし
"OrganWorks アレコレ2「Triple Bill」",1927,豊島区舞台芸術交流センター（あうるすぽっと）,2016,2016,,有り,英語,無し,,,なし
"C/Ompany 主催公演「忘れろ／ボレロ」",1929,"DDD AOYAMA クロスシアター",2016,2016,,有り,英語,無し,,,なし
花粉革命,1931,シアタートラム,2016,2016,,有り,英語,無し,,,なし
"「YEBIZO MEETS」Ⅰ 特別セッション",1978,"恵比寿ガーデンプレイス - COMMON EBISU",2016,2016,,有り,英語,無し,バリアフリー対応施設,なし,
"東京都写真美術館 3F, 2F, B1F展示室",1980,"東京都写真美術館 - 3F 展示室|東京都写真美術館 - 2F 展示室|東京都写真美術館 - B1F 展示室|東京都写真美術館 - 2F ロビー|東京都写真美術館 - 3F ロビー",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,あり・チラシ画像
フェスティバル会場・オールアラウンドガイドツアー,1981,"東京都写真美術館|恵比寿ガーデンプレイス - センター広場|日仏会館 - ギャラリー",2016,2016,,有り,英語,無し,バリアフリー対応施設,なし,なし
"TOP メイン会場・ガイドツアー",1982,東京都写真美術館,2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
"TOP Museum Guided Tour: EnglishVersion",1983,東京都写真美術館,2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
"勅使川原三郎 新作 フランス・ツアー",1989,"リュー・ユニック大アトリエ（Le Lieu unique Grand Atelier ）|マルティーグ・サラン劇場（Theatre des Salines-Scene national de Martigues ）|シャイヨー国立劇場 （Theatre national de Chaillot）",2016,2016,,有り,英語,無し,,,なし
プロジェクト大山　新作公演「それでも　おどって」,1993,シアタートラム,2016,2016,,有り,英語,無し,,,なし
コンドルズ×あうるすぽっと　大赤字コンテンポラリーダンスフェスvol.1「可能性の獣たち2017」,1994,豊島区舞台芸術交流センター（あうるすぽっと）,2016,2016,,有り,英語,無し,,,あり・チラシ画像
ダンス保育園！！,1995,"スパイラルホール（港区）|恵比寿ガーデンプレイス - COMMON EBISU★重複",2016,2016,,有り,英語,無し,,,なし
"コンテンポラリーダンス・ショーケース JAPAN +EAST ASIA",1999,ジャパンソサエティ★重複,2016,2016,,有り,英語,無し,,なし,なし
"インフラ　INFRA -Between Musin and Arts, BetweenTokyo and Berlin",2001,"インポートプロジェクト（Import project）★場所不明|山本現代",2016,2016,,有り,英語,無し,,,なし
ホスピタルとデザイン展,2004,"アクシスギャラリー - シンポジア",2016,2016,,有り,英語,無し,,,なし
"Art, Media and I, TOKYO（AMIT）2017",2006,"丸ビル - マルキューブ",2016,2016,,有り,英語,無し,,,なし
ジェイ・チュン＆キュウ・タケキ・マエダ展,2008,statements（ステイトメンツ）（渋谷区）,2016,2016,,有り,英語,無し,,,なし
"Reborn Homes through my voice",2011,旧平櫛田中邸,2016,2016,,有り,英語,無し,,,なし
泡とねばり、とうきょう,2013,新宿眼科画廊,2016,2016,,有り,英語,無し,,,なし
アート産業市場『見える化』プロジェクト,2015,東京都内各所,2016,2016,,有り,英語,無し,,,なし
石塚元太良新作展『Demarcation』実行委員会,2018,"Gallery 916",2016,2016,,有り,英語,無し,,,なし
映画をめぐる視覚のあり方を問う新作映画制作,2021,UPLINK（アップリンク渋谷）,2016,2016,,有り,英語,無し,,,なし
"第十四回 飛鳥山薪能公演　及び　飛鳥山薪能 能楽鑑賞会",2023,"飛鳥山公園 ‐ 野外舞台",2016,2016,,有り,英語,無し,,,なし
徹の笛　̶第八回福原徹演奏会̶,2025,"東京文化会館 - 小ホール",2016,2016,,有り,英語,無し,,,なし
「Ｗ.Ｂ.イエーツを魅了した能の演目から」ニューヨーク公演,2026,ジャパン・ソサエティー,2016,2016,,有り,英語,無し,,,なし
"第2回 今藤政太郎作品演奏会",2028,"紀尾井ホール - 紀尾井小ホール",2016,2016,,有り,英語,無し,,,なし
東京高円寺阿波おどり台湾公演2017,2029,慈恵宮|国立台湾戯曲学院|松山慈祐宮,2016,2016,,有り,英語,無し,,,なし
"野坂操壽 × 沢井一恵「変絃自在」サンフランシスコ公演",2033,"San Francisco Public Library|Maybeck Studio|Herbst Theatre",2016,2016,,有り,英語,無し,,,なし
