"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Google API Key","Enqueue Google Maps API Script","Enqueue ACF Google Maps Script","Force Shortcodes Processing","Multilingual VC Snippet IDs","Multilingual ACF Field Picker IDs",会場の所属する自治体,会場の存在する自治体名,人数,"Tokyo FESTIVALの分類",WEBサイトのアドレス,概要,対象,会場(投稿),会場,主催,共催,協賛,協力,後援,申請自治体,開催年度,"単日/複数日 - 期間",開催時間,開催日数（展覧会・公演）,公演回数／実施回数（講演、ワークショップ等）,人数/参加者数,料金,出演者数／出展アーティスト数／登壇者数等,出演者数／出展アーティスト数／登壇者数等（外国人）,ジャンル,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,多言語対応（例）音声ガイドの多言語化,多言語対応（例）キャプション・字幕の多言語化,多言語対応（例）その他の多言語化,多言語対応（例）その他の多言語化（内容）,バリアフリー対応の有無,バリアフリー対応策（例）,バリアフリー対応策（例）その他,組織委員会の認証の有無,画像等データの有無,画像,動画URL,関連プログラム名,事業マスター,カテゴリ,"Tokyo FESTIVALの分類",決算額_year,決算額_price,概要,WEBサイトURL,カテゴリ・プログラム登録_title,カテゴリ・プログラム登録_projectninzuu,カテゴリ・プログラム登録_content_program,会場の所属する自治体,会場の存在する自治体名
,,,,,,,,,,,,,,,,1,,"「東京文化会館オペラBOX」と連動して、青少年が芸術文化に触れる機会を提供する様々な体験型ワークショップを開催し、未来を担う青少年の心に豊かな感受性を育んだ。
2016年度の演目は「魔笛」となる。この公演に出演する児童合唱ワークショップ、本番で使用する道具等を作成する工作ワークショップ、舞台デザインなど舞台を創り上げる専門家を目指す学生たちへ向けたワークショップを開催した。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2016,,"「東京文化会館オペラBOX」と連動して、青少年が芸術文化に触れる機会を提供する様々な体験型ワークショップを開催し、未来を担う青少年の心に豊かな感受性を育んだ。
2016年度の演目は「魔笛」となる。この公演に出演する児童合唱ワークショップ、本番で使用する道具等を作成する工作ワークショップ、舞台デザインなど舞台を創り上げる専門家を目指す学生たちへ向けたワークショップを開催した。",,,,オペラの登場人物になる！《童子》|オペラの登場人物になる！《合唱・演技》,,
,,,,,,,,,,,,,,,,1,,"多様な参加型音楽プログラムを用いて、墨田区を中心とした地域住民が交流できる場を生み出し、その活動を東東京全域へ広げていくことを目的としたプロジェクト。音楽を単に「鑑賞」するだけではなく、当事者として積極的に関わることのできる仕組みを検討し、実践していく。
<div class=""page"" title=""Page 126"">
<div class=""layoutArea"">
<div class=""column"">

開催期間 平成28年(2016年)4月~平成29年(2017年)3月
<div class=""page"" title=""Page 126"">
<div class=""layoutArea"">
<div class=""column"">

会 場 東東京エリア
<div class=""page"" title=""Page 126"">
<div class=""layoutArea"">
<div class=""column"">

主 催 東京都、アーツカウンシル東京(公益財団法人東京都歴史文化財団)、特定非営利活動法人トッピングイースト
<div class=""page"" title=""Page 126"">
<div class=""layoutArea"">
<div class=""column"">

後 援 墨田区教育委員会、一般社団法人墨田区観光協会 [ ほくさい音楽博 ]
<div class=""page"" title=""Page 126"">
<div class=""layoutArea"">
<div class=""column"">

協 賛 東京東信用金庫、J:COM すみだ・台東、国技館通り商店会、回向院 [ ほくさい音楽博 ]
<div class=""page"" title=""Page 126"">
<div class=""layoutArea"">
<div class=""column"">

協 力 陸奥部屋[ほくさい音楽博]、日本大学佐藤慎也研究室[BLOOMING EAST]
<div class=""page"" title=""Page 126"">
<div class=""layoutArea"">
<div class=""column"">

入場者数 2,707人

</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2016,,"多様な参加型音楽プログラムを用いて、墨田区を中心とした地域住民が交流できる場を生み出し、その活動を東東京全域へ広げていくことを目的としたプロジェクト。音楽を単に「鑑賞」するだけではなく、当事者として積極的に関わることのできる仕組みを検討し、実践していく。
<div class=""page"" title=""Page 126"">
<div class=""layoutArea"">
<div class=""column"">

開催期間 平成28年(2016年)4月~平成29年(2017年)3月
<div class=""page"" title=""Page 126"">
<div class=""layoutArea"">
<div class=""column"">

会 場 東東京エリア
<div class=""page"" title=""Page 126"">
<div class=""layoutArea"">
<div class=""column"">

主 催 東京都、アーツカウンシル東京(公益財団法人東京都歴史文化財団)、特定非営利活動法人トッピングイースト
<div class=""page"" title=""Page 126"">
<div class=""layoutArea"">
<div class=""column"">

後 援 墨田区教育委員会、一般社団法人墨田区観光協会 [ ほくさい音楽博 ]
<div class=""page"" title=""Page 126"">
<div class=""layoutArea"">
<div class=""column"">

協 賛 東京東信用金庫、J:COM すみだ・台東、国技館通り商店会、回向院 [ ほくさい音楽博 ]
<div class=""page"" title=""Page 126"">
<div class=""layoutArea"">
<div class=""column"">

協 力 陸奥部屋[ほくさい音楽博]、日本大学佐藤慎也研究室[BLOOMING EAST]
<div class=""page"" title=""Page 126"">
<div class=""layoutArea"">
<div class=""column"">

入場者数 2,707人

</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/topping-east/11503/,"ほくさい音楽博,和田永「エレクトロニコス・ファンタスティコス！」,東東京総舞台化計画「BLOOMING EAST」,拠点形成事業「トッピングイースト　トライアルレジデンス」",",,,","募集プログラム　プログラムA　スティールパン|募集プログラム　プログラムB　義太夫|募集プログラム　プログラムC　ウクレレ|プレトークイベント「この街の音楽の未来を語ろう」|発表会「ほくさい音楽博」,リサーチ|BLOOMING EAST オープンキャンパス,NICOS LAB",,
,,,,,,,,,,,,,,,,1,,「ワンダーシード2018」の関連企画として、「ワンダーシード2010、2013」に参加した今村文を講師に迎えたワークショップを開催しました。今村は、クラフト紙に水彩絵具で描いた小さな花を切り抜き、空間に構成するなど、植物をモチーフとした作品を制作しています。ワークショップでは、一粒の種といくつかのヒントから自由にイメージした花を制作。鉛筆で下書きし、水彩絵具で色を塗った後、はさみやカッターで切り抜き、花の名前や花言葉を添えて、それぞれの個性豊かなオリジナルの花を作りました。参加者の作品は、「ワンダーシード2018」最終日まで種と花言葉を書いたワークシートとともに展示し、会場を彩りました。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,「ワンダーシード2018」の関連企画として、「ワンダーシード2010、2013」に参加した今村文を講師に迎えたワークショップを開催しました。今村は、クラフト紙に水彩絵具で描いた小さな花を切り抜き、空間に構成するなど、植物をモチーフとした作品を制作しています。ワークショップでは、一粒の種といくつかのヒントから自由にイメージした花を制作。鉛筆で下書きし、水彩絵具で色を塗った後、はさみやカッターで切り抜き、花の名前や花言葉を添えて、それぞれの個性豊かなオリジナルの花を作りました。参加者の作品は、「ワンダーシード2018」最終日まで種と花言葉を書いたワークシートとともに展示し、会場を彩りました。,,,,"[2017]ワンダーシード2018関連企画ワークショップ  種から咲かそう！ワンダーフラワー",,
,,,,,,,,,,,,,,,,1,,"ワンダーシードは、“BUY=SUPPORT”（作品購入による若手アーティストの支援）をコンセプトに、作品と多くの美術愛好家が出合える場を作ることを目的として2003年から実施している公募プログラムです。16回目となる2017年度は、16歳から35歳までの作家による80点の作品が審査員により選ばれ、TOKAS本郷とギャラリーWALLS TOKYOのウェブサイトで展示・販売されました。オンラインで作品の購入機会を設けることで、より多くの方に作品をご覧いただけるようにしました。また、応募作品のサイズをS10号以下とし、作品を購入して家に飾ることをより身近に感じてもらうことも本展のねらいのひとつです。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,"ワンダーシードは、“BUY=SUPPORT”（作品購入による若手アーティストの支援）をコンセプトに、作品と多くの美術愛好家が出合える場を作ることを目的として2003年から実施している公募プログラムです。16回目となる2017年度は、16歳から35歳までの作家による80点の作品が審査員により選ばれ、TOKAS本郷とギャラリーWALLS TOKYOのウェブサイトで展示・販売されました。オンラインで作品の購入機会を設けることで、より多くの方に作品をご覧いただけるようにしました。また、応募作品のサイズをS10号以下とし、作品を購入して家に飾ることをより身近に感じてもらうことも本展のねらいのひとつです。",,,,ワンダーシード2018,,
,,,,,,,,,,,,,,,,1,,アートやデザイン、建築、キュレーションといった創造的分野で活躍する世界中のクリエーターが来日して制作やリサーチ活動を行うTOKASレジデンシー。そこに滞在するクリエーター達の普段はなかなか見ることのできない制作過程を展示・公開しました。3期に分かれた各レジデンス期間の最終月にあたる7月、11月、3月に3日間開催し、滞在クリエーターによる作品や活動の発表、さまざまな分野のゲストを招いたスペシャル・トークを行いました。また、宿泊室や共有スペースの施設見学ツアーや、「二国間交流事業プログラム」の海外提携機関の資料も展示し、広く一般にレジデンス事業への理解を深める場となりました。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,アートやデザイン、建築、キュレーションといった創造的分野で活躍する世界中のクリエーターが来日して制作やリサーチ活動を行うTOKASレジデンシー。そこに滞在するクリエーター達の普段はなかなか見ることのできない制作過程を展示・公開しました。3期に分かれた各レジデンス期間の最終月にあたる7月、11月、3月に3日間開催し、滞在クリエーターによる作品や活動の発表、さまざまな分野のゲストを招いたスペシャル・トークを行いました。また、宿泊室や共有スペースの施設見学ツアーや、「二国間交流事業プログラム」の海外提携機関の資料も展示し、広く一般にレジデンス事業への理解を深める場となりました。,,"2017.7.21 -7.23",,"[オープン・スタジオ 2017-2018]2017.7.21 -7.23|[オープン・スタジオ 2017-2018]2017.11.10-11.12|[オープン・スタジオ 2017-2018]2018.3.9-3.11",,
,,,,,,,,,,,,,,,,1,,"主催公演に出演するアーティストによるワークショップ「Talk & Lesson」では、音楽家に限らず一般の観客にも楽しめるトークショー形式のワークショップを展開した。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2016,,"主催公演に出演するアーティストによるワークショップ「Talk & Lesson」では、音楽家に限らず一般の観客にも楽しめるトークショー形式のワークショップを展開した。",http://www.t-bunka.jp/old/sponsership/spo_160921.html,,,"ミュージック・プログラム・トーキョーMusic　EducationProgram Talk & lesson",,
,,,,,,,,,,,,,,,,1,,"【事業概要】
開催期間　　平成29（2017）年4月8日（土）～平成30（2018）年3月25日（日）
会　　場　　東京都江戸東京博物館、浅草文化観光センター　ほか
主　　催　　アーツカウンシル東京（公益財団法人東京都歴史文化財団）
助成・協力　　東京都
共　　催　　台東区（日本舞踊プログラム、長唄三味線プログラムのみ）
鑑賞・体験人数　　延べ35,653人

【事業趣旨（目的）】
東京が誇る日本の伝統文化・芸能を国内外に広く発信するため、観光拠点等において外国人が伝統文化・芸能を短
時間で体験し、理解できる機会を提供することを目的に実施した。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,"【事業概要】
開催期間　　平成29（2017）年4月8日（土）～平成30（2018）年3月25日（日）
会　　場　　東京都江戸東京博物館、浅草文化観光センター　ほか
主　　催　　アーツカウンシル東京（公益財団法人東京都歴史文化財団）
助成・協力　　東京都
共　　催　　台東区（日本舞踊プログラム、長唄三味線プログラムのみ）
鑑賞・体験人数　　延べ35,653人

【事業趣旨（目的）】
東京が誇る日本の伝統文化・芸能を国内外に広く発信するため、観光拠点等において外国人が伝統文化・芸能を短
時間で体験し、理解できる機会を提供することを目的に実施した。",https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/traditional-experience/18068/,,,"【2017】東京都江戸東京博物館　演芸プログラム,【2017】浅草文化観光センター　日本舞踊プログラム,【2017】浅草文化観光センター　長唄三味線プログラム,羽田空港国際線旅客ターミナル　演芸プログラム,東京シティアイ( ＫＩＴＴＥ地下1Ｆ）　箏曲プログラム,浜離宮恩賜庭園　華道プログラム,浜離宮恩賜庭園　江戸指物プログラム,浜離宮恩賜庭園　着物着付けプログラム,歌舞伎プログラム",,
,,,,,,,,,,,,,,,,1,,"東京都内における特別支援学校コンサートとして、2016年度は4校にてオーケストラ・コンサートを行った。

主催：東京オーケストラ事業協同組合",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2016,,"東京都内における特別支援学校コンサートとして、2016年度は4校にてオーケストラ・コンサートを行った。

主催：東京オーケストラ事業協同組合",,,,東京都内における特別支援学校コンサート（東京都立青峰学園体育館）|東京都内における特別支援学校コンサート（東京都立清瀬特別支援学校）|東京都内における特別支援学校コンサート（東京都立白鷺特別支援学校）|東京都内における特別支援学校コンサート（東京都立江東特別支援学校）,,
,,,,,,,,,,,,,,,,1,,"主催公演に出演するアーティストによるワークショップ「Talk & Lesson」では、音楽家に限らず一般の観客にも楽しめるトークショー形式のワークショップを展開した。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,"主催公演に出演するアーティストによるワークショップ「Talk & Lesson」では、音楽家に限らず一般の観客にも楽しめるトークショー形式のワークショップを展開した。",,,,"小曽根 真ワークショップ「自分でみつける音楽」Vol.5",,
,,,,,,,,,,,,,,,,1,,次世代を担う若者へ、舞台芸術に直接触れる機会を提供することによって、舞台芸術に対する愛情・理解を深め、芸術分野の人材育成を行うことを目的として実施。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,次世代を担う若者へ、舞台芸術に直接触れる機会を提供することによって、舞台芸術に対する愛情・理解を深め、芸術分野の人材育成を行うことを目的として実施。,,,,オペラの登場人物になる！《合唱・演技》《ダンス》|オペラの登場人物になる《工作》,,
,,,,,,,,,,,,,,,,1,,トーキョーワンダーサイト（TWS）の事業に参加したアーティストを継続的に紹介するプログラムとして、音楽やパフォーマンス、バイオロジーなど、領域横断的な活動を国内外で続ける3名が展示をしました。身分や職業、人種、国境のように、時に他者との間に境界線を引くことで、私たちは自己の存在を守っています。美術の領域を拡張し、越えていこうとする彼らの作品は、他者との境界をますます強固にしている現代社会において、その不自由さを明らかにするものでした。2005年から既存の美術館やギャラリーの枠組みを超えたスペースとして活動してきたTWS渋谷の最後の展覧会では、社会に対峙する私たちの在り方を三様の作品から思考しました。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,トーキョーワンダーサイト（TWS）の事業に参加したアーティストを継続的に紹介するプログラムとして、音楽やパフォーマンス、バイオロジーなど、領域横断的な活動を国内外で続ける3名が展示をしました。身分や職業、人種、国境のように、時に他者との間に境界線を引くことで、私たちは自己の存在を守っています。美術の領域を拡張し、越えていこうとする彼らの作品は、他者との境界をますます強固にしている現代社会において、その不自由さを明らかにするものでした。2005年から既存の美術館やギャラリーの枠組みを超えたスペースとして活動してきたTWS渋谷の最後の展覧会では、社会に対峙する私たちの在り方を三様の作品から思考しました。,,,,"[2017]渋谷自在 ―無限、あるいは自己の領域",,
,,,,,,,,,,,,,,,,1,,東京音楽コンクール入賞者による本格的なクラシックコンサートを、子どもたちの身近な場所である学校内で実施し、未来を担う子どもたちの豊かな感受性の育成を目指し、親しみやすい話を交えながら、演奏に加わったり、指揮者体験などのミニワークショップも行いながら楽しくわかりやすく実施した。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,東京音楽コンクール入賞者による本格的なクラシックコンサートを、子どもたちの身近な場所である学校内で実施し、未来を担う子どもたちの豊かな感受性の育成を目指し、親しみやすい話を交えながら、演奏に加わったり、指揮者体験などのミニワークショップも行いながら楽しくわかりやすく実施した。,,,,"練馬区立小竹小学校|大田区立松仙小学校|町田市立町田第三小学校|江東区立大島南小学校|台東区立坂本保育園,八王子市立上柚木小学校|江戸川区立鎌田東小学校|葛飾区立堀切中学校|八王子市立上壱分方小学校|新宿区立落合第五小学校,西東京市立谷戸小学校|東村山市立秋津小学校|八王子市立由井第一小学校|北区立王子第二小学校|台東区立柏葉中学校,小平市立小平第九小学校|台東区立根岸小学校|江東区立つばめ幼稚園|江東区立浅間堅川小学校|台東区立浅草橋保育園,荒川区立東日暮里幼稚園|福生市福生第二小学校|台東区立忍岡小学校",,
,,,,,,,,,,,,,,,,1,,"トーキョーワンダーサイト（TWS）の2館目として2005年に開館したTWS渋谷は、2017年9月末に運営を終了しました。最後の開館日には、「渋谷自在―無限、あるいは自己の領域」の会場を舞台に3組が出演し、クロージング・イベントを開催。西原は、縦笛や太鼓などの楽器に加え、作品の素材であるトタンを使いパフォーマンスを披露しました。潘は、作家自身が彫刻となって梱包、搬出されるパフォーマンス《搬出》を映像作品とともに発表。オル太＋開放回路は、現代における伝承のあり方をリサーチするプロジェクト《伝承 Pang Pang ν（ニュー）》を上演し、日本と韓国の祭りや民謡、風習を取り入れたパフォーマンスを行いました。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,"トーキョーワンダーサイト（TWS）の2館目として2005年に開館したTWS渋谷は、2017年9月末に運営を終了しました。最後の開館日には、「渋谷自在―無限、あるいは自己の領域」の会場を舞台に3組が出演し、クロージング・イベントを開催。西原は、縦笛や太鼓などの楽器に加え、作品の素材であるトタンを使いパフォーマンスを披露しました。潘は、作家自身が彫刻となって梱包、搬出されるパフォーマンス《搬出》を映像作品とともに発表。オル太＋開放回路は、現代における伝承のあり方をリサーチするプロジェクト《伝承 Pang Pang ν（ニュー）》を上演し、日本と韓国の祭りや民謡、風習を取り入れたパフォーマンスを行いました。",,,,"[2017]TWS渋谷 クロージング・イベント",,
,,,,,,,,,,,,,,,,1,,教育普及事業の一環として学校の授業外で行われているブラスバンドやオーケストラなどの活動の場へ演奏家を派遣し、専門的に楽器を演奏する子供たちの技術指導を行い、一緒にコンサートを創り上げた。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,教育普及事業の一環として学校の授業外で行われているブラスバンドやオーケストラなどの活動の場へ演奏家を派遣し、専門的に楽器を演奏する子供たちの技術指導を行い、一緒にコンサートを創り上げた。,,,,羽村市立羽村西小学校|昭島市立多摩辺中学校,,
,,,,,,,,,,,,,,,,1,,"学校の授業の一環として、以下のプログラムを実施した。
　① 　ポルトガルの音楽施設“カーザ・ダ・ムジカ”との国際連携企画で誕生したオリジナルのワークショップを開催し、音楽をコミュニケーションのツールとした特別の体験をする機会を提供した。
　② 　プラチナ・シリーズの出演者によるワークショップを実施した。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,"学校の授業の一環として、以下のプログラムを実施した。
　① 　ポルトガルの音楽施設“カーザ・ダ・ムジカ”との国際連携企画で誕生したオリジナルのワークショップを開催し、音楽をコミュニケーションのツールとした特別の体験をする機会を提供した。
　② 　プラチナ・シリーズの出演者によるワークショップを実施した。",,,,"東村山市立大岱小学校|八王子市立上川口小学校|墨田区立言問小学校|文京区立後楽幼稚園|台東区立上野小学校,八王子市立由木西小学校|八王子市立恩方第一小学校|台東区立金曽木小学校|台東区立台東保育園|台東区立大正幼稚園（Workshop Workshop!国際連携企画）,台東区立松が谷保育園|八王子市立第六小学校|台東区立千束保育園|足立区立鹿浜西小学校|新宿区立西新宿小学校,台東区立浅草小学校|葛飾区立北住吉幼稚園|台東区立玉姫保育園|小金井市立小金井第一中学校（特別支援学級）|千代田区立番町幼稚園,台東区立石浜橋場こども園|多摩市立青陵中学校|北区立柳田小学校|稲城市立南山小学校|日の出町立大久野中学校,台東区立待乳保育園|文京区立湯島幼稚園|小平市立緑小学校|墨田区立押上小学校|文京区立第一幼稚園",,
,,,,,,,,,,,,,,,,1,,"【事業概要】
開催期間　　平成29（2017）年10月７日（土）～11月12日（日）23日間　※木、金、土、日曜日と祝日開催
会　　場　　清澄白河駅周辺エリア、東京藝術大学アーツ・アンド・サイエンス・ラボ
主　　催　　東京都、東京都現代美術館・アーツカウンシル東京（公益財団法人東京都歴史文化財団）
後　　援　　江東区
特別協力　　 深川資料館通り商店街協同組合、グランチェスター・ハウス、カディスト・アート・ファウンデー
ション、東京藝術大学社会連携センター、東京藝術大学芸術情報センター、東京藝術大学大学院
国際芸術創造研究科、東京藝術大学 古川研究室、東京大学 廣瀬・谷川・鳴海研究室
助　　成　　アンスティチュ・フランセ、モンドリアン財団
協　　賛　　株式会社 資生堂、公益財団法人 クマ財団、大日本印刷株式会社
協　　力　　 東京大学地震研究所、デル株式会社、ユニティ・テクノロジーズ・ジャパン合同会社、大阪大学大
学院情報科学研究科、慶應義塾大学大学院メディアデザイン研究科、錯視ブロックワークショップ
グループ、ケイ・インターナショナルスクール東京、一般社団法人 江東区観光協会、法政大学大
学院 地域創造システム研究所、江東区文化観光ガイドの会、株式会社中川ケミカル、株式会社 森
木ペーパー、江東区深川江戸資料館、江東区立深川図書館、Coci la elle、smokebooks、オール
プレス エスプレッソ、三河屋精米店、大久保クリーニング、ナンディニ、御菓子司 双葉、株式会
社スタートライン
来場者数　　10,140人（MOT スペース＋案内所の合計数）
関連プログラム参加人数　　806人",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,"【事業概要】
開催期間　　平成29（2017）年10月７日（土）～11月12日（日）23日間　※木、金、土、日曜日と祝日開催
会　　場　　清澄白河駅周辺エリア、東京藝術大学アーツ・アンド・サイエンス・ラボ
主　　催　　東京都、東京都現代美術館・アーツカウンシル東京（公益財団法人東京都歴史文化財団）
後　　援　　江東区
特別協力　　 深川資料館通り商店街協同組合、グランチェスター・ハウス、カディスト・アート・ファウンデー
ション、東京藝術大学社会連携センター、東京藝術大学芸術情報センター、東京藝術大学大学院
国際芸術創造研究科、東京藝術大学 古川研究室、東京大学 廣瀬・谷川・鳴海研究室
助　　成　　アンスティチュ・フランセ、モンドリアン財団
協　　賛　　株式会社 資生堂、公益財団法人 クマ財団、大日本印刷株式会社
協　　力　　 東京大学地震研究所、デル株式会社、ユニティ・テクノロジーズ・ジャパン合同会社、大阪大学大
学院情報科学研究科、慶應義塾大学大学院メディアデザイン研究科、錯視ブロックワークショップ
グループ、ケイ・インターナショナルスクール東京、一般社団法人 江東区観光協会、法政大学大
学院 地域創造システム研究所、江東区文化観光ガイドの会、株式会社中川ケミカル、株式会社 森
木ペーパー、江東区深川江戸資料館、江東区立深川図書館、Coci la elle、smokebooks、オール
プレス エスプレッソ、三河屋精米店、大久保クリーニング、ナンディニ、御菓子司 双葉、株式会
社スタートライン
来場者数　　10,140人（MOT スペース＋案内所の合計数）
関連プログラム参加人数　　806人",http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html,"ＭＯＴスペース	,ＭＯＴスポット	,関連プログラム	",",,","深川資料館通り商店街協同組合事務所1F|グランチェスター・ハウス|旧喫茶店|三好の旧製本所|三好の旧建具屋|平野の旧印刷所|東京藝術大学 アーツ・アンド・サイエンス・ラボ,オールプレス エスプレッソ、ナンディニ、大久保クリーニング、smokebooks、御菓子司 双葉、株式会社スター  トライン、Coci la elle（コシラエル本店）、三河屋さんの米置き場、江東区立深川図書館,キックオフ・ミーティング|レセプション|下道基行「見えない風景/深川編」ワークショップ|石塚まこ公開制作|ミリアム・レフコウィッツによる参加型パフォーマンス|参加作家によるアーティストトーク|ミリアム・レフコウィッツによる参加型パフォーマンス|Atsuko Nakamura によるワークショップ「水のプリントに挑戦してみよう！」|ウェンデリン・ファン・オルデンボルフによる上映会＆トーク|ウェンデリン・ファン・オルデンボルフによるワークショップ|ARまちあるきツアー  清澄白河/MOT サテライトをめぐる|錯視ブロックワークショップグループ  「サッカク・ブロック・ワークショップ」|錯視ブロックワークショップグループ  「サッカク・ブロック・ワークショップ」|冨井大裕によるイベント「時間の彫刻」|パフォーマンス 古川聖・藤井晴行・濵野峻行・小林祐貴   「Architecture dreams Music/ 建築が夢見る音楽」|下道基行「見えない風景/深川編」ワークショップ|トーク＆まち歩きクルーズ「ガイドとめぐる清澄白河」",,
,,,,,,,,,,,,,,,,1,,2016年度トーキョーワンダーサイトの〈二国間交流事業プログラム〉に参加し、海外各地の提携機関で滞在制作を行った8名の日本人クリエーターによる成果発表展。各展示室でインスタレーションを展開した3名のクリエーターのほか、5名はレジデンス滞在の経験を報告形式で発表しました。今回参加したクリエーターは、それぞれの派遣先での活動において、現代社会に漂う空気を敏感に感じ取り、既存の認識や価値観が絶対ではないということを示唆に富んだメッセージで表現しました。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,2016年度トーキョーワンダーサイトの〈二国間交流事業プログラム〉に参加し、海外各地の提携機関で滞在制作を行った8名の日本人クリエーターによる成果発表展。各展示室でインスタレーションを展開した3名のクリエーターのほか、5名はレジデンス滞在の経験を報告形式で発表しました。今回参加したクリエーターは、それぞれの派遣先での活動において、現代社会に漂う空気を敏感に感じ取り、既存の認識や価値観が絶対ではないということを示唆に富んだメッセージで表現しました。,,"C/Sensor-ed Scape,Part.2 イマジナリー・シノニム,Part.3 アートセンター・アズ・ワールド・シチズン",",,",,,
,,,,,,,,,,,,,,,,1,,"若手音楽家による実験的コンサート""Born Creative"" Festival 2017

朝から夜まで一日中、東京芸術劇場に常識やルールにとらわれない新しい音楽が満ち溢れる1-dayフェスティバル。赤ちゃんからシニアまでを対象とし、現代音楽、電子音楽、稚楽、即興音楽など異ジャンルの音楽を藤倉大のボーン・クリエイテイヴな感性によりシャッフルし、ジャンルを越えた音の冒険として提供する。日中に行われたデイタイム・プログラムから夕方に行われたスペシャル・コンサートに至るまで、高水準な音楽が東京芸術劇場内に響き渡り、親しみやすい形式で創造性あふれる音楽を提供した。
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,"若手音楽家による実験的コンサート""Born Creative"" Festival 2017

朝から夜まで一日中、東京芸術劇場に常識やルールにとらわれない新しい音楽が満ち溢れる1-dayフェスティバル。赤ちゃんからシニアまでを対象とし、現代音楽、電子音楽、稚楽、即興音楽など異ジャンルの音楽を藤倉大のボーン・クリエイテイヴな感性によりシャッフルし、ジャンルを越えた音の冒険として提供する。日中に行われたデイタイム・プログラムから夕方に行われたスペシャル・コンサートに至るまで、高水準な音楽が東京芸術劇場内に響き渡り、親しみやすい形式で創造性あふれる音楽を提供した。
",,,,"“Born Creative” Festival 2017",,
,,,,,,,,,,,,,,,,1,,"海外オーケストラによるコンサートシリーズ。本年度は共催公演として、世界を代表するオーケストラの一つであり、当劇場とは開館以来馴染み深いフィルハーモニア管弦楽団の演奏会を行う。R. シュトラウスをメインに、メンデルスゾーンのヴァイオリン協奏曲という人気プログラムで登場した。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,"海外オーケストラによるコンサートシリーズ。本年度は共催公演として、世界を代表するオーケストラの一つであり、当劇場とは開館以来馴染み深いフィルハーモニア管弦楽団の演奏会を行う。R. シュトラウスをメインに、メンデルスゾーンのヴァイオリン協奏曲という人気プログラムで登場した。",,,,"エサ＝ペッカ・サロネン指揮 フィルハーモニア管弦楽団",,
