id,Title,開催年度,主催
20,プログラムテストデータ,,
68,プログラムテストデータ２,,
208,サブプログラム,,
273,TOPコレクション東京・TOKYO,2018,
274,ワークショップ★該当事業不明削除対象,2018,
281,"プログラム 1",2015,
282,"プログラム 2",2015,
283,"プログラム 3",2015,
323,オフサイト展示・ガイドツアー,2016,東京都|東京都写真美術館|アーツカウンシル東京|日本経済新聞社
334,日仏会館ギャラリー,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
335,レイ・レイ,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
336,ガブリエラ・マンガノ＆シルヴァーナ・マンガノ《そこはそこにない》,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
337,上映,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
338,オフサイト展示,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
339,豊嶋康子,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社
340,ロバート・ノース＆アントワネット・デ・ヨング,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
341,荒木博志、岡田邦雄、佐々木聖（地域連携プログラム：LIBRAIRIE6）,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
342,崟利子,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
344,金氏徹平、木ノ下智恵子,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
345,澤田知子,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
346,森村泰昌,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
347,石川卓磨,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
349,"Ⅰ.YEBIZOナイツ | Side A：マルチプル／アナログ",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
350,"Ⅱ. YEBIZOナイツ｜ Side B：マルチプル／キカイ",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
351,"【総合開館20周年記念事業 第９回恵比寿映像祭】笹本晃《デリケート・サイクル》",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社
352,"シンポジウム ［日仏会館 共催企画］ シネマトグラフ日本伝来 ――稲畑勝太郎とリュミ エール",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
353,"A.「マルチプルな未来」へ Part 1：芸術とスペキュラティヴ・コモンズ",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
354,"B.「マルチプルな未来」へ Part 2：マージナルな映像アーカイヴィングの可能性",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
355,"C.イヴォンヌ・レイナーをめぐって ――ポストモダンダンスと映像の間",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
356,"D.スーザン・ソンタグ ――その思考と生き方に学ぶ",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
357,地域連携プログラム,2016,
358,"「YEBIZO MEETS」Ⅱ 地域発信トーク：伊東建築塾",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
359,"「YEBIZO MEETS」Ⅲ リンクセッション：オーストリア大使館・オーストリア文化フォーラム",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
360,"「YEBIZO MEETS」Ⅳ 地域連携発信 特別イヴェント 「ダンス保育園！！」",2016,"ダンス保育園 ! ! 実行委員会"
361,地域連携プログラム※削除,2016,
368,【建物公開展「アール・デコの花弁　旧朝香宮邸の室内空間」】アール・デコの花弁　旧朝香宮邸の室内空間sample,2016,
370,【建物公開展「アール・デコの花弁　旧朝香宮邸の室内空間」】ギャラリートークsample,2016,
372,【建物公開展「アール・デコの花弁　旧朝香宮邸の室内空間」】トークイベント「昭和の美術タイルと旧朝香宮邸」sample,2016,
373,【建物公開展「アール・デコの花弁　旧朝香宮邸の室内空間」】トークイベント「ディテールのアール・デコ　旧朝香宮邸の室内空間」sample,2016,
375,尺八（9月24日）,2016,東京都江戸東京博物館
376,奇術・落語（9月25日）,2016,東京都江戸東京博物館
377,筝・尺八（10月1日）,2016,東京都江戸東京博物館
378,太神楽・落語（10月2日）,2016,東京都江戸東京博物館
379,尺八・津軽三味線（10月8日）,2016,東京都江戸東京博物館
380,紙切り・落語（10月9日）,2016,東京都江戸東京博物館
381,津軽三味線（10月10日）,2016,東京都江戸東京博物館
382,津軽三味線（10月15日）,2016,東京都江戸東京博物館
383,奇術・落語（10月16日）,2016,東京都江戸東京博物館
384,津軽三味線（10月22日）,2016,東京都江戸東京博物館
386,綱島家年中行事,2016,江戸東京たてもの園
387,武蔵野の歴史と考古学－江戸東京たてもの園収蔵品展－,2016,江戸東京たてもの園
388,川崎平右衛門－武蔵野新田開発の立役者,2016,江戸東京たてもの園|東京都
389,体験！発見！職人さん,2016,江戸東京たてもの園
390,紅葉とたてもののライトアップ,2016,江戸東京たてもの園
392,正月飾りづくり,2016,江戸東京たてもの園
394,たてもの園フェスティバル,2016,江戸東京たてもの園
395,伝統工芸の実演,2016,江戸東京たてもの園
397,パブリック・ミーティング,2016,東京都現代美術館|アーツカウンシル東京|東京都
401,旧駄菓子屋,2016,東京都現代美術館|アーツカウンシル東京|東京都
402,グランチェスター・ハウス,2016,東京都現代美術館|アーツカウンシル東京
403,赤い庇の旧印刷所,2016,東京都現代美術館|アーツカウンシル東京|東京都
404,Ｆ邸,2016,東京都現代美術館|アーツカウンシル東京|東京都
405,深川資料館通り商店街協同組合事務所,2016,東京都現代美術館|アーツカウンシル東京|東京都
408,【特別展】ゴッホとゴーギャン展,2016,東京都美術館|東京新聞|ＴＢＳ
409,"オペラ「眠れる美女～House of theSleeping Beauties～」",2016,東京文化会館
410,映画「眠れる美女」特別上映会,2016,東京文化会館
411,日本･ベルギー交流150年の歴史,2016,東京文化会館
414,"東京芸術劇場パイプオルガンコンサート vol.21 エドガー・クラップ　オルガン・リサイタル",2016,東京芸術劇場|豊島区
415,東京芸術劇場ランチタイム・パイプオルガンコンサート　Vol.118,2016,東京芸術劇場
416,東京芸術劇場ランチタイム・パイプオルガンコンサート　Vol.119,2016,東京芸術劇場
417,東京芸術劇場ナイトタイム・パイプオルガンコンサートVol.16,2016,東京芸術劇場|豊島区
418,"第66回 ～音のレシピのひみつ～ 第2回 ヴェルサイユのオルガニストたち",2016,東京芸術劇場
443,民家の間取りと格式,2016,江戸東京たてもの園
445,鉄道の歴史と都電,2016,江戸東京たてもの園
446,川野商店,2016,江戸東京たてもの園
447,大川邸とクリスマス,2016,江戸東京たてもの園
448,子宝湯と東京の銭湯,2016,江戸東京たてもの園
449,特別展「川崎平右衛門」みどころ,2016,江戸東京たてもの園
450,万世橋交番,2016,江戸東京たてもの園
451,享保の改革と川崎平右衛門,2016,江戸東京たてもの園
452,建築博物館を楽しもう！①「国立近現代建築資料館―その役割と楽しみ方―」,2016,江戸東京たてもの園
453,建築博物館を楽しもう！②「海外の事例に学ぶ―イギリス、アメリカの建築博物館事情―」,2016,江戸東京たてもの園
454,建築博物館を楽しもう！③「明治村からたてもの園へ―ライバルへのメッセージ―」,2016,江戸東京たてもの園
455,スクールプログラム,2016,江戸東京たてもの園
457,博物館ボランティア,2016,江戸東京たてもの園
459,江戸東京でおもてなし,2016,江戸東京たてもの園
460,東京くらしの木檜と杉展,2016,江戸東京たてもの園
463,江戸の正月を楽しもう,2016,江戸東京たてもの園
464,正月の昔あそび,2016,江戸東京たてもの園
468,"東京キャラバンin 六本木",2016,
470,大江戸寄席と花街おどり,2016,アーツカウンシル東京
471,第17回　多摩川流域郷土芸能フェスティバル,2016,アーツカウンシル東京|多摩川流域郷土芸能フェスティバル実行委員会
472,「FORM」,2016,株式会社東京国際フォーラム
473,伝統芸能普及公演　ケルティック能「鷹姫」,2016,アーツカウンシル東京
481,公益財団法人港区スポーツふれあい文化健康財団,2016,公益財団法人東京都歴史文化財団
488,"江戸川区総合文化センター指定管理者 サントリーパブリシティサービス株式会社",2016,公益財団法人東京都歴史文化財団
489,公益財団法人新宿未来創造財団,2016,東京文化会館
490,"足立区西新井文化ホール指定管 理者構成企業　株式会社JTB コミュニケーションデザイン",2016,公益財団法人東京都歴史文化財団
491,羽村市,2016,公益財団法人東京都歴史文化財団
492,公益財団法人大田区文化振興協会,2016,公益財団法人東京都歴史文化財団
493,公益財団法人板橋区文化・国際交流財団,2016,公益財団法人東京都歴史文化財団
494,公益財団法人調布市文化・コミュニティ振興財団,2016,公益財団法人東京都歴史文化財団
495,昭島市,2016,公益財団法人東京都歴史文化財団
496,公益財団法人品川文化振興事業団,2016,公益財団法人東京都歴史文化財団
497,公益財団法人府中文化振興財団,2016,公益財団法人東京都歴史文化財団
498,公益財団法人江東区文化コミュニティ財団,2016,公益財団法人東京都歴史文化財団
499,公益財団法人目黒区芸術文化振興財団,2016,公益財団法人東京都歴史文化財団
500,公益財団法人武蔵野文化事業団,2016,公益財団法人東京都歴史文化財団
501,武蔵村山市民会館（指定管理者株式会社ケイミックス）,2016,公益財団法人東京都歴史文化財団
502,"西東京市保谷こもれびホール指定管理者　株式会社JTB コミュニケーションデザイン",2016,公益財団法人東京都歴史文化財団
503,公益財団法人多摩市文化振興財団,2016,公益財団法人東京都歴史文化財団
504,公益財団法人北区文化振興財団,2016,公益財団法人東京都歴史文化財団
505,小金井市民交流センター指定管理者　こがねいしてぃ共同事業体　サントリーパブリシティサービス株式会社,2016,公益財団法人東京都歴史文化財団
506,公益財団法人練馬区文化振興協会,2016,公益財団法人東京都歴史文化財団
507,秋川キララホール指定管理者代表団体　株式会社コンベンションリンケージ,2016,公益財団法人東京都歴史文化財団
508,葛飾区文化施設指定管理者株式会社キョードー東京,2016,公益財団法人東京都歴史文化財団
511,公益財団法人くにたち文化・スポーツ振興財団,2016,公益財団法人東京都歴史文化財団
515,建物公開展「アール・デコの花弁　旧朝香宮邸の室内空間」,2016,東京都庭園美術館
520,ギャラリートーク,2016,東京都庭園美術館
523,トークイベント「昭和の美術タイルと旧朝香宮邸」,2016,東京都庭園美術館
524,トークイベント「ディテールのアール・デコ　旧朝香宮邸の室内空間」,2016,東京都庭園美術館
526,第5回　外山啓介　ピアノ・リサイタル,2016,東京都庭園美術館|株式会社ジャパン・アーツ
527,第6回　小川典子　ピアノ・リサイタル,2016,東京都庭園美術館|株式会社ジャパン・アーツ
528,第7回　吉野直子　ハープ・リサイタル,2016,東京都庭園美術館|株式会社ジャパン・アーツ
529,第8回　漆原啓子・漆原朝子　ヴァイオリンデュオ・リサイタル,2016,東京都庭園美術館|株式会社ジャパン・アーツ
530,第9回　山根一仁　ヴァイオリン・リサイタル,2016,東京都庭園美術館|株式会社ジャパン・アーツ
532,第10回　及川浩治　ピアノ・リサイタル,2016,東京都庭園美術館|株式会社ジャパン・アーツ
535,"クリスチャン・ボルタンスキー　アニミタス _さざめく亡霊たち",2016,東京都庭園美術館|朝日新聞社
537,記念講演会,2016,東京都庭園美術館|朝日新聞社
541,「インスタレーションと鑑賞者のエモーショナルな関係」,2016,東京都庭園美術館|朝日新聞社
542,「一風変わった幼少期からアーティストボルタンスキーの誕生」,2016,東京都庭園美術館|朝日新聞社
543,キュレーター・トーク,2016,東京都庭園美術館|朝日新聞社
544,インターン・トーク,2016,東京都庭園美術館|朝日新聞社
549,笹本晃《デリケート・サイクル》,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
561,立教大学（2016年9月30日）,2016,東京都写真美術館
562,"帝京科学大学 看護学科（2016年10月12日）",2016,東京都写真美術館
563,武蔵大学（2016年10月15日）,2016,東京都写真美術館
564,写真表現大学（2016年10月16日）,2016,東京都写真美術館
565,港区立白金の丘小学校（2016年10月21日）,2016,東京都写真美術館
566,目黒区立駒場小学校（2016年10月25日）,2016,東京都写真美術館
567,"公立高校定時制通信制 芸術祭展示部門生徒研修会（2016年10月30日）",2016,東京都写真美術館
568,"東京都図画工作研究会 美術館連携局（2016年9月22日）",2016,東京都写真美術館
569,"日本大学 通信教育部（2016年11月18日）",2016,東京都写真美術館
570,中野区図工部会（2016年11月9日）,2016,東京都写真美術館
571,渋谷区立加計塚小学校（2016年11月25日）,2016,東京都写真美術館
572,"リニューアル・オープン／総合開館20周年記念事業 杉本博司　ロスト・ヒューマン",2016,東京都写真美術館|公益財団法人東京都歴史文化財団
573,"British School in Tokyo（2016年11月4日）",2016,東京都写真美術館
574,渋谷区立加計塚小学校（2016年11月29日）,2016,東京都写真美術館
575,杉並区立東田中学校（2016年12月2日）,2016,東京都写真美術館
576,目黒区立向原小学校（2016年12月6日）,2016,東京都写真美術館
577,渋谷区立加計塚小学校（2016年12月8日）,2016,東京都写真美術館
578,女子聖学院中学校（2016年12月10日）,2016,東京都写真美術館
579,港区立南山小学校（2017年1月17日）,2016,東京都写真美術館
580,"明治学院高校（2017年1月13日 16:00-17:00）",2016,東京都写真美術館
581,"明治学院高校（2017年1月13日 13:30-15:50）",2016,東京都写真美術館
582,港区立御田小学校（2016年12月16日）,2016,東京都写真美術館
583,渋谷区立加計塚小学校（2016年12月15日）,2016,東京都写真美術館
584,筑波大付属駒場中・高等学校（2016年12月14日）,2016,東京都写真美術館
585,江戸川区立第三松江小学校（2016年12月13日）,2016,東京都写真美術館
586,渋谷区立常磐松小学校（2017年1月19日）,2016,東京都写真美術館
587,渋谷区立広尾小学校（2017年1月20日）,2016,東京都写真美術館
588,都立葛飾野高校（2017年1月21日）,2016,東京都写真美術館
589,北海道大学岩見沢校（2017年1月21日）,2016,東京都写真美術館
591,明治学院高校（2017年3月14日）,2016,東京都写真美術館
592,獨協埼玉中学高等学校（2017年1月29日）,2016,東京都写真美術館
593,目黒区立大鳥中学校（2017年1月26日）,2016,東京都写真美術館
594,"総合開館20周年記念事業 山崎博　計画と偶然",2016,東京都写真美術館|東京都|読売新聞社|美術館連絡協議会
595,並河靖之七宝展　明治七宝の誘惑―透明な黒の感性,2016,東京都庭園美術館|毎日新聞社
596,記念講演会「ヴィクトリア&アルバート博物館における日本の明治七宝コレクション」,2016,東京都庭園美術館|毎日新聞社
597,トークイベント「並河七宝の息をのむ美しさの秘密　―現代の視点から見る明治工芸―」,2016,東京都庭園美術館|毎日新聞社
598,ワークショップ「身につける七宝づくり―蝶のモチーフ」,2016,東京都庭園美術館|毎日新聞社
600,第7回「クリスチャン・ボルタンスキー」「アール・デコの花弁」に関連したプログラム「おばけとわたしのちず」,2016,東京都庭園美術館
601,第8回「クリスチャン・ボルタンスキー」「アール・デコの花弁」に関連したプログラム「おばけとわたしのちず」,2016,東京都庭園美術館
602,第9回「クリスチャン・ボルタンスキー」「アール・デコの花弁」に関連したプログラム「おばけとわたしのちず」,2016,東京都庭園美術館
603,第10回「並河靖之七宝展」に関連したプログラム「ちょうちょでじゃんけん」,2016,東京都庭園美術館
604,第11回「並河靖之七宝展」に関連したプログラム「ちょうちょでじゃんけん」,2016,東京都庭園美術館
605,第12回「並河靖之七宝展」に関連したプログラム「ちょうちょでじゃんけん」,2016,東京都庭園美術館
606,「五感と想像力で歩く建築ツアー」手話の回,2016,東京都庭園美術館
607,「五感と想像力で歩く建築ツアー」,2016,東京都庭園美術館
608,「ここクリエイション」東山佳永「透明になるためのプラクティス」,2016,東京都庭園美術館
610,"PROGRAM_B｜Installation / dance / Live",2016,東京都庭園美術館
611,"PROGRAM_C｜Live / streaming",2016,東京都庭園美術館
613,"PROGRAM_D｜Installation / Screening / Live",2016,東京都庭園美術館
621,"リニューアル・オープン／総合開館20周年記念事業 杉本博司 ロスト・ヒューマン ギャラリートーク",2016,東京都写真美術館
627,"総合開館20周年記念事業 ＴＯＰコレクション 東京・ＴＯＫＹＯ",2016,東京都写真美術館|東京都|東京新聞
630,"列聖記念 マザー・テレサ映画祭",2016,東京都写真美術館
634,庭園公開,2016,東京都庭園美術館
636,ウェルカムルームの運営,2016,東京都庭園美術館
641,江東区民まつり・クルーズ「MOTおもしろプログラム」,2016,東京都現代美術館
646,ミュージアム・スクール（学校団体による作品鑑賞）,2016,東京都現代美術館
647,東京都図画工作研究会　西多摩大会,2016,東京都写真美術館
648,フォトドキュメンタリー　ワークショップ2016,2016,東京都写真美術館|朝日新聞社
649,"モノクロ銀塩プリント ワークショップ（A/Bコース）",2016,東京都写真美術館
650,"モノクロ銀塩プリント ワークショップ（C/Dコース）",2016,東京都写真美術館
651,TOPコレクション展関連　対話による鑑賞プログラム（Aコース）,2016,東京都写真美術館
652,TOPコレクション展関連　対話による鑑賞プログラム（Bコース）,2016,東京都写真美術館
653,"モノクロ銀塩プリント ワークショップ（A/Bコース）",2016,東京都写真美術館
654,"高校生限定 暗室でモノクロ写真プリント ワークショップ（Aコース）  ",2016,東京都写真美術館
656,淺井裕介,2016,東京都現代美術館
657,"高校生限定 暗室でモノクロ写真プリント ワークショップ（Bコース）",2016,東京都写真美術館
658,"モノクロ銀塩プリント ワークショップ（C/Dコース）",2016,東京都写真美術館
668,森千裕,2016,東京都現代美術館
669,関根直子,2016,東京都現代美術館
670,"リニューアル・オープン／総合開館20周年記念事業 杉本博司ロスト・ヒューマン 映画『羅生門』上映",2016,"YEBISU GARDEN CINEMA"
671,"リニューアル・オープン／総合開館20周年記念事業 杉本博司ロスト・ヒューマン 映画『杉本博司 作 朗読能「巣鴨塚」』上映",2016,公益財団法人小田原文化財団
672,"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（元田敬三×石川竜一）",2016,東京都写真美術館|東京新聞
674,"写真新世紀東京展2016 映像レクチャー テーマ：「映像表現の可能性、さわ ひらきの仕事」",2016,キヤノン株式会社
675,"写真新世紀東京展2016 写真レクチャー テーマ：「ヨーロッパ写真の現在、フォトグラファーズギャラリーのビジョン」",2016,キヤノン株式会社
676,"写真新世紀東京展2016 ポートフォリオレビュー",2016,キヤノン株式会社
677,写真新世紀東京展2016　グランプリ選出公開審査会、表彰式,2016,キヤノン株式会社
678,"夜明けまえ 知られざる日本写真開拓史 総集編 初期写真 国際シンポジウム「幕末」",2016,東京都写真美術館
679,"山崎博　計画と偶然 対談「山崎博をめぐって」",2016,東京都|東京都写真美術館|読売新聞社|美術館連絡協議会
680,"総合開館20周年記念事業／収蔵映像展 アピチャッポン・ウィーラセタクン 亡霊たち 映画『アピチャッポン本人が選ぶ短編集』上映",2016,東京都写真美術館|東京都|産経新聞社
688,総合開館20周年記念事業　東京・TOKYO　日本の新進作家vol.13,2016,東京都写真美術館|公益財団法人東京都歴史文化財団|東京新聞
689,内海聖史,2016,東京都現代美術館
691,"総合開館20周年記念事業　アピチャッポン・ウィーラセタクン 亡霊たち",2016,東京都写真美術館|東京都|産経新聞社
693,石田尚志,2016,東京都現代美術館
695,"総合開館20周年記念事業 夜明けまえ 知られざる日本写真開拓史 総集編",2016,東京都写真美術館|東京都|読売新聞社|美術館連絡協議会
696,泉太郎,2016,東京都現代美術館
697,山川冬樹,2016,東京都現代美術館
698,大人のための教育プログラム（ガイドスタッフによるギャラリートーク）,2016,東京都現代美術館
699,"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（小島康敬×小林美香）",2016,東京都写真美術館|東京新聞
700,"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（田代一倫×倉石信乃）",2016,東京都写真美術館|東京新聞
701,"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（中藤毅彦×田原桂一）",2016,東京都写真美術館|東京新聞
702,"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（佐藤信太郎×大西みつぐ）",2016,東京都写真美術館|東京新聞
703,"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（野村恵子×石川直樹）",2016,東京都写真美術館|東京新聞
704,台東区立金竜小学校（2016年11月9日）,2016,東京文化会館|アーツカウンシル東京|東京都
705,台東区立田原小学校（2016年11月17日）,2016,東京文化会館|アーツカウンシル東京|東京都
706,世田谷区立八幡小学校（2016年11月30日）,2016,東京文化会館|アーツカウンシル東京|東京都
707,台東区立松葉小学校（2016年12月5日）,2016,東京文化会館|アーツカウンシル東京|東京都
708,台東区立東泉小学校（2016年12月9日）,2016,東京文化会館|アーツカウンシル東京|東京都
709,清瀬市立芝山小学校（2016年12月15日）,2016,東京文化会館|アーツカウンシル東京|東京都
710,台東区立育英幼稚園（2016年12月19日）,2016,東京文化会館|アーツカウンシル東京|東京都
711,台東区立田原幼稚園（2016年12月20日）,2016,東京文化会館|アーツカウンシル東京|東京都
712,江東区立大島幼稚園（2017年1月11日）,2016,東京文化会館|アーツカウンシル東京|東京都
713,港区立芝小学校（2017年2月6日）,2016,東京文化会館|アーツカウンシル東京|東京都
714,台東区立東上野保育園（2017年2月7日）,2016,東京文化会館|アーツカウンシル東京|東京都
716,滝野川女子学園中学高等学校（2016年10月15日～11月3日）,2016,東京文化会館|アーツカウンシル東京|東京都
717,練馬区立豊玉小学校（2016年11月28日～2017年3月12日）,2016,東京文化会館|アーツカウンシル東京|東京都
719,コンサートオペラシリーズ　モーツァルト／歌劇『コジ･ファン･トゥッテ』,2016,東京芸術劇場|川崎市|ミューザ川崎シンフォニーホール
723,シアターオペラシリーズ　プッチーニ／歌劇『蝶々夫人』,2016,東京芸術劇場|読売日本交響楽団
725,東北六魂祭パレード,2016,"東京都|アーツカウンシル東京|東京 新虎まつり実行委員会|一般社団法人新虎通りエリアマネジメント|株式会社クオラス"
726,仙台七夕飾りの展示装飾／総合インフォメーション／東北６市（県）の観光情報カウンター,2016,"東京都|アーツカウンシル東京|東京 新虎まつり実行委員会|一般社団法人新虎通りエリアマネジメント|株式会社クオラス"
727,ステージイベント,2016,"東京都|アーツカウンシル東京|東京 新虎まつり実行委員会|一般社団法人新虎通りエリアマネジメント|株式会社クオラス"
728,伝統工芸ワークショップ,2016,"東京都|アーツカウンシル東京|東京 新虎まつり実行委員会|一般社団法人新虎通りエリアマネジメント|株式会社クオラス"
729,"東北６県および東京都のPR ブース",2016,"東京都|アーツカウンシル東京|東京 新虎まつり実行委員会|一般社団法人新虎通りエリアマネジメント|株式会社クオラス"
730,オープニングトーク,2016,"東京都|アーツカウンシル東京|東京 新虎まつり実行委員会|一般社団法人新虎通りエリアマネジメント|株式会社クオラス"
731,"トークセッション１　「CG はいかに「映像業界」の外へ拡張できるのか」",2016,"東京都|アーツカウンシル東京|東京 新虎まつり実行委員会|一般社団法人新虎通りエリアマネジメント|株式会社クオラス"
732,"トークセッション2　「ゲームクリエイティヴ＆ビヨンド ～VR とゲームエンジンがもたらす創造の拡張～」",2016,"東京都|アーツカウンシル東京|東京 新虎まつり実行委員会|一般社団法人新虎通りエリアマネジメント|株式会社クオラス"
734,"Taste of TOHOKU",2016,"東京都|アーツカウンシル東京|東京 新虎まつり実行委員会|一般社団法人新虎通りエリアマネジメント|株式会社クオラス"
735,"MINATO 70th × TOHOKU PARK",2016,"東京都|アーツカウンシル東京|東京 新虎まつり実行委員会|一般社団法人新虎通りエリアマネジメント|株式会社クオラス"
737,熈代ステージ,2016,"東京都|アーツカウンシル東京|日本橋文化交流フェスティ バル実行委員会"
743,"総合開館20周年記念事業 ／収蔵映像展  アピチャッポン・ウィーラセタクン 亡霊たち シンポジウム「映像の不可視性をめぐって」",2016,東京都写真美術館|東京都|産経新聞社
744,"総合開館20周年記念事業 TOPコレクション 東京・TOKYO ギャラリートーク",2016,東京都|東京都写真美術館|東京新聞
745,"総合開館20周年記念事業 東京・TOKYO 日本の新進作家vol.13 ギャラリートーク",2016,東京都写真美術館|東京新聞
746,"総合開館20周年記念事業／収蔵映像展 アピチャッポン・ウィ―ラセタクン 亡霊たち ギャラリートーク",2016,東京都|東京都写真美術館|産経新聞社
748,"総合開館20周年記念事業 山崎博 計画と偶然 ギャラリートーク",2016,東京都|東京都写真美術館|読売新聞社|美術館連絡協議会
749,"世界報道写真展2016 ギャラリートーク",2016,世界報道写真財団|朝日新聞社
750,"写真新世紀東京展2016 ギャラリートーク",2016,キヤノン株式会社
751,"フォトジャーナリスト長倉洋海の眼 地を這い、未来へ駆ける ギャラリートーク",2016,株式会社クレヴィス
752,"総合開館20周年記念事業 夜明けまえ 知られざる日本写真開拓史 総集編 ギャラリートーク",2016,東京都|東京都写真美術館|読売新聞社|美術館連絡協議会
753,"【誘致展】世界報道写真展2016 WORLD PRESS PHOTO 2016",2016,世界報道写真財団|朝日新聞社
756,【誘致展】写真新世紀東京展2016,2016,キヤノン株式会社
757,【誘致展】第17回　上野彦馬賞　九州産業大学フォトコンテスト受賞作品展,2016,九州産業大学|毎日新聞社
759,"【誘致展】APAアワード2017 第45回 公益社団法人日本広告写真家協会公募展",2016,公益社団法人日本広告写真家協会（APA）
763,【誘致展】フォトジャーナリスト長倉洋海の眼　地を這い、未来へ駆ける,2016,株式会社クレヴィス
765,"ショートショートフィルムフェスティバル ＆アジア 秋の短編映画収穫祭",2016,東京都写真美術館
766,『追憶』,2016,東京都写真美術館
767,『ウォーナーの謎のリスト』,2016,東京都写真美術館
769,"『地球交響曲（ガイアシンフォニー）第八番』 凱旋ロードショー　全作品一挙公開",2016,東京都写真美術館
770,"DigiCon6 JAPAN Awards",2016,東京都写真美術館
772,『ホライズン』,2016,東京都写真美術館
773,"オペラ「眠れる美女～House of the Sleeping Beauties～」 関連講座 日本･ベルギー交流150年の 歴史",2016,東京文化会館
774,"『マリア・カラス 伝説のオペラ座ライブ",2016,東京都写真美術館
775,『聖なる呼吸　ヨガのルーツに出会う旅』,2016,東京都写真美術館
776,『創造と神秘のサグラダ・ファミリア』,2016,東京都写真美術館
777,『湾生回家』,2016,東京都写真美術館
778,『ミューズ・アカデミー』ホセ・ルイス・ゲリン監督特集上映「ミューズとゲリン」,2016,東京都写真美術館
779,ドキュメンタリー映画『あるアトリエの１００年」,2016,東京都写真美術館
780,『文楽　冥途の飛脚』,2016,東京都写真美術館
781,『ミニオンズ』『ペット』のイルミネーション・エンターテインメントが贈る『SING／シング』公開記念イルミネーション映画祭,2016,東京都写真美術館
783,総合開館20周年記念シンポジウム「写真美術館はなぜ、必要か」,2016,東京都写真美術館
784,総合開館20周年記念「初期写真国際シンポジウム　幕末」,2016,東京都写真美術館
786,とっぷ雅楽,2016,東京都写真美術館
788,図書室等の運営,2016,東京都写真美術館
791,第816回Ｃ,2016,公益財団法人東京都交響楽団
794,第817回Ｂ,2016,公益財団法人東京都交響楽団
795,第818回芸劇,2016,公益財団法人東京都交響楽団
796,第819回文化会館,2016,公益財団法人東京都交響楽団
797,第815回Ｂ,2016,公益財団法人東京都交響楽団
798,第820回芸劇,2016,公益財団法人東京都交響楽団
799,第821回サントリー,2016,公益財団法人東京都交響楽団
800,第822回Ａ,2016,公益財団法人東京都交響楽団
801,第823回Ｂ,2016,公益財団法人東京都交響楽団
802,第824回Ａ,2016,公益財団法人東京都交響楽団
803,第825回Ｃ,2016,公益財団法人東京都交響楽団
804,第826回Ｃ,2016,公益財団法人東京都交響楽団
805,第827回Ａ,2016,公益財団法人東京都交響楽団
807,"世界のマエストロシリーズ 読売日本交響楽団",2016,東京芸術劇場|豊島区
809,クラシカル・プレイヤーズ東京　演奏会,2016,東京芸術劇場
810,ダニエル・ハーディング＆パリ管弦楽団,2016,東京芸芸術劇場
811,エリアフ・インバル＆ベルリン・コンツェルトハウス管弦楽団,2016,東京芸術劇場|日本経済新聞社|株式会社ジャパン・アーツ
814,0才から聴こう！！／４才から聴こう！！春休みコンサート,2016,東京芸術劇場
816,伝統体験塾,2016,"東京都|アーツカウンシル東京|日本橋文化交流フェスティ バル実行委員会"
817,"日本橋 技あり体験熈代屋台",2016,"東京都|アーツカウンシル東京|日本橋文化交流フェスティ バル実行委員会"
