ID,Title,"Tokyo FESTIVALの分類",WEBサイトのアドレス,概要,対象,会場(投稿),会場の所属する自治体,会場の存在する自治体名,主催,協賛,協力,後援,申請自治体,開催年度,"単日/複数日 - 期間",開催時間,開催日数（展覧会・公演）,公演回数／実施回数（講演、ワークショップ等）,人数/参加者数,料金,出演者数／出展アーティスト数／登壇者数等,出演者数／出展アーティスト数／登壇者数等（外国人）,ジャンル,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,多言語対応（例）音声ガイドの多言語化,多言語対応（例）キャプション・字幕の多言語化,多言語対応（例）その他の多言語化,多言語対応（例）その他の多言語化（内容）,バリアフリー対応の有無,バリアフリー対応策（例）,バリアフリー対応策（例）その他,組織委員会の認証の有無,画像等データの有無,画像,動画URL,関連プログラム名,決算額_year,決算額_price,期間_date,期間_date_to,単日/複数日_date,国_country,国_num
1912,現代カナダ演劇・最新作連続公演「エレファント・ソング」,2,,"申請者名 有限会社　名取事務所

活動分野 演劇

活動内容 公演・展示等

実施場所 都内

交付決定額 700000

企画概要 名取事務所は劇団俳小で制作部長を務めた名取敏行（67歳）が1996年に設立。これまでにイプセン現代劇連続上演、別役実作品海外交流など、コンセプトをたて新劇系作品を取り上げてきた。「現代カナダ演劇・最新連続上演」は、移民・難民が総人口の20％を超えるカナダの社会の状況を反映した最近作を、日本に紹介するシリーズ。本作は、若手作家ニコラス・ビヨンの作品で、精神病院を舞台にした心理劇。2013年カナダ初演。演出：扇田拓也。

開始日 2017/3/17

終了日 2017/3/26

実施回数または日数 10回

実施会場 下北沢「劇」小劇場

所在地 世田谷区

最終参加者数または観客数 691",,下北沢「劇」小劇場,,,アーツカウンシル東京,,,,,2016,2016,,期間,20170317,20170326,"a:1:{s:4:""time"";b:0;}",10,10,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""691"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:29:""<p>料金詳細は不明</p>
"";}",,,,,演劇（ミュージカル等を含む）,無し,,,,,,無し,,,,なし,,,,
1914,「CATFISH」,2,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15630/,"申請者名 快快

活動分野 演劇

活動内容 公演・展示等

実施場所 都内

交付決定額 2000000

企画概要 快快は2008年に多摩美術大学の学生により結成された団体を前身とするパフォーマンス集団で、2008年に世田谷区芸術アワード“飛翔”舞台芸術部門受賞、2010年にはスイスの国際演劇祭「Zurcher Theater Spektakel」で最優秀賞を受賞するなど、国内外で活躍する他、近年はメンバー各自の個人活動でも注目されている。本企画は、2年ぶりの完全オリジナル新作公演で、ホテルの客室を会場として使用し、東京から宇宙に向かって視点を広げてシリーズ化する企画の第1弾。作：北川陽子、演出：快快、出演：大道寺梨乃、山崎皓司　他。

開始日 2017/2/15

終了日 2017/2/17

実施回数または日数 9回

実施会場 CLASKA（クラスカ）

所在地 東京都目黒区中央町1-3-18

最終参加者数または観客数 324",,CLASKA（クラスカ）（目黒区）,,,快快,,,,,2016,2016,,期間,20170215,20170217,"a:1:{s:4:""time"";b:0;}",3,9,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""324"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:29:""<p>料金詳細は不明</p>
"";}",,,,,演劇（ミュージカル等を含む）,有り,英語,,,,,無し,,,,なし,,,,
1916,「アトレウス」（仮題）,2,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15634/,"申請者名 演劇集団 砂地

活動分野 演劇

活動内容 公演・展示等

実施場所 都内

交付決定額 720000

企画概要 木村光一や鐘下辰男に師事した演出家・船岩祐太（30歳）が、桐朋学園時代の同期らと2007年に設立した団体。古典から近現代の戯曲を、現代人の課題を織り込んで再構築した作品を得意とする。今回はギリシャ悲劇アトレウスを題材にとる。ギリシャ劇のコロスを、劇中ではマスメディアと見立て、やがて多様で顔の見えない価値観を表すSNSへと役割を変えさせていく。大衆が人を追い込んでいく有様を見せることを狙う。台本・構成・演出：船岩祐太、出演：田中壮太郎 他

開始日 2017/2/9

終了日 2017/2/13

実施回数または日数 7回

実施会場 吉祥寺シアター

所在地 東京都三鷹市

最終参加者数または観客数 906",,吉祥寺シアター,,,"演劇集団 砂地",,,,,2016,2016,,期間,20170209,20170213,"a:1:{s:4:""time"";b:0;}",5,7,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""906"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:29:""<p>料金詳細は不明</p>
"";}",16,,,,演劇（ミュージカル等を含む）,有り,英語,,,,,無し,,,,なし,,,,
1917,花園プロジェクト「花園RED／花園BLUE」,2,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15664/,"申請者名 20歳の国

活動分野 演劇

活動内容 公演・展示等

実施場所 都内

交付決定額 1000000

企画概要 20歳（はたち）の国は、作・演出の石﨑竜史（28歳）を主宰として2012年に結成。青春群像劇の形態をとりながらも、人間社会の普遍的要素を通底させたいとする。申請案件は、2013年に佐藤佐吉賞・最優秀作品賞、などを受賞した代表作を、2019年のラグビーワールドカップ日本開催まで継続的に上演し続ける企画の第1弾。高校ラグビーを題材にした本作を、実際の高校生とワークショップを重ね、新キャストでブラッシュアップするとともに、代表作で支持の拡大を目指す。

開始日 2017/1/19

終了日 2017/1/29

実施回数または日数 １４回

実施会場 すみだパークスタジオ倉

所在地 東京都墨田区横川１丁目１−１０

最終参加者数または観客数 1184",,すみだパークスタジオ倉,,,20歳の国,,,,,2016,2016,,期間,20170119,20170129,"a:1:{s:4:""time"";b:0;}",11,14,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1184"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:29:""<p>料金詳細は不明</p>
"";}",,,,,演劇（ミュージカル等を含む）,有り,英語,,,,,無し,,,,なし,,,,
1919,国際共同制作　第１弾　日本xマレーシア　『ファミリー』,2,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15668/,"申請者名 アジア女性舞台芸術会議実行委員会

活動分野 演劇

活動内容 国際的な芸術交流活動

実施場所 都内

交付決定額 1300000

企画概要 演出家・劇作家の羊屋白玉と振付家・矢内原美邦が中心となり、2012年に結成した団体。申請作品の『ファミリー』は、マレーシアの女性作家によるもので、貧しい階層の女性が実業家として地位を築くまでを描いたクロニクル。2015年の越後妻有アートトリエンナーレで発表したリーディング作品を、さらに取材などを重ねて長編作品として完成させる。マレーシア演劇のレクチャー等も予定。　脚本：リャオ・プェイティン、翻訳：常田景子、演出：高井浩子、出演：西山水木 他

2016年12月16日（金） - 18日（日）

実施回数または日数 3日間

実施会場 森下スタジオ C（東京都江東区）

所在地 東京都江東区

最終参加者数または観客数 277",,"森下スタジオ（江東区） - 本館 C",,,アジア女性舞台芸術会議実行委員会,,,,,2016,2016,,期間,20161216,20161218,"a:1:{s:4:""time"";b:0;}",3,,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""277"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:29:""<p>料金詳細は不明</p>
"";}",,,演劇（ミュージカル等を含む）,有り,英語,,,,,無し,,,,なし,,,,,,
1921,結城座×鄭義信「ドールズタウン」,2,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15592/,"申請者名 公益財団法人　江戸糸あやつり人形結城座

活動分野 演劇

活動内容 公演・展示等

実施場所 都内

交付決定額 1400000

企画概要 さまざまなタイプの演出家やアーティストと共同を得意とする江戸糸あやつり人形結城座が、2007年初演当時に大きな評判を呼んだ作品をリクリエイションする。第二次世界大戦中、とある架空の町「ドールズタウン」で暮らす少年少女たちを中心に戦時下を描く。戦時の人々を人形が演じ、戦後、当時に思いをはせる人々を人間が演じる独特な構造。脚本・演出：鄭義信、音楽作曲：J･A･シーザー、出演：十二代目結城孫三郎ほか

開始日 2017/1/15

終了日 2017/1/22

実施回数または日数 ８回

実施会場 ザ・スズナリ

所在地 東京都世田谷区

最終参加者数または観客数 812",,下北沢ザ・スズナリ,,,"公益財団法人 江戸糸あやつり人形 結城座",,,,,2016,2016,,期間,20170115,20170122,"a:1:{s:4:""time"";b:0;}",8,8,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""812"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:29:""<p>料金詳細は不明</p>
"";}",,,演劇（ミュージカル等を含む）,有り,英語,,,,,無し,,,,なし,,,,,,
1923,"Ｃｏ . 山田うん　エストニア公演ツアー",2,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/29405/,"申請者名 一般社団法人Ｃｏ.山田うん

活動分野 舞踊

活動内容 国際的な芸術交流活動

実施場所 海外

交付決定額 2000000

企画概要 振付家・ダンサーの山田うんが主宰するカンパニーとして2002年に設立。2014年には日本ダンスフォーラム大賞を受賞、国内外で公演を行う他、近年はアジアやイスラエルなどで現地のダンサーに作品の振付をするなど、活動の幅を広げている。今回の企画は、エストニアのフェスティバルのアジア・プログラムに招聘され、2015年初演の「舞踊奇想曲　モナカ」の改訂版の上演と、現地のダンス振付専攻の学生を対象にワークショップを行うもの。振付・演出：山田うん、音楽：ヲノサトル、出演：Ｃｏ.山田うん所属ダンサー。

実施時期
2017年4月27日（木）-5日9日（火）

実施回数または日数

実施場所
公演：エストニア国立博物館（タルトゥ／エストニア）
ワークショップ：Vaba Lava（タリン／エストニア）

所在地 タリン、タルトゥ（エストニア）

最終参加者数または観客数 812",,"エストニア国立博物館|Vaba Lava",,,"一般社団法人 Co.山田うん",,,,,2016,2016,,期間,20160427,20160509,"a:1:{s:4:""time"";b:0;}",,,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""812"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:29:""<p>料金詳細は不明</p>
"";}",1,,舞踊・ダンス（バレエ等を含む）|国際交流イベント,有り,英語,,,,,無し,,,,なし,,,,,,
1927,"OrganWorks アレコレ2「Triple Bill」",2,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15706/,"申請者名 OrganWorks

活動分野 舞踊

活動内容 国際的な芸術交流活動

実施場所 都内

交付決定額 700000

企画概要 ダンスカンパニーOrganWorksが、欧州で活動する新進振付家2名（タティアナ・チョロト、大植真太郎）を招聘し振付委嘱する作品と、同カンパニーのレパートリー小品を上演する。出演は主宰・平原慎太郎含む同カンパニーダンサー10名とアンダーキャスト2名。同カンパニー自身のレベルの向上と国際的な活動の広がりを目指すとともに、カンパニー主導のプロデュース企画を打ち出すことで、日本のコンテンポラリーダンス・シーンの活性化に資することを目的とする。

実施時期
2017年2月3日（木）- 4日（土）

実施回数または日数 本番回数3回

実施会場 豊島区舞台芸術交流センターあうるすぽっと

所在地 豊島区東池袋4-5-2

最終参加者数または観客数 332",,豊島区舞台芸術交流センター（あうるすぽっと）,,,OrganWorks,,,,,2016,2016,,期間,20170203,20170204,"a:1:{s:4:""time"";b:0;}",2,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""332"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:29:""<p>料金詳細は不明</p>
"";}",,,舞踊・ダンス（バレエ等を含む）,有り,英語,,,,,無し,,,,なし,,,,,,
1929,"C/Ompany 主催公演「忘れろ／ボレロ」",2,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15702/,"申請者名 C/Ompany

活動分野 舞踊

活動内容 公演・展示等

実施場所 都内

交付決定額 1000000

企画概要 申請団体は海外の著名なバレエ団で活躍したダンサー・振付家である大植真太郎、柳本雅寛、平原慎太郎を中心に2008年に設立。それぞれの環境で培われた感性や現在の方向性を理解し合い、ぶつけ合い、継続した議論のもとで新しい創作方法を追求している。本事業は、ラヴェル作曲「ボレロ」をベースにした三部構成の新作で、言葉も身体性の一つのツールとして捉える、既存のダンスとも演劇とも異なる「談ス」という新たなカテゴリーの舞台を目指すもの。構成：大植真太郎、振付／出演：大植真太郎、柳本雅寛、辻本知彦、平原慎太郎。

開始日 2016/11/10

終了日 2016/11/12

実施回数または日数 3回

実施会場 DDD AOYAMA　クロスシアター

所在地 渋谷区渋谷1-3-3 SIA 青山ビルディングB1F

最終参加者数または観客数 679",,"DDD AOYAMA クロスシアター",,,C/Ompany,,,,,2016,2016,,期間,20161110,20161112,"a:1:{s:4:""time"";b:0;}",3,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""679"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:29:""<p>料金詳細は不明</p>
"";}",,,舞踊・ダンス（バレエ等を含む）,有り,英語,,,,,無し,,,,なし,,,,,,
1931,花粉革命,2,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15717/,"申請者名 一般社団法人天使館
活動分野 舞踊

活動内容 公演・展示等

実施場所 都内

交付決定額 1200000

企画概要 ""舞踏家・笠井叡（72歳）の代表作のひとつで、2001年に発表したソロ作品「花粉革命」（初演：シアタートラム）を、笠井の三男で1997年より共に舞踊活動を続けている笠井瑞丈（41歳）の身体で再演する。作品のレパートリー化が少ない日本のコンテンポラリーダンス・シーンにおいて、作品を次代のアーティストに引き継ぐ行為により、日

本の舞台芸術の継承、発展に寄与することを目的とする。振付・構成・演出：笠井叡、出演：笠井瑞丈

実施時期
2017年5月5日（金）〜7日（日）

実施回数または日数 3回公演

実施会場 シアタートラム

所在地 〒154-0004 東京都世田谷区太子堂４−１−１

最終参加者数または観客数 526",,シアタートラム,,,一般社団法人天使館,,,,,2016,2016,,期間,20160505,20160507,"a:1:{s:4:""time"";b:0;}",3,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""526"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:29:""<p>料金詳細は不明</p>
"";}",1,,舞踊・ダンス（バレエ等を含む）,有り,英語,,,,,無し,,,,なし,,,,,,
1978,"「YEBIZO MEETS」Ⅰ 特別セッション",1,https://www.yebizo.com/jp/program/detail/10-01,"世界的に活躍する建築家・伊東豊雄氏と大地の芸術祭ほか数々のアートプロジェクトを創出する北川フラム氏に、最近の活動を通じて、いま都市やそれぞれの地域との間に何が起こっているのか？ 建築や美術の視点 から都市の未来について語って頂きます。東京・恵比寿の地から発信する、さまざまな実践を積まれたお二方ならではの対談にご期待ください。

伊東豊雄（建築家）×　北川フラム（アートディレクター）
モデレーター：関康子（編集者）

会　場　COMMON EBISU（コモンエビス）［恵比寿ガーデンプレイス　グラススクエア内］
日　時　平成29年2月11日（土） 17時00分～18時00分
定　員　60席（別途、エリア内での立見可）
入　場　無料",,"恵比寿ガーデンプレイス - COMMON EBISU",,,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,2016,,単日/複数日,20170210,20170226,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",3,,芸術文化の力を活用して、教育、福祉や医療、地域振興等の領域における課題を解決する事業,有り,英語,,,英語,英語通訳あり,無し,バリアフリー対応施設,,なし,,,,,20170211,ドイツ,1
1980,"東京都写真美術館 3F, 2F, B1F展示室",1,https://www.yebizo.com/assets/img/uploads/2016/12/others/ud/161209_Yebizo_press.pdf,"開催日：2017/2/10～26
会場：東京都写真美術館3F, 2F, B1F展示室
出品作家：
森村泰昌[日本]、レイ・レイ[中国]、澤田知子 [日本]、笹本晃 [日本]、金氏徹平[日本]、ガブリエラ・マンガノ＆シルヴァーナ・マンガノ [オーストラリア]、エティエンヌ=ジュール・マレー[フランス]、ズビグ・リプチンスキー[ポーランド／アメリカ]、石川卓磨 [日本]、オープンエンデッドグループ＆ビル・T・ジョーンズ [ アメリカ]、崟利子[ 日本]、豊嶋康子 [日本]、ルーシー・レイヴン [アメリカ]、コルネリア・ゾルフランク[ ドイツ]、フォレンジック・アーキテクチャー[イギリス]、ロバート・ノース＆アントワネット・デ・ヨング [ オランダ]
料金：無料",,"東京都写真美術館 - 3F 展示室|東京都写真美術館 - 2F 展示室|東京都写真美術館 - B1F 展示室|東京都写真美術館 - 2F ロビー|東京都写真美術館 - 3F ロビー",,,東京都|東京都写真美術館|アーツカウンシル東京|日本経済新聞社,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,2016,,期間,20170210,20170226,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:20:""最終日18:00まで"";}}}",15,15,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",16,8,展覧会（美術、歴史、写真、建築、文芸等）,有り,英語,,英語,,,有り,バリアフリー対応施設,,なし,あり・チラシ画像,,,,,"オーストリア,フランス,ポーランド,アメリカ,ドイツ,イギリス,オランダ","1,1,1,2,1,1,1"
1981,フェスティバル会場・オールアラウンドガイドツアー,1,https://www.yebizo.com/jp/program/detail/11-01,"フェスティヴァル会場・オールアラウンドガイドツアー　─YEBIZOの全体像を掴もう [90分]

[会場] 東京都写真美術館全フロア → センター広場 → 日仏会館ギャラリー
フェスティヴァル全体を巡って、様々な作品を通じて浮かび上がるテーマ解釈について、俯瞰的な視点でガイドいたします。

第9回恵比寿映像祭は、平成28年9月にリニューアル・オープンした東京都写真美術館のホームグラウンドに戻って初の開催となります。メイン会場の東京都写真美術館をはじめとした各会場ごと・所要時間ごとの組合せによるガイトツアーを用意いたしました。恵比寿映像祭は初めてという方や、もう少し詳しく解説を聞いてみたいという方々に向けて、フェスティヴァルを余すところなくご紹介します。

開催日：平成29年2月18日（土）・26日（日）
講師等：特定非営利活動法人アーツイニシアティヴトウキョウ［AIT/エイト］、担当学芸員
参加人数：23
",,"東京都写真美術館|恵比寿ガーデンプレイス - センター広場|日仏会館 - ギャラリー",,,東京都|東京都写真美術館|アーツカウンシル東京|日本経済新聞社,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,2016,,単日/複数日,20170210,20170226,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",2,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:52:""<p>参加無料／定員15名／整理券配布</p>
"";}",,,展覧会（美術、歴史、写真、建築、文芸等）|その他,有り,英語,,,,,無し,バリアフリー対応施設,,なし,なし,,,,"20170218,20170226","オーストリア,フランス,ポーランド,アメリカ,ドイツ,イギリス,オランダ","1,1,1,1,1,1,1"
1982,"TOP メイン会場・ガイドツアー",1,https://www.yebizo.com/jp/program/detail/11-03,"TOPメイン会場・ガイドツアー　─東京都写真美術館会場巡りで、じっくりテーマを掘り下げる [60分]

[会場]東京都写真美術館全フロア
リニューアルした東京都写真美術館会場の作品解説に特化したツアーです。 平日夜の時間帯に開催しますので仕事帰りにご参加いただけます。

第9回恵比寿映像祭は、平成28年9月にリニューアル・オープンした東京都写真美術館のホームグラウンドに戻って初の開催となります。メイン会場の東京都写真美術館をはじめとした各会場ごと・所要時間ごとの組合せによるガイトツアーを用意いたしました。恵比寿映像祭は初めてという方や、もう少し詳しく解説を聞いてみたいという方々に向けて、フェスティヴァルを余すところなくご紹介します。

開催日：平成29年2月16日（木）・23日（木）
講師等：特定非営利活動法人アーツイニシアティヴトウキョウ［AIT/エイト］、担当学芸員
参加人数：20
",,東京都写真美術館,,,東京都|東京都写真美術館|アーツカウンシル東京|日本経済新聞社,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,2016,,単日/複数日,20170210,20170226,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",2,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:52:""<p>参加無料／定員15名／整理券配布</p>
"";}",,,展覧会（美術、歴史、写真、建築、文芸等）|その他,有り,英語,,,,,有り,バリアフリー対応施設,,なし,なし,,,,"20170216,20170223","オーストリア,フランス,ポーランド,アメリカ,ドイツ,イギリス,オランダ","1,1,1,1,1,1,1"
1983,"TOP Museum Guided Tour: EnglishVersion",1,https://www.yebizo.com/jp/program/detail/11-04,"TOP Museum Guided Tour: English Version [60 min.]

Site: Tokyo Photographic Art Museum, All Floors
A comprehensive course covering the entirety of the recently-refurbished Tokyo Photographic Art Museum. Recommended for festival-goers who are keen to concentrate on the event’s main venue.

開催日：平成29年2月19（日）・22日（水）
講師等：特定非営利活動法人アーツイニシアティヴトウキョウ［AIT/エイト］、担当学芸員、ソニア・ルイーズ・フリエル（第９回恵比寿映像祭インターン）
参加人数：18",外国人向け,東京都写真美術館,,,東京都|東京都写真美術館|アーツカウンシル東京|日本経済新聞社,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM",,2016,2016,,単日/複数日,20170210,20170226,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",2,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:48:""<p>参加無料/定員15名/整理券配布</p>
"";}",,,展覧会（美術、歴史、写真、建築、文芸等）|その他,有り,英語,,英語,,,有り,バリアフリー対応施設,,なし,なし,,,,"20170219,20170222","オーストリア,フランス,ポーランド,アメリカ,ドイツ,イギリス,オランダ","1,1,1,1,1,1,1"
1989,"勅使川原三郎 新作 フランス・ツアー",2,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/29404/,"申請者名 有限会社　カラス

活動分野 舞踊

活動内容 国際的な芸術交流活動

実施場所 海外

交付決定額 1600000

企画概要 KARASは舞踊家・振付家・演出家の勅使川原三郎により1985年に設立。独自のダンスメソッドと創作手法による、既存のダンスの枠組みでは捉えられない新しい身体表現による舞台を追求し、国内外で活躍を続けている。今回の企画は新作2作をフランスのマルティーグおよびパリの国立劇場で上演するもので、パリでは武満徹とメシアンの楽曲による作品を、音楽家ととともにクリエーションする。出演は勅使川原三郎、佐東利穂子の他、KARAS所属の若手ダンサーおよびスウェーデンのヨーテボリ・バレエ所属のダンサー。

実施時期
2017年1月24日（火）–3月6日（月）

実施回数または日数

実施会場 リュー・ユニック大アトリエ（Le Lieu unique Grand Atelier ）所在地：ナント／フランス　Nantes
マルティーグ・サラン劇場（Theatre des Salines-Scene national de Martigues ）所在地：マルティーグ／フランス　Martigues
シャイヨー国立劇場 （Theatre national de Chaillot） 所在地：パリ／フランス Paris

最終参加者数または観客数 8296",,"リュー・ユニック大アトリエ（Le Lieu unique Grand Atelier ）|マルティーグ・サラン劇場（Theatre des Salines-Scene national de Martigues ）|シャイヨー国立劇場 （Theatre national de Chaillot）",,,"有限会社 カラス",,,,,2016,2016,,期間,20170124,20170306,"a:1:{s:4:""time"";b:0;}",,,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""8296"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:29:""<p>料金詳細は不明</p>
"";}",7,1,舞踊・ダンス（バレエ等を含む）,有り,英語,,,,,無し,,,,なし,,,,,イタリア,1
